PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,628.817,248.022,45.489,286.054,500.0,1.0,1.0,966.0,1052.0
15.0,897.633,-390.427,-150.847,-616.894,500.0,-1.0,1.0,966.0,1053.0
