PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,662.586,-276.633,329.964,-60.147,500.0,1.0,1.0,829.0,811.0
15.0,629.187,265.131,-264.218,-75.966,500.0,-1.0,1.0,829.0,812.0
