PID,E,px,py,pz
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
-211.,4.075,-3.809,1.12,0.906
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
211.,1.184,-0.957,0.683,-0.002
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
-211.,0.407,-0.334,-0.034,0.183
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.406,-2.074,0.807,-0.903
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
211.,2.271,-1.66,1.099,-1.084
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
-211.,0.858,-0.423,0.264,-0.685
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
321.,1.658,-0.686,0.313,-1.391
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
-321.,1.891,-0.346,1.001,-1.487
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
211.,15.474,-6.585,5.455,-12.896
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
-211.,7.149,-2.584,2.941,-5.98
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,1.085,-0.435,0.468,-0.865
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,0.818,-0.413,-0.017,-0.693
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,1.589,-0.279,0.305,-1.527
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
211.,3.295,0.436,-0.238,-3.254
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,7.195,0.309,0.,7.187
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
-211.,16.224,13.157,-8.741,-3.7
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
211.,1.631,-0.028,-0.74,-1.447
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
-211.,2.16,-0.001,-0.541,-2.086
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
211.,1.704,-1.488,0.551,0.605
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,1.756,-1.414,0.635,0.812
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
-211.,0.737,-0.557,0.428,0.176
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
211.,0.367,-0.293,0.08,-0.151
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
-211.,1.598,-0.246,1.407,-0.703
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
211.,1.637,-0.482,0.979,-1.212
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
-211.,1.708,-0.931,1.004,-1.011
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
211.,1.936,-0.749,0.82,-1.58
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
-211.,1.899,-0.911,0.549,-1.567
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
211.,1.102,-0.199,0.283,-1.037
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,3.659,-0.175,0.664,-3.591
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
-211.,1.654,-0.281,0.117,-1.62
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
211.,13.06,0.783,0.954,-13.001
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,1.89,0.116,0.193,-1.871
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
-211.,6.165,-0.43,0.017,-6.148
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,3.664,2.819,-1.91,-1.346
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
211.,0.737,0.471,-0.336,-0.433
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
-211.,2.524,1.002,-0.554,-2.245
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
211.,0.431,0.288,0.284,-0.05
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-321.,1.117,-0.562,0.515,-0.649
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
-211.,92.923,5.642,-86.551,33.341
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
211.,449.544,6.109,422.307,-153.978
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
321.,117.309,-0.057,0.168,-117.308
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-211.,3.251,-0.749,0.207,-3.154
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
-321.,1.445,-0.815,-0.059,-1.085
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
211.,27.13,0.328,-0.156,27.127
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
321.,1.764,-0.548,1.374,0.825
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
211.,0.997,-0.151,0.951,-0.218
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
-211.,0.721,0.189,0.435,-0.525
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
211.,3.334,-0.195,1.359,-3.035
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
-211.,1.859,-0.008,0.347,-1.821
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,0.987,0.445,-0.071,-0.867
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
211.,8.194,1.356,-1.185,-7.992
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
-211.,1.125,0.003,-0.355,-1.059
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
211.,4.802,0.807,-1.674,-4.425
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,5.531,0.507,-0.421,-5.49
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
-211.,1.708,0.219,-0.069,-1.687
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,44.687,0.002,0.426,-44.682
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
321.,5.256,-0.065,0.28,5.225
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.234,-0.262,-0.018,-1.197
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
211.,1.157,-0.123,0.389,-1.074
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
-211.,0.637,0.5,-0.315,0.194
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
211.,1.75,-0.003,0.408,1.696
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
-321.,17.413,-0.697,-0.146,17.392
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,0.807,0.187,-0.026,0.772
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,1.334,-0.259,0.025,-1.301
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
211.,0.908,0.034,-0.257,-0.859
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,6.904,1.391,0.562,-6.721
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
-321.,69.478,0.289,0.008,-69.475
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
211.,12.175,0.132,-0.723,-12.152
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-321.,3.282,0.083,-0.284,-3.231
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,2.092,0.077,0.474,-2.031
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
-211.,24.871,0.152,0.377,24.867
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
211.,0.486,-0.008,-0.389,-0.255
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
321.,1.267,-0.293,0.262,-1.099
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
211.,1.497,0.823,0.167,1.231
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
-211.,0.916,0.488,0.502,0.573
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
211.,1.785,0.258,-0.059,1.76
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-211.,0.645,-0.591,0.215,0.039
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
-321.,0.958,-0.672,0.466,-0.075
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
211.,1.013,-0.543,0.138,-0.833
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.741,-0.707,0.094,-0.145
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,0.577,0.143,0.379,-0.386
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
-211.,3.055,0.261,-0.738,-2.95
211.,5.708,0.014,-0.876,-5.639
211.,5.708,0.014,-0.876,-5.639
211.,5.708,0.014,-0.876,-5.639
211.,5.708,0.014,-0.876,-5.639
211.,5.708,0.014,-0.876,-5.639
