EventID,TruthID,PID,layer,r,phi,z
7.,1171,211.,4,12.25,-0.620408163265306,2113.88
7.,1171,211.,5,29.9,-0.738561872909699,5188.2
7.,1171,211.,6,37.1,-0.787498652291105,6461.400000000001
7.,1171,211.,7,44.3,-0.8371060948081264,7750.28
7.,1171,211.,8,51.4,-0.8866459143968871,9041.32
7.,1172,-321.,1,3.1,1.9451612903225806,19.240000000000002
7.,1172,-321.,2,5.05,1.9514851485148514,31.36
7.,1172,-321.,3,8.85,1.9621468926553673,55.
7.,1172,-321.,4,12.25,1.9718367346938774,76.12
7.,1172,-321.,5,29.9,2.022602006688963,185.96
7.,1172,-321.,6,37.1,2.0433908355795145,230.92000000000002
7.,1172,-321.,7,44.3,2.064176072234763,275.96
7.,1172,-321.,8,51.4,2.084782101167315,320.48
7.,1174,211.,1,3.1,0.85,-1.12
7.,1174,211.,2,5.05,0.8455445544554455,-1.84
7.,1174,211.,3,8.85,0.8350282485875706,-3.24
7.,1174,211.,4,12.25,0.8261224489795918,-4.44
7.,1174,211.,5,29.9,0.7792709030100334,-10.88
7.,1174,211.,6,37.1,0.7602803234501346,-13.52
7.,1174,211.,7,44.3,0.7410158013544017,-16.16
7.,1174,211.,8,51.4,0.7220700389105058,-18.76
7.,1175,211.,1,3.1,-1.7032258064516128,-218.92000000000002
7.,1175,211.,2,5.05,-1.7217821782178218,-356.72
7.,1175,211.,3,8.85,-1.759322033898305,-625.6800000000001
7.,1175,211.,4,12.25,-1.7930612244897957,-867.08
7.,1175,211.,5,29.9,-1.970066889632107,-2142.8
7.,1175,211.,6,37.1,-2.0449487870619945,-2681.28
7.,1175,211.,7,44.3,-2.1215846501128666,-3236.
7.,1175,211.,8,51.4,-2.2007392996108948,-3804.08
7.,1177,211.,1,3.1,-2.1887096774193546,-27.48
7.,1177,211.,2,5.05,-2.200990099009901,-44.76
7.,1177,211.,3,8.85,-2.2242937853107345,-78.44
7.,1177,211.,4,12.25,-2.2448979591836733,-108.64
7.,1177,211.,5,29.9,-2.352936454849498,-266.36
7.,1177,211.,6,37.1,-2.397504043126684,-331.52
7.,1177,211.,7,44.3,-2.44255079006772,-397.36
7.,1177,211.,8,51.4,-2.487556420233463,-463.08
7.,1178,211.,1,3.1,0.9774193548387097,-66.6
7.,1178,211.,2,5.05,0.9693069306930693,-108.52
7.,1178,211.,3,8.85,0.9531073446327684,-190.20000000000002
7.,1178,211.,4,12.25,0.9387755102040816,-263.32
7.,1178,211.,5,29.9,0.8647826086956522,-644.08
7.,1178,211.,6,37.1,0.8343288409703503,-800.32
7.,1178,211.,7,44.3,0.8037200902934536,-957.32
7.,1178,211.,8,51.4,0.7733346303501946,-1113.
7.,1180,-211.,1,3.1,-1.8693548387096774,-11.8
7.,1180,-211.,2,5.05,-1.8455445544554456,-19.240000000000002
7.,1180,-211.,3,8.85,-1.8,-33.72
7.,1180,-211.,4,12.25,-1.7583673469387753,-46.76
7.,1180,-211.,5,29.9,-1.5383010033444815,-116.36
7.,1180,-211.,6,37.1,-1.4433045822102424,-146.32
7.,1180,-211.,7,44.3,-1.3441128668171556,-177.8
7.,1180,-211.,8,51.4,-1.2389494163424124,-210.88
7.,1181,-321.,1,3.1,-0.36612903225806454,-19.64
7.,1181,-321.,2,5.05,-0.3594059405940594,-31.96
7.,1181,-321.,3,8.85,-0.34519774011299437,-56.04
7.,1181,-321.,4,12.25,-0.33224489795918366,-77.56
7.,1181,-321.,5,29.9,-0.2649498327759197,-189.68
7.,1181,-321.,6,37.1,-0.2373584905660377,-235.6
7.,1181,-321.,7,44.3,-0.20967945823927764,-281.72
7.,1181,-321.,8,51.4,-0.18230350194552528,-327.44
7.,1182,211.,1,3.1,0.19193548387096773,-14.88
7.,1182,211.,2,5.05,0.1792079207920792,-24.240000000000002
7.,1182,211.,3,8.85,0.15593220338983052,-42.480000000000004
7.,1182,211.,4,12.25,0.1351020408163265,-58.84
7.,1182,211.,5,29.9,0.02581270903010033,-144.32
7.,1182,211.,6,37.1,-0.019245283018867923,-179.64000000000001
7.,1182,211.,7,44.3,-0.0647765237020316,-215.32
7.,1182,211.,8,51.4,-0.11053307392996109,-251.
7.,1183,-211.,1,3.1,-2.324193548387097,-9.16
7.,1183,-211.,2,5.05,-2.3168316831683167,-14.92
7.,1183,-211.,3,8.85,-2.3033898305084746,-26.16
7.,1183,-211.,4,12.25,-2.2914285714285714,-36.2
7.,1183,-211.,5,29.9,-2.2289899665551838,-88.52
7.,1183,-211.,6,37.1,-2.2034016172506736,-109.92
7.,1183,-211.,7,44.3,-2.1777652370203158,-131.44
7.,1183,-211.,8,51.4,-2.15231906614786,-152.72
7.,1185,-211.,1,3.1,-2.2451612903225806,-11.24
7.,1185,-211.,2,5.05,-2.228712871287129,-18.32
7.,1185,-211.,3,8.85,-2.1943502824858756,-32.12
7.,1185,-211.,4,12.25,-2.1632653061224487,-44.480000000000004
7.,1185,-211.,5,29.9,-2.002020066889632,-109.68
7.,1185,-211.,6,37.1,-1.9343342318059296,-137.04
7.,1185,-211.,7,44.3,-1.8649345372460495,-165.08
7.,1185,-211.,8,51.4,-1.7944591439688715,-193.6
7.,1187,-211.,1,3.1,-0.7661290322580645,-7.36
7.,1187,-211.,2,5.05,-0.7415841584158416,-12.
7.,1187,-211.,3,8.85,-0.692090395480226,-21.080000000000002
7.,1187,-211.,4,12.25,-0.6473469387755102,-29.240000000000002
7.,1187,-211.,5,29.9,-0.40902341137123743,-73.
7.,1187,-211.,6,37.1,-0.3053584905660377,-92.04
7.,1187,-211.,7,44.3,-0.19563431151241534,-112.2
7.,1187,-211.,8,51.4,-0.07759143968871594,-133.76
7.,1188,211.,1,3.1,0.05967741935483871,10.88
7.,1188,211.,2,5.05,0.03861386138613861,17.76
7.,1188,211.,3,8.85,-0.0016949152542372883,31.12
7.,1188,211.,4,12.25,-0.038367346938775505,43.160000000000004
7.,1188,211.,5,29.9,-0.23242809364548495,106.88
7.,1188,211.,6,37.1,-0.3152560646900269,133.96
7.,1188,211.,7,44.3,-0.40032505643340854,162.08
7.,1188,211.,8,51.4,-0.4892295719844358,191.12
7.,1190,211.,1,3.1,0.15806451612903225,173.48
7.,1190,211.,2,5.05,0.1504950495049505,282.6
7.,1190,211.,3,8.85,0.1367231638418079,495.32
7.,1190,211.,4,12.25,0.12408163265306121,685.72
7.,1190,211.,5,29.9,0.06015384615384615,1676.4
7.,1190,211.,6,37.1,0.03390835579514824,2082.28
7.,1190,211.,7,44.3,0.007598194130925507,2489.64
7.,1190,211.,8,51.4,-0.018455252918287937,2893.04
7.,1192,-211.,1,3.1,-0.7580645161290323,213.44
7.,1192,-211.,2,5.05,-0.7346534653465346,347.84000000000003
7.,1192,-211.,3,8.85,-0.6903954802259887,610.32
7.,1192,-211.,4,12.25,-0.6510204081632652,846.16
7.,1192,-211.,5,29.9,-0.43904347826086954,2102.2
7.,1192,-211.,6,37.1,-0.3480646900269541,2640.48
7.,1192,-211.,7,44.3,-0.253196388261851,3203.4
7.,1192,-211.,8,51.4,-0.15392607003891048,3791.84
7.,1193,211.,1,3.1,-0.8209677419354838,209.8
7.,1193,211.,2,5.05,-0.8425742574257425,341.88
7.,1193,211.,3,8.85,-0.8830508474576272,599.72
7.,1193,211.,4,12.25,-0.9199999999999999,831.28
7.,1193,211.,5,29.9,-1.114608695652174,2059.64
7.,1193,211.,6,37.1,-1.1975148247978435,2581.92
7.,1193,211.,7,44.3,-1.2834040632054176,3123.8
7.,1193,211.,8,51.4,-1.372237354085603,3684.04
7.,1194,-211.,1,3.1,0.25483870967741934,208.84
7.,1194,-211.,2,5.05,0.2633663366336634,340.2
7.,1194,-211.,3,8.85,0.2790960451977401,596.28
7.,1194,-211.,4,12.25,0.293469387755102,825.5600000000001
7.,1194,-211.,5,29.9,0.36763210702341137,2019.4
7.,1194,-211.,6,37.1,0.398010781671159,2509.2400000000002
7.,1194,-211.,7,44.3,0.42856884875846496,3001.48
7.,1194,-211.,8,51.4,0.4588677042801556,3489.6
7.,1195,211.,1,3.1,0.5080645161290323,57.
7.,1195,211.,2,5.05,0.49405940594059405,92.84
7.,1195,211.,3,8.85,0.4666666666666667,162.8
7.,1195,211.,4,12.25,0.4420408163265306,225.48000000000002
7.,1195,211.,5,29.9,0.31373244147157187,553.92
7.,1195,211.,6,37.1,0.2606361185983827,690.28
7.,1195,211.,7,44.3,0.20637923250564333,828.6800000000001
7.,1195,211.,8,51.4,0.15214007782101166,967.6800000000001
7.,1196,-211.,1,3.1,-2.8854838709677417,66.76
7.,1196,-211.,2,5.05,-2.8623762376237623,108.76
7.,1196,-211.,3,8.85,-2.8175141242937856,190.84
7.,1196,-211.,4,12.25,-2.777551020408163,264.6
7.,1196,-211.,5,29.9,3.004622073578595,657.5600000000001
7.,1196,-211.,6,37.1,2.9130026954177892,826.12
7.,1196,-211.,7,44.3,2.817471783295711,1002.48
7.,1196,-211.,8,51.4,2.716692607003891,1187.16
7.,1197,211.,1,3.1,-1.7870967741935484,26.68
7.,1197,211.,2,5.05,-1.811881188118812,43.52
7.,1197,211.,3,8.85,-1.8615819209039548,76.36
7.,1197,211.,4,12.25,-1.9065306122448977,105.92
7.,1197,211.,5,29.9,-2.147117056856187,264.48
7.,1197,211.,6,37.1,-2.2517897574123986,333.44
7.,1197,211.,7,44.3,-2.362961625282167,406.72
7.,1197,211.,8,51.4,-2.481933852140078,485.16
7.,1198,-211.,1,3.1,2.4725806451612904,6.92
7.,1198,-211.,2,5.05,2.488118811881188,11.28
7.,1198,-211.,3,8.85,2.51864406779661,19.8
7.,1198,-211.,4,12.25,2.5465306122448976,27.44
7.,1198,-211.,5,29.9,2.690889632107023,67.52
7.,1198,-211.,6,37.1,2.7510673854447436,84.24
7.,1198,-211.,7,44.3,2.8124830699774264,101.28
7.,1198,-211.,8,51.4,2.874455252918288,118.52
7.,1201,211.,1,3.1,-2.975806451612903,15.36
7.,1201,211.,2,5.05,-2.997029702970297,25.
7.,1201,211.,3,8.85,-3.0384180790960453,43.88
7.,1201,211.,4,12.25,-3.075102040816326,60.84
7.,1201,211.,5,29.9,-2.6151571906354514,150.76
7.,1201,211.,6,37.1,-2.5320377358490562,189.
7.,1201,211.,7,44.3,-2.4457742663656883,228.68
7.,1201,211.,8,51.4,-2.3565836575875485,269.72
7.,1202,-211.,1,3.1,-1.864516129032258,5.64
7.,1202,-211.,2,5.05,-1.8425742574257427,9.200000000000001
7.,1202,-211.,3,8.85,-1.801129943502825,16.16
7.,1202,-211.,4,12.25,-1.763673469387755,22.400000000000002
7.,1202,-211.,5,29.9,-1.5645685618729095,55.56
7.,1202,-211.,6,37.1,-1.4796873315363879,69.68
7.,1202,-211.,7,44.3,-1.3918510158013542,84.36
7.,1202,-211.,8,51.4,-1.2999377431906614,99.60000000000001
7.,1203,211.,1,3.1,-2.9935483870967743,3.48
7.,1203,211.,2,5.05,-3.003960396039604,5.68
7.,1203,211.,3,8.85,-3.0259887005649717,9.96
7.,1203,211.,4,12.25,-3.0453061224489795,13.76
7.,1203,211.,5,29.9,-2.8038060200668893,33.76
7.,1203,211.,6,37.1,-2.761973045822102,42.
7.,1203,211.,7,44.3,-2.719693002257336,50.32
7.,1203,211.,8,51.4,-2.677599221789883,58.6
7.,1204,211.,1,3.1,-2.638709677419355,5.5600000000000005
7.,1204,211.,2,5.05,-2.6435643564356437,9.040000000000001
7.,1204,211.,3,8.85,-2.6531073446327684,15.8
7.,1204,211.,4,12.25,-2.6612244897959183,21.88
7.,1204,211.,5,29.9,-2.703739130434782,53.480000000000004
7.,1204,211.,6,37.1,-2.7210997304582207,66.4
7.,1204,211.,7,44.3,-2.738573363431151,79.32000000000001
7.,1204,211.,8,51.4,-2.755785992217899,92.12
7.,1205,-211.,1,3.1,-2.490322580645161,6.72
7.,1205,-211.,2,5.05,-2.479207920792079,10.92
7.,1205,-211.,3,8.85,-2.4581920903954804,19.16
7.,1205,-211.,4,12.25,-2.4395918367346936,26.52
7.,1205,-211.,5,29.9,-2.342133779264214,64.96000000000001
7.,1205,-211.,6,37.1,-2.3020107816711586,80.8
7.,1205,-211.,7,44.3,-2.26165237020316,96.8
7.,1205,-211.,8,51.4,-2.221377431906615,112.72
7.,1206,-211.,1,3.1,-2.975806451612903,3.3200000000000003
7.,1206,-211.,2,5.05,-2.9722772277227723,5.44
7.,1206,-211.,3,8.85,-2.965536723163842,9.52
7.,1206,-211.,4,12.25,-2.9595918367346936,13.16
7.,1206,-211.,5,29.9,-2.9299130434782605,32.12
7.,1206,-211.,6,37.1,-2.9177681940700806,39.88
7.,1206,-211.,7,44.3,-2.9055801354401805,47.64
7.,1206,-211.,8,51.4,-2.8935719844357974,55.28
7.,1209,-211.,1,3.1,1.7741935483870968,0.16
7.,1209,-211.,2,5.05,1.7900990099009901,0.24
7.,1209,-211.,3,8.85,1.8220338983050848,0.44
7.,1209,-211.,4,12.25,1.850612244897959,0.6
7.,1209,-211.,5,29.9,2.0012240802675585,1.52
7.,1209,-211.,6,37.1,2.063827493261455,1.8800000000000001
7.,1209,-211.,7,44.3,2.128338600451467,2.2800000000000002
7.,1209,-211.,8,51.4,2.193132295719844,2.68
7.,1210,211.,1,3.1,-2.629032258064516,40.84
7.,1210,211.,2,5.05,-2.6514851485148516,66.56
7.,1210,211.,3,8.85,-2.6937853107344636,116.8
7.,1210,211.,4,12.25,-2.7314285714285713,161.92000000000002
7.,1210,211.,5,29.9,-2.9338929765886284,401.68
7.,1210,211.,6,37.1,-3.0205013477088944,503.96000000000004
7.,1210,211.,7,44.3,-3.1101173814898417,610.4
7.,1210,211.,8,51.4,-1.9854941634241243,721.08
7.,1215,211.,1,3.1,3.0387096774193547,442.8
7.,1215,211.,2,5.05,-3.126732673267327,721.76
7.,1215,211.,3,8.85,-3.0706214689265536,1267.24
7.,1215,211.,4,12.25,-3.020816326530612,1758.64
7.,1215,211.,5,29.9,-2.7507023411371234,4416.76
7.,1215,211.,6,37.1,-2.6311051212938,5594.56
7.,1215,211.,7,44.3,-2.500650112866817,6872.08
7.,1215,211.,8,51.4,-2.3566498054474705,8287.
7.,1218,321.,1,3.1,2.9387096774193546,20.28
7.,1218,321.,2,5.05,2.9247524752475247,33.04
7.,1218,321.,3,8.85,2.897175141242938,57.88
7.,1218,321.,4,12.25,2.8722448979591833,80.2
7.,1218,321.,5,29.9,-3.1057123745819397,197.04
7.,1218,321.,6,37.1,-3.0523935309973043,245.52
7.,1218,321.,7,44.3,-2.998216704288939,294.8
7.,1218,321.,8,51.4,-2.9437782101167316,344.28000000000003
7.,1219,211.,1,3.1,-2.432258064516129,10.08
7.,1219,211.,2,5.05,-2.4534653465346534,16.4
7.,1219,211.,3,8.85,-2.494350282485876,28.8
7.,1219,211.,4,12.25,-2.5310204081632652,39.92
7.,1219,211.,5,29.9,-2.725571906354515,98.84
7.,1219,211.,6,37.1,-2.8083450134770884,123.92
7.,1219,211.,7,44.3,-2.8942212189616248,149.92000000000002
7.,1219,211.,8,51.4,-2.982937743190661,176.8
7.,1220,-211.,1,3.1,2.0983870967741933,17.84
7.,1220,-211.,2,5.05,2.124752475247525,29.080000000000002
7.,1220,-211.,3,8.85,2.1774011299435028,51.08
7.,1220,-211.,4,12.25,2.225306122448979,70.88
7.,1220,-211.,5,29.9,2.4807491638795987,177.44
7.,1220,-211.,6,37.1,2.5932560646900265,224.28
7.,1220,-211.,7,44.3,2.713399548532731,274.44
7.,1220,-211.,8,51.4,2.844887159533074,329.08
7.,1221,-211.,1,3.1,3.0903225806451613,1.44
7.,1221,-211.,2,5.05,3.108910891089109,2.32
7.,1221,-211.,3,8.85,2.98135593220339,4.08
7.,1221,-211.,4,12.25,2.950204081632653,5.64
7.,1221,-211.,5,29.9,2.785612040133779,13.96
7.,1221,-211.,6,37.1,2.716517520215633,17.44
7.,1221,-211.,7,44.3,2.645706546275395,21.
7.,1221,-211.,8,51.4,2.5733501945525292,24.64
7.,1222,-211.,1,3.1,1.1370967741935485,-3.64
7.,1222,-211.,2,5.05,1.1445544554455445,-5.92
7.,1222,-211.,3,8.85,1.1610169491525424,-10.4
7.,1222,-211.,4,12.25,1.1751020408163264,-14.36
7.,1222,-211.,5,29.9,1.2487892976588628,-35.160000000000004
7.,1222,-211.,6,37.1,1.278986522911051,-43.68
7.,1222,-211.,7,44.3,1.3094988713318283,-52.24
7.,1222,-211.,8,51.4,1.3396264591439688,-60.76
7.,1223,211.,1,3.1,1.7241935483870967,-3.08
7.,1223,211.,2,5.05,1.704950495049505,-5.04
7.,1223,211.,3,8.85,1.6689265536723163,-8.84
7.,1223,211.,4,12.25,1.6363265306122448,-12.280000000000001
7.,1223,211.,5,29.9,1.4635919732441471,-30.32
7.,1223,211.,6,37.1,1.3910673854447437,-37.88
7.,1223,211.,7,44.3,1.3161760722347629,-45.72
7.,1223,211.,8,51.4,1.2396770428015564,-53.68
7.,1224,-211.,1,3.1,-0.10161290322580645,-6.36
7.,1224,-211.,2,5.05,-0.09108910891089109,-10.4
7.,1224,-211.,3,8.85,-0.06949152542372881,-18.2
7.,1224,-211.,4,12.25,-0.04979591836734693,-25.2
7.,1224,-211.,5,29.9,0.05094314381270903,-61.76
7.,1224,-211.,6,37.1,0.09246900269541777,-76.84
7.,1224,-211.,7,44.3,0.1344650112866817,-92.04
7.,1224,-211.,8,51.4,0.17621789883268482,-107.2
7.,1225,211.,1,3.1,0.9064516129032258,-9.72
7.,1225,211.,2,5.05,0.8910891089108911,-15.8
7.,1225,211.,3,8.85,0.86045197740113,-27.72
7.,1225,211.,4,12.25,0.8330612244897958,-38.4
7.,1225,211.,5,29.9,0.6900066889632106,-94.48
7.,1225,211.,6,37.1,0.6302371967654986,-117.84
7.,1225,211.,7,44.3,0.5694808126410834,-141.68
7.,1225,211.,8,51.4,0.5078171206225681,-165.72
7.,1226,-211.,1,3.1,0.11129032258064517,-3.2
7.,1226,-211.,2,5.05,0.1188118811881188,-5.2
7.,1226,-211.,3,8.85,0.13333333333333333,-9.120000000000001
7.,1226,-211.,4,12.25,0.14653061224489794,-12.64
7.,1226,-211.,5,29.9,0.2149163879598662,-30.88
7.,1226,-211.,6,37.1,0.24285714285714283,-38.4
7.,1226,-211.,7,44.3,0.27092550790067715,-45.92
7.,1226,-211.,8,51.4,0.29892217898832685,-53.36
7.,1228,211.,1,3.1,2.4064516129032256,-6.92
7.,1228,211.,2,5.05,2.401980198019802,-11.28
7.,1228,211.,3,8.85,2.3937853107344633,-19.76
7.,1228,211.,4,12.25,2.386530612244898,-27.36
7.,1228,211.,5,29.9,2.3487290969899663,-66.84
7.,1228,211.,6,37.1,2.3331698113207544,-82.96000000000001
7.,1228,211.,7,44.3,2.3176027088036113,-99.12
7.,1228,211.,8,51.4,2.3022762645914394,-115.08
7.,1229,13.,1,3.1,0.2725806451612903,0.44
7.,1229,13.,2,5.05,0.2722772277227723,0.72
7.,1229,13.,3,8.85,0.26949152542372884,1.24
7.,1229,13.,4,12.25,0.26693877551020406,1.72
7.,1229,13.,5,29.9,0.2546020066889632,4.2
7.,1229,13.,6,37.1,0.24963881401617247,5.24
7.,1229,13.,7,44.3,0.2446004514672686,6.24
7.,1229,13.,8,51.4,0.23971984435797664,7.24
7.,1230,-13.,1,3.1,-2.779032258064516,-0.36
7.,1230,-13.,2,5.05,-2.7792079207920795,-0.6
7.,1230,-13.,3,8.85,-2.7785310734463278,-1.04
7.,1230,-13.,4,12.25,-2.7783673469387753,-1.44
7.,1230,-13.,5,29.9,-2.7769698996655516,-3.48
7.,1230,-13.,6,37.1,-2.776452830188679,-4.32
7.,1230,-13.,7,44.3,-2.775950338600451,-5.16
7.,1230,-13.,8,51.4,-2.7753657587548637,-5.96
8.,1233,211.,1,3.1,-1.020967741935484,-48.64
8.,1233,211.,2,5.05,-1.0257425742574258,-79.24
8.,1233,211.,3,8.85,-1.035593220338983,-138.88
8.,1233,211.,4,12.25,-1.043673469387755,-192.24
8.,1233,211.,5,29.9,-1.0873177257525082,-469.56
8.,1233,211.,6,37.1,-1.1051374663072775,-582.92
8.,1233,211.,7,44.3,-1.1229977426636568,-696.48
8.,1233,211.,8,51.4,-1.1406536964980545,-808.64
8.,1234,-211.,1,3.1,-0.14838709677419354,-15.08
8.,1234,-211.,2,5.05,-0.13663366336633664,-24.6
8.,1234,-211.,3,8.85,-0.11468926553672316,-43.12
8.,1234,-211.,4,12.25,-0.0946938775510204,-59.68
8.,1234,-211.,5,29.9,0.009096989966555183,-146.32
8.,1234,-211.,6,37.1,0.05177897574123989,-182.08
8.,1234,-211.,7,44.3,0.0950925507900677,-218.16
8.,1234,-211.,8,51.4,0.1381828793774319,-254.16
8.,1235,-321.,1,3.1,2.3096774193548386,-13.280000000000001
8.,1235,-321.,2,5.05,2.3267326732673266,-21.64
8.,1235,-321.,3,8.85,2.359322033898305,-37.92
8.,1235,-321.,4,12.25,2.3885714285714283,-52.56
8.,1235,-321.,5,29.9,2.5414715719063543,-129.48
8.,1235,-321.,6,37.1,2.605536388140161,-161.68
8.,1235,-321.,7,44.3,2.6710338600451466,-194.56
8.,1235,-321.,8,51.4,2.737330739299611,-227.88
8.,1236,211.,1,3.1,-0.21451612903225806,-6.48
8.,1236,211.,2,5.05,-0.2198019801980198,-10.56
8.,1236,211.,3,8.85,-0.2305084745762712,-18.52
8.,1236,211.,4,12.25,-0.23999999999999996,-25.64
8.,1236,211.,5,29.9,-0.2898528428093645,-62.68
8.,1236,211.,6,37.1,-0.31021563342318054,-77.84
8.,1236,211.,7,44.3,-0.3306365688487584,-93.
8.,1236,211.,8,51.4,-0.35091439688715953,-108.04
8.,1239,211.,1,3.1,1.4870967741935484,59.28
8.,1239,211.,2,5.05,1.4792079207920792,96.60000000000001
8.,1239,211.,3,8.85,1.4649717514124294,169.28
8.,1239,211.,4,12.25,1.4514285714285713,234.36
8.,1239,211.,5,29.9,1.382401337792642,573.16
8.,1239,211.,6,37.1,1.354043126684636,712.04
8.,1239,211.,7,44.3,1.325923250564334,851.52
8.,1239,211.,8,51.4,1.297622568093385,989.76
8.,1240,-211.,1,3.1,-2.27258064516129,13.44
8.,1240,-211.,2,5.05,-2.2623762376237626,21.88
8.,1240,-211.,3,8.85,-2.2423728813559323,38.32
8.,1240,-211.,4,12.25,-2.225306122448979,53.08
8.,1240,-211.,5,29.9,-2.1349498327759195,129.96
8.,1240,-211.,6,37.1,-2.097919137466307,161.6
8.,1240,-211.,7,44.3,-2.060338600451467,193.44
8.,1240,-211.,8,51.4,-2.0231984435797665,225.16
8.,1241,211.,1,3.1,-0.5483870967741935,2.88
8.,1241,211.,2,5.05,-0.5594059405940595,4.72
8.,1241,211.,3,8.85,-0.5807909604519774,8.28
8.,1241,211.,4,12.25,-0.6004081632653061,11.44
8.,1241,211.,5,29.9,-0.7021739130434782,28.04
8.,1241,211.,6,37.1,-0.7439676549865228,34.88
8.,1241,211.,7,44.3,-0.7864514672686229,41.800000000000004
8.,1241,211.,8,51.4,-0.8287003891050583,48.68
8.,1242,211.,1,3.1,0.08064516129032258,-7.5200000000000005
8.,1242,211.,2,5.05,0.07326732673267326,-12.280000000000001
8.,1242,211.,3,8.85,0.061016949152542375,-21.52
8.,1242,211.,4,12.25,0.04979591836734693,-29.8
8.,1242,211.,5,29.9,-0.008414715719063545,-72.8
8.,1242,211.,6,37.1,-0.03235040431266846,-90.4
8.,1242,211.,7,44.3,-0.05625733634311512,-108.08
8.,1242,211.,8,51.4,-0.0799727626459144,-125.56
8.,1244,211.,1,3.1,2.6193548387096772,-831.32
8.,1244,211.,2,5.05,2.596039603960396,-1354.76
8.,1244,211.,3,8.85,2.5519774011299434,-2377.04
8.,1244,211.,4,12.25,2.5118367346938775,-3295.6800000000003
8.,1244,211.,5,29.9,2.298695652173913,-8189.08
8.,1244,211.,6,37.1,2.207342318059299,-10288.24
8.,1244,211.,7,44.3,-3.0842528216704284,-12483.24
8.,1244,211.,8,51.4,-2.984260700389105,-14781.08
8.,1245,-211.,1,3.1,0.48870967741935484,-251.44
8.,1245,-211.,2,5.05,0.5079207920792079,-409.76
8.,1245,-211.,3,8.85,0.5463276836158192,-718.72
8.,1245,-211.,4,12.25,0.5808163265306122,-996.0400000000001
8.,1245,-211.,5,29.9,0.7624414715719063,-2462.92
8.,1245,-211.,6,37.1,0.8390943396226413,-3083.28
8.,1245,-211.,7,44.3,0.9183069977426636,-3723.16
8.,1245,-211.,8,51.4,0.9990972762645914,-4380.24
8.,1246,321.,1,3.1,0.3338709677419355,-233.96
8.,1246,321.,2,5.05,0.3287128712871287,-381.16
8.,1246,321.,3,8.85,0.31977401129943506,-668.
8.,1246,321.,4,12.25,0.3114285714285714,-924.6800000000001
8.,1246,321.,5,29.9,0.2688160535117057,-2258.64
8.,1246,321.,6,37.1,0.2514716981132075,-2803.84
8.,1246,321.,7,44.3,0.23416252821670427,-3349.88
8.,1246,321.,8,51.4,0.21696498054474708,-3889.32
8.,1247,-321.,1,3.1,1.4064516129032258,-437.92
8.,1247,-321.,2,5.05,1.4108910891089108,-713.44
8.,1247,-321.,3,8.85,1.4186440677966101,-1250.32
8.,1247,-321.,4,12.25,1.4257142857142855,-1730.72
8.,1247,-321.,5,29.9,1.4612040133779263,-4226.52
8.,1247,-321.,6,37.1,1.475654986522911,-5246.
8.,1247,-321.,7,44.3,1.4901670428893903,-6266.6
8.,1247,-321.,8,51.4,1.504533073929961,-7274.24
8.,1248,321.,1,3.1,2.9596774193548385,-458.56
8.,1248,321.,2,5.05,2.9425742574257425,-747.16
8.,1248,321.,3,8.85,2.9079096045197743,-1310.32
8.,1248,321.,4,12.25,2.877142857142857,-1815.52
8.,1248,321.,5,29.9,-3.0228160535117055,-4477.6
8.,1248,321.,6,37.1,-2.9547008086253364,-5595.84
8.,1248,321.,7,44.3,-2.8850112866817152,-6740.360000000001
8.,1248,321.,8,51.4,-2.814194552529183,-7903.92
8.,1249,211.,1,3.1,0.9725806451612903,-32.480000000000004
8.,1249,211.,2,5.05,0.9623762376237623,-52.92
8.,1249,211.,3,8.85,0.9440677966101695,-92.76
8.,1249,211.,4,12.25,0.9273469387755101,-128.44
8.,1249,211.,5,29.9,0.8413578595317726,-314.48
8.,1249,211.,6,37.1,0.8061940700808624,-390.96000000000004
8.,1249,211.,7,44.3,0.7704875846501128,-467.92
8.,1249,211.,8,51.4,0.7352334630350195,-544.4
8.,1250,-211.,1,3.1,0.41451612903225804,-27.12
8.,1250,-211.,2,5.05,0.4405940594059406,-44.160000000000004
8.,1250,-211.,3,8.85,0.48926553672316386,-77.52
8.,1250,-211.,4,12.25,0.5338775510204081,-107.52
8.,1250,-211.,5,29.9,0.7711973244147157,-268.32
8.,1250,-211.,6,37.1,0.8743773584905659,-338.2
8.,1250,-211.,7,44.3,0.9836975169300225,-412.24
8.,1250,-211.,8,51.4,1.1008326848249026,-491.32
8.,1251,211.,1,3.1,-2.72741935483871,-46.4
8.,1251,211.,2,5.05,-2.742574257425743,-75.60000000000001
8.,1251,211.,3,8.85,-2.772316384180791,-132.52
8.,1251,211.,4,12.25,-2.7991836734693876,-183.6
8.,1251,211.,5,29.9,-2.939919732441471,-451.64
8.,1251,211.,6,37.1,-2.9986900269541774,-563.32
8.,1251,211.,7,44.3,-3.0584650112866814,-677.08
8.,1251,211.,8,51.4,-3.118805447470817,-791.76
8.,1252,211.,1,3.1,-0.15806451612903225,-18.84
8.,1252,211.,2,5.05,-0.1613861386138614,-30.68
8.,1252,211.,3,8.85,-0.16836158192090397,-53.76
8.,1252,211.,4,12.25,-0.1746938775510204,-74.4
8.,1252,211.,5,29.9,-0.20775250836120399,-181.68
8.,1252,211.,6,37.1,-0.2213207547169811,-225.48000000000002
8.,1252,211.,7,44.3,-0.2348532731376975,-269.32
