EventID,TruthID,PID,layer,r,phi,z
1.,350,321.,5,29.9,-2.592528428093645,-1630.24
1.,350,321.,6,37.1,-2.629638814016172,-2027.0800000000002
1.,350,321.,7,44.3,-2.667042889390519,-2426.8
1.,350,321.,8,51.4,-2.704190661478599,-2824.36
1.,354,211.,1,3.1,2.7758064516129033,-183.8
1.,354,211.,2,5.05,2.7603960396039606,-299.48
1.,354,211.,3,8.85,2.730508474576271,-525.16
1.,354,211.,4,12.25,2.7036734693877547,-727.44
1.,354,211.,5,29.9,2.562508361204013,-1789.68
1.,354,211.,6,37.1,2.5035363881401613,-2232.4
1.,354,211.,7,44.3,-3.125697516930022,-2683.28
1.,354,211.,8,51.4,-3.0650272373540854,-3138.
1.,355,-211.,1,3.1,2.,-430.72
1.,355,-211.,2,5.05,2.012871287128713,-701.76
1.,355,-211.,3,8.85,2.038983050847458,-1230.32
1.,355,-211.,4,12.25,2.0620408163265305,-1703.92
1.,355,-211.,5,29.9,2.1824816053511706,-4183.04
1.,355,-211.,6,37.1,2.232361185983827,-5210.32
1.,355,-211.,7,44.3,2.283142212189616,-6250.84
1.,355,-211.,8,51.4,2.333498054474708,-7293.56
1.,357,-211.,1,3.1,3.0693548387096774,-609.4
1.,357,-211.,2,5.05,3.0841584158415842,-992.84
1.,357,-211.,3,8.85,3.111299435028249,-1740.72
1.,357,-211.,4,12.25,3.1359183673469384,-2411.
1.,357,-211.,5,29.9,2.82961872909699,-5924.36
1.,357,-211.,6,37.1,2.77599460916442,-7382.64
1.,357,-211.,7,44.3,2.72168848758465,-8865.52
1.,357,-211.,8,51.4,2.6670817120622567,-10355.2
1.,358,-321.,1,3.1,-1.282258064516129,-404.56
1.,358,-321.,2,5.05,-1.2683168316831683,-659.12
1.,358,-321.,3,8.85,-1.2418079096045198,-1155.6000000000001
1.,358,-321.,4,12.25,-1.2183673469387755,-1600.48
1.,358,-321.,5,29.9,-1.0950501672240802,-3930.16
1.,358,-321.,6,37.1,-1.0441024258760105,-4895.92
1.,358,-321.,7,44.3,-0.9922934537246049,-5875.2
1.,358,-321.,8,51.4,-0.9403579766536965,-6856.84
1.,359,211.,1,3.1,2.861290322580645,-55.56
1.,359,211.,2,5.05,2.8386138613861385,-90.56
1.,359,211.,3,8.85,2.7937853107344632,-158.92000000000002
1.,359,211.,4,12.25,2.753877551020408,-220.32
1.,359,211.,5,29.9,-3.0290702341137123,-547.44
1.,359,211.,6,37.1,-2.937380053908355,-687.72
1.,359,211.,7,44.3,-2.8419548532731373,-834.52
1.,359,211.,8,51.4,-2.7416964980544747,-988.12
1.,361,-211.,1,3.1,-0.5048387096774194,-115.88
1.,361,-211.,2,5.05,-0.4792079207920792,-188.88
1.,361,-211.,3,8.85,-0.42994350282485877,-331.48
1.,361,-211.,4,12.25,-0.3857142857142857,-459.76
1.,361,-211.,5,29.9,-0.14737123745819397,-1147.48
1.,361,-211.,6,37.1,-0.04389757412398921,-1446.32
1.,361,-211.,7,44.3,0.0659277652370203,-1763.28
1.,361,-211.,8,51.4,0.18329571984435797,-2101.88
1.,362,-211.,1,3.1,-1.9935483870967743,-14.4
1.,362,-211.,2,5.05,-1.9821782178217822,-23.44
1.,362,-211.,3,8.85,-1.959322033898305,-41.08
1.,362,-211.,4,12.25,-1.9391836734693875,-56.88
1.,362,-211.,5,29.9,-1.83190635451505,-139.48
1.,362,-211.,6,37.1,-1.7876118598382746,-173.6
1.,362,-211.,7,44.3,-1.7429029345372458,-208.08
1.,362,-211.,8,51.4,-1.6982801556420233,-242.48000000000002
1.,364,321.,1,3.1,-0.4467741935483871,-12.280000000000001
1.,364,321.,2,5.05,-0.4534653465346535,-20.
1.,364,321.,3,8.85,-0.46779661016949153,-35.08
1.,364,321.,4,12.25,-0.48040816326530605,-48.56
1.,364,321.,5,29.9,-0.545705685618729,-118.76
1.,364,321.,6,37.1,-0.5725013477088948,-147.52
1.,364,321.,7,44.3,-0.5993363431151241,-176.4
1.,364,321.,8,51.4,-0.6260233463035019,-205.
1.,366,-211.,1,3.1,-1.238709677419355,-20.64
1.,366,-211.,2,5.05,-1.2326732673267327,-33.64
1.,366,-211.,3,8.85,-1.219774011299435,-58.92
1.,366,-211.,4,12.25,-1.2085714285714284,-81.56
1.,366,-211.,5,29.9,-1.1497458193979933,-199.4
1.,366,-211.,6,37.1,-1.1257574123989216,-247.6
1.,366,-211.,7,44.3,-1.1016613995485327,-296.
1.,366,-211.,8,51.4,-1.0778793774319066,-343.88
1.,367,211.,1,3.1,0.21935483870967742,-13.52
1.,367,211.,2,5.05,0.21188118811881188,-22.04
1.,367,211.,3,8.85,0.19943502824858758,-38.64
1.,367,211.,4,12.25,0.18816326530612243,-53.52
1.,367,211.,5,29.9,0.12951839464882942,-130.8
1.,367,211.,6,37.1,0.10557412398921831,-162.44
1.,367,211.,7,44.3,0.08135440180586906,-194.16
1.,367,211.,8,51.4,0.05761478599221789,-225.56
1.,368,-211.,1,3.1,-0.8,-27.28
1.,368,-211.,2,5.05,-0.7851485148514852,-44.44
1.,368,-211.,3,8.85,-0.7553672316384181,-77.96000000000001
1.,368,-211.,4,12.25,-0.7293877551020408,-107.96000000000001
1.,368,-211.,5,29.9,-0.5922140468227425,-265.52
1.,368,-211.,6,37.1,-0.5352021563342317,-331.08
1.,368,-211.,7,44.3,-0.47715124153498867,-397.8
1.,368,-211.,8,51.4,-0.418715953307393,-464.96000000000004
1.,369,211.,1,3.1,-3.0274193548387096,-117.44
1.,369,211.,2,5.05,-3.0396039603960396,-191.32
1.,369,211.,3,8.85,-3.063276836158192,-335.40000000000003
1.,369,211.,4,12.25,-3.084897959183673,-464.44
1.,369,211.,5,29.9,-2.821658862876254,-1139.16
1.,369,211.,6,37.1,-2.7758113207547166,-1418.
1.,369,211.,7,44.3,-2.7298239277652367,-1699.92
1.,369,211.,8,51.4,-2.6832879377431906,-1981.64
1.,371,211.,1,3.1,0.41935483870967744,-54.68
1.,371,211.,2,5.05,0.403960396039604,-89.12
1.,371,211.,3,8.85,0.3751412429378531,-156.24
1.,371,211.,4,12.25,0.3497959183673469,-216.44
1.,371,211.,5,29.9,0.21468896321070233,-532.12
1.,371,211.,6,37.1,0.15854447439353098,-663.4
1.,371,211.,7,44.3,0.10138600451467268,-796.9200000000001
1.,371,211.,8,51.4,0.043856031128404666,-931.28
1.,372,211.,1,3.1,-0.38387096774193546,-50.
1.,372,211.,2,5.05,-0.39702970297029705,-81.48
1.,372,211.,3,8.85,-0.4209039548022599,-142.84
1.,372,211.,4,12.25,-0.4420408163265306,-197.84
1.,372,211.,5,29.9,-0.5542341137123745,-485.24
1.,372,211.,6,37.1,-0.6005444743935309,-604.08
1.,372,211.,7,44.3,-0.6473814898419864,-724.28
1.,372,211.,8,51.4,-0.6942217898832684,-844.4
1.,377,-211.,1,3.1,-2.774193548387097,19.48
1.,377,-211.,2,5.05,-2.7524752475247527,31.720000000000002
1.,377,-211.,3,8.85,-2.7107344632768364,55.64
1.,377,-211.,4,12.25,-2.6726530612244894,77.12
1.,377,-211.,5,29.9,3.139257525083612,191.24
1.,377,-211.,6,37.1,3.0538598382749322,239.88
1.,377,-211.,7,44.3,2.965060948081264,290.48
1.,377,-211.,8,51.4,2.872669260700389,342.96
1.,378,-211.,1,3.1,-2.9193548387096775,32.12
1.,378,-211.,2,5.05,-2.9158415841584158,52.36
1.,378,-211.,3,8.85,-2.9101694915254237,91.76
1.,378,-211.,4,12.25,-2.9053061224489793,127.
1.,378,-211.,5,29.9,-2.878515050167224,310.08
1.,378,-211.,6,37.1,-2.867638814016172,384.84000000000003
1.,378,-211.,7,44.3,-2.8567674943566588,459.6
1.,378,-211.,8,51.4,-2.8460116731517506,533.4
1.,379,211.,1,3.1,3.0193548387096776,35.44
1.,379,211.,2,5.05,3.018811881188119,57.72
1.,379,211.,3,8.85,3.0180790960451978,101.16
1.,379,211.,4,12.25,3.0167346938775506,140.04
1.,379,211.,5,29.9,3.0114448160535114,341.84000000000003
1.,379,211.,6,37.1,3.0093207547169807,424.16
1.,379,211.,7,44.3,3.0071196388261847,506.48
1.,379,211.,8,51.4,3.004964980544747,587.64
1.,380,211.,1,3.1,2.7870967741935484,1.96
1.,380,211.,2,5.05,2.7772277227722775,3.2
1.,380,211.,3,8.85,2.75819209039548,5.6000000000000005
1.,380,211.,4,12.25,2.741224489795918,7.72
1.,380,211.,5,29.9,2.651886287625418,18.92
1.,380,211.,6,37.1,2.6151590296495955,23.56
1.,380,211.,7,44.3,2.5782437923250563,28.2
1.,380,211.,8,51.4,2.5412684824902723,32.8
1.,381,-211.,1,3.1,2.7661290322580645,1.32
1.,381,-211.,2,5.05,2.7693069306930695,2.16
1.,381,-211.,3,8.85,2.776271186440678,3.8000000000000003
1.,381,-211.,4,12.25,2.7828571428571425,5.24
1.,381,-211.,5,29.9,2.81438127090301,12.84
1.,381,-211.,6,37.1,2.827315363881401,15.92
1.,381,-211.,7,44.3,2.840343115124153,19.
1.,381,-211.,8,51.4,2.853155642023346,22.080000000000002
1.,383,211.,1,3.1,2.303225806451613,40.72
1.,383,211.,2,5.05,2.300990099009901,66.32000000000001
1.,383,211.,3,8.85,2.298305084745763,116.2
1.,383,211.,4,12.25,2.2951020408163263,160.84
1.,383,211.,5,29.9,2.2802742474916387,392.64
1.,383,211.,6,37.1,2.274150943396226,487.24
1.,383,211.,7,44.3,2.2680225733634307,581.84
1.,383,211.,8,51.4,2.262058365758755,675.16
1.,388,-211.,1,3.1,2.95,-0.4
1.,388,-211.,2,5.05,2.9574257425742574,-0.68
1.,388,-211.,3,8.85,2.973446327683616,-1.2
1.,388,-211.,4,12.25,2.987755102040816,-1.6400000000000001
1.,388,-211.,5,29.9,3.061705685618729,-4.
1.,388,-211.,6,37.1,3.0921671159029644,-5.
1.,388,-211.,7,44.3,3.1227810383747174,-5.96
1.,388,-211.,8,51.4,2.7194046692607,-6.96
1.,389,211.,1,3.1,2.838709677419355,1.12
1.,389,211.,2,5.05,2.8386138613861385,1.8
1.,389,211.,3,8.85,2.8361581920903958,3.16
1.,389,211.,4,12.25,2.8338775510204077,4.4
1.,389,211.,5,29.9,2.823364548494983,10.72
1.,389,211.,6,37.1,2.819159029649595,13.32
1.,389,211.,7,44.3,2.814785553047404,15.92
1.,389,211.,8,51.4,2.8105564202334627,18.48
1.,390,-211.,1,3.1,2.858064516129032,0.72
1.,390,-211.,2,5.05,2.8594059405940593,1.16
1.,390,-211.,3,8.85,2.8621468926553675,2.
1.,390,-211.,4,12.25,2.8648979591836734,2.8000000000000003
1.,390,-211.,5,29.9,2.878173913043478,6.84
1.,390,-211.,6,37.1,2.883584905660377,8.48
1.,390,-211.,7,44.3,2.889002257336343,10.120000000000001
1.,390,-211.,8,51.4,2.894431906614786,11.72
1.,391,211.,1,3.1,2.514516129032258,0.
1.,391,211.,2,5.05,2.508910891089109,0.
1.,391,211.,3,8.85,2.4994350282485875,0.
1.,391,211.,4,12.25,2.490612244897959,-0.04
1.,391,211.,5,29.9,2.445384615384615,-0.04
1.,391,211.,6,37.1,2.4270134770889484,-0.08
1.,391,211.,7,44.3,2.4085507900677197,-0.08
1.,391,211.,8,51.4,2.39031906614786,-0.08
1.,392,-211.,1,3.1,-3.0129032258064514,1.68
1.,392,-211.,2,5.05,-2.995049504950495,2.7600000000000002
1.,392,-211.,3,8.85,-2.9610169491525427,4.84
1.,392,-211.,4,12.25,3.1334693877551016,6.68
1.,392,-211.,5,29.9,2.972782608695652,16.48
1.,392,-211.,6,37.1,2.9056711590296493,20.6
1.,392,-211.,7,44.3,2.8365823927765232,24.84
1.,392,-211.,8,51.4,2.7663696498054473,29.12
1.,393,211.,1,3.1,2.7661290322580645,-1.24
1.,393,211.,2,5.05,2.7633663366336636,-2.04
1.,393,211.,3,8.85,2.7587570621468926,-3.6
1.,393,211.,4,12.25,2.753877551020408,-4.96
1.,393,211.,5,29.9,2.7302341137123745,-12.120000000000001
1.,393,211.,6,37.1,2.7205498652291102,-15.040000000000001
1.,393,211.,7,44.3,2.71079006772009,-18.
1.,393,211.,8,51.4,2.7012801556420234,-20.88
1.,394,211.,1,3.1,2.5516129032258066,-1.68
1.,394,211.,2,5.05,2.5495049504950495,-2.7600000000000002
1.,394,211.,3,8.85,2.543502824858757,-4.8
1.,394,211.,4,12.25,2.538367346938775,-6.68
1.,394,211.,5,29.9,2.511792642140468,-16.28
1.,394,211.,6,37.1,2.5008787061994604,-20.2
1.,394,211.,7,44.3,2.4900586907449207,-24.12
1.,394,211.,8,51.4,2.479354085603113,-28.
1.,395,-211.,1,3.1,2.6016129032258064,-4.24
1.,395,-211.,2,5.05,2.613861386138614,-6.92
1.,395,-211.,3,8.85,2.636723163841808,-12.16
1.,395,-211.,4,12.25,2.657551020408163,-16.84
1.,395,-211.,5,29.9,2.7642341137123743,-41.32
1.,395,-211.,6,37.1,2.8084366576819404,-51.4
1.,395,-211.,7,44.3,2.853083521444695,-61.6
1.,395,-211.,8,51.4,2.897805447470817,-71.8
1.,396,321.,1,3.1,2.7016129032258065,-5.72
1.,396,321.,2,5.05,2.6930693069306932,-9.32
1.,396,321.,3,8.85,2.6785310734463277,-16.32
1.,396,321.,4,12.25,2.6648979591836732,-22.6
1.,396,321.,5,29.9,2.594347826086956,-55.28
1.,396,321.,6,37.1,2.5654878706199455,-68.68
1.,396,321.,7,44.3,2.536492099322799,-82.16
1.,396,321.,8,51.4,2.5077315175097277,-95.48
1.,397,-321.,1,3.1,1.9129032258064516,-4.36
1.,397,-321.,2,5.05,1.9178217821782177,-7.08
1.,397,-321.,3,8.85,1.928813559322034,-12.44
1.,397,-321.,4,12.25,1.9383673469387752,-17.2
1.,397,-321.,5,29.9,1.988374581939799,-42.04
1.,397,-321.,6,37.1,2.008840970350404,-52.2
1.,397,-321.,7,44.3,2.0293318284424378,-62.36
1.,397,-321.,8,51.4,2.049591439688716,-72.44
1.,398,211.,1,3.1,2.4483870967741934,-4.68
1.,398,211.,2,5.05,2.4475247524752475,-7.6000000000000005
1.,398,211.,3,8.85,2.4468926553672317,-13.36
1.,398,211.,4,12.25,2.4453061224489794,-18.48
1.,398,211.,5,29.9,2.4392441471571904,-45.08
1.,398,211.,6,37.1,2.436727762803234,-55.96
1.,398,211.,7,44.3,2.434261851015801,-66.8
1.,398,211.,8,51.4,2.4317276264591436,-77.52
1.,399,-211.,1,3.1,2.293548387096774,-4.72
1.,399,-211.,2,5.05,2.295049504950495,-7.72
1.,399,-211.,3,8.85,2.298305084745763,-13.52
1.,399,-211.,4,12.25,2.301224489795918,-18.72
1.,399,-211.,5,29.9,2.3146153846153843,-45.68
1.,399,-211.,6,37.1,2.3200646900269537,-56.68
1.,399,-211.,7,44.3,2.3255846501128667,-67.68
1.,399,-211.,8,51.4,2.3310505836575874,-78.52
1.,400,211.,1,3.1,2.304838709677419,-4.2
1.,400,211.,2,5.05,2.296039603960396,-6.84
1.,400,211.,3,8.85,2.2779661016949153,-12.
1.,400,211.,4,12.25,2.26204081632653,-16.6
1.,400,211.,5,29.9,2.1789565217391305,-40.6
1.,400,211.,6,37.1,2.1447493261455524,-50.480000000000004
1.,400,211.,7,44.3,2.1103024830699773,-60.4
1.,400,211.,8,51.4,2.0761167315175095,-70.28
1.,401,211.,1,3.1,-3.1225806451612903,-5.2
1.,401,211.,2,5.05,-3.1366336633663368,-8.48
1.,401,211.,3,8.85,-3.0361581920903955,-14.84
1.,401,211.,4,12.25,-3.011428571428571,-20.56
1.,401,211.,5,29.9,-2.882153846153846,-50.52
1.,401,211.,6,37.1,-2.828048517520215,-62.96
1.,401,211.,7,44.3,-2.7736478555304735,-75.60000000000001
1.,401,211.,8,51.4,-2.718544747081712,-88.32000000000001
1.,402,211.,1,3.1,2.2887096774193547,-11.44
1.,402,211.,2,5.05,2.2752475247524755,-18.64
1.,402,211.,3,8.85,2.247457627118644,-32.72
1.,402,211.,4,12.25,2.222857142857143,-45.32
1.,402,211.,5,29.9,2.093103678929766,-111.32000000000001
1.,402,211.,6,37.1,2.0393584905660376,-138.76
1.,402,211.,7,44.3,1.9846636568848757,-166.6
1.,402,211.,8,51.4,1.9297315175097276,-194.56
1.,403,211.,1,3.1,-0.5177419354838709,-20.32
1.,403,211.,2,5.05,-0.5297029702970297,-33.08
1.,403,211.,3,8.85,-0.5531073446327683,-58.
1.,403,211.,4,12.25,-0.573469387755102,-80.32000000000001
1.,403,211.,5,29.9,-0.6811371237458194,-196.96
1.,403,211.,6,37.1,-0.7254555256064689,-245.12
1.,403,211.,7,44.3,-0.770257336343115,-293.76
1.,403,211.,8,51.4,-0.8150739299610894,-342.36
1.,406,-211.,1,3.1,0.03064516129032258,72.12
1.,406,-211.,2,5.05,0.04950495049504951,117.52
1.,406,-211.,3,8.85,0.08587570621468926,206.08
1.,406,-211.,4,12.25,0.11918367346938774,285.6
1.,406,-211.,5,29.9,0.29417391304347823,705.6
1.,406,-211.,6,37.1,0.3679514824797843,882.72
1.,406,-211.,7,44.3,0.4439187358916478,1065.04
1.,406,-211.,8,51.4,0.5219727626459144,1251.56
1.,407,-211.,1,3.1,-0.5854838709677419,-0.72
1.,407,-211.,2,5.05,-0.5851485148514851,-1.2
1.,407,-211.,3,8.85,-0.5847457627118644,-2.08
1.,407,-211.,4,12.25,-0.5840816326530611,-2.88
1.,407,-211.,5,29.9,-0.5807290969899666,-7.
1.,407,-211.,6,37.1,-0.5793746630727762,-8.68
1.,407,-211.,7,44.3,-0.578,-10.36
1.,407,-211.,8,51.4,-0.5766770428015564,-12.040000000000001
1.,408,211.,1,3.1,-1.6209677419354838,-6.04
1.,408,211.,2,5.05,-1.6287128712871288,-9.88
1.,408,211.,3,8.85,-1.644632768361582,-17.28
1.,408,211.,4,12.25,-1.6583673469387754,-23.96
1.,408,211.,5,29.9,-1.7299063545150501,-58.56
1.,408,211.,6,37.1,-1.7592938005390832,-72.76
1.,408,211.,7,44.3,-1.7887990970654626,-87.04
1.,408,211.,8,51.4,-1.8182062256809337,-101.16
1.,409,-211.,1,3.1,-1.5548387096774194,-11.96
1.,409,-211.,2,5.05,-1.5445544554455446,-19.48
1.,409,-211.,3,8.85,-1.523728813559322,-34.12
1.,409,-211.,4,12.25,-1.5048979591836733,-47.28
1.,409,-211.,5,29.9,-1.4061672240802674,-115.84
1.,409,-211.,6,37.1,-1.3657735849056603,-144.08
1.,409,-211.,7,44.3,-1.3246952595936794,-172.56
1.,409,-211.,8,51.4,-1.2840622568093385,-200.96
1.,410,211.,1,3.1,2.7806451612903227,1.2
1.,410,211.,2,5.05,2.7772277227722775,1.92
1.,410,211.,3,8.85,2.7700564971751414,3.36
1.,410,211.,4,12.25,2.7636734693877547,4.68
1.,410,211.,5,29.9,2.730461538461538,11.4
1.,410,211.,6,37.1,2.7167924528301883,14.16
1.,410,211.,7,44.3,2.7031918735891645,16.92
1.,410,211.,8,51.4,2.6897042801556417,19.64
1.,411,-211.,1,3.1,2.725806451612903,1.6400000000000001
1.,411,-211.,2,5.05,2.72970297029703,2.64
1.,411,-211.,3,8.85,2.736723163841808,4.64
1.,411,-211.,4,12.25,2.743265306122449,6.4
1.,411,-211.,5,29.9,2.7773110367892975,15.68
1.,411,-211.,6,37.1,2.791207547169811,19.44
1.,411,-211.,7,44.3,2.8052686230248303,23.240000000000002
1.,411,-211.,8,51.4,2.819023346303502,26.96
1.,412,-211.,1,3.1,2.5,0.76
1.,412,-211.,2,5.05,2.507920792079208,1.28
1.,412,-211.,3,8.85,2.5242937853107343,2.2
1.,412,-211.,4,12.25,2.5387755102040814,3.08
1.,412,-211.,5,29.9,2.614361204013378,7.5200000000000005
1.,412,-211.,6,37.1,2.6454016172506734,9.32
1.,412,-211.,7,44.3,2.676636568848758,11.16
1.,412,-211.,8,51.4,2.70756420233463,13.
1.,413,211.,1,3.1,2.8451612903225807,-1.56
1.,413,211.,2,5.05,2.8247524752475246,-2.52
1.,413,211.,3,8.85,2.7875706214689266,-4.4
1.,413,211.,4,12.25,2.753877551020408,-6.12
1.,413,211.,5,29.9,-3.108555183946488,-15.08
1.,413,211.,6,37.1,-3.033239892183288,-18.88
1.,413,211.,7,44.3,-2.955697516930022,-22.8
1.,413,211.,8,51.4,-2.8761089494163423,-26.8
1.,414,-211.,1,3.1,1.75,-1.52
1.,414,-211.,2,5.05,1.7544554455445545,-2.48
1.,414,-211.,3,8.85,1.7627118644067796,-4.36
1.,414,-211.,4,12.25,1.7697959183673468,-6.04
1.,414,-211.,5,29.9,1.8066622073578593,-14.72
1.,414,-211.,6,37.1,1.8217951482479782,-18.28
1.,414,-211.,7,44.3,1.8369209932279909,-21.84
1.,414,-211.,8,51.4,1.8519416342412451,-25.36
1.,415,211.,1,3.1,2.0193548387096776,-3.44
1.,415,211.,2,5.05,2.014851485148515,-5.6000000000000005
1.,415,211.,3,8.85,2.003954802259887,-9.84
1.,415,211.,4,12.25,1.9946938775510201,-13.6
1.,415,211.,5,29.9,1.9460735785953176,-33.24
1.,415,211.,6,37.1,1.9261778975741237,-41.28
1.,415,211.,7,44.3,1.9063024830699773,-49.32
1.,415,211.,8,51.4,1.8866031128404668,-57.28
1.,416,-211.,1,3.1,2.325806451612903,-2.2800000000000002
1.,416,-211.,2,5.05,2.3297029702970296,-3.72
1.,416,-211.,3,8.85,2.3378531073446327,-6.5200000000000005
1.,416,-211.,4,12.25,2.3453061224489793,-9.040000000000001
1.,416,-211.,5,29.9,2.3839799331103677,-22.080000000000002
1.,416,-211.,6,37.1,2.399795148247978,-27.44
1.,416,-211.,7,44.3,2.415611738148984,-32.76
1.,416,-211.,8,51.4,2.4312645914396884,-38.04
1.,417,211.,1,3.1,2.303225806451613,-4.4
1.,417,211.,2,5.05,2.297029702970297,-7.2
1.,417,211.,3,8.85,2.287005649717514,-12.6
1.,417,211.,4,12.25,2.2779591836734694,-17.44
1.,417,211.,5,29.9,2.230127090301003,-42.6
1.,417,211.,6,37.1,2.210641509433962,-52.88
1.,417,211.,7,44.3,2.191119638826185,-63.160000000000004
1.,417,211.,8,51.4,2.1717665369649803,-73.36
1.,418,-211.,1,3.1,2.608064516129032,-4.5600000000000005
1.,418,-211.,2,5.05,2.613861386138614,-7.44
1.,418,-211.,3,8.85,2.6242937853107344,-13.040000000000001
1.,418,-211.,4,12.25,2.633877551020408,-18.04
1.,418,-211.,5,29.9,2.683612040133779,-44.12
1.,418,-211.,6,37.1,2.703962264150943,-54.76
1.,418,-211.,7,44.3,2.7243747178329567,-65.44
1.,418,-211.,8,51.4,2.7446070038910504,-76.
1.,419,211.,1,3.1,2.1564516129032256,-9.28
1.,419,211.,2,5.05,2.1396039603960397,-15.16
1.,419,211.,3,8.85,2.106779661016949,-26.560000000000002
1.,419,211.,4,12.25,2.077142857142857,-36.800000000000004
1.,419,211.,5,29.9,1.9216254180602006,-90.64
1.,419,211.,6,37.1,1.8563450134770887,-113.2
1.,419,211.,7,44.3,1.7896433408577876,-136.28
1.,419,211.,8,51.4,1.7220933852140077,-159.68
1.,421,-211.,1,3.1,1.8419354838709678,-16.2
1.,421,-211.,2,5.05,1.8504950495049506,-26.400000000000002
1.,421,-211.,3,8.85,1.8672316384180792,-46.28
1.,421,-211.,4,12.25,1.8820408163265305,-64.08
1.,421,-211.,5,29.9,1.9593779264214046,-156.8
1.,421,-211.,6,37.1,1.9909703504043124,-194.88
1.,421,-211.,7,44.3,2.023115124153499,-233.12
1.,421,-211.,8,51.4,2.0546848249027234,-271.12
1.,423,-211.,1,3.1,2.7774193548387096,-16.52
1.,423,-211.,2,5.05,2.797029702970297,-26.88
1.,423,-211.,3,8.85,2.8344632768361584,-47.160000000000004
1.,423,-211.,4,12.25,2.868163265306122,-65.36
1.,423,-211.,5,29.9,3.0456722408026753,-161.52
1.,423,-211.,6,37.1,3.1210350404312663,-202.12
1.,423,-211.,7,44.3,2.295882618510158,-243.96
1.,423,-211.,8,51.4,2.216284046692607,-286.84000000000003
1.,424,211.,1,3.1,0.8758064516129033,-32.64
1.,424,211.,2,5.05,0.8712871287128713,-53.2
1.,424,211.,3,8.85,0.8621468926553673,-93.24
1.,424,211.,4,12.25,0.8538775510204081,-129.08
1.,424,211.,5,29.9,0.8108829431438127,-315.24
1.,424,211.,6,37.1,0.7932722371967654,-391.36
1.,424,211.,7,44.3,0.7757065462753949,-467.56
1.,424,211.,8,51.4,0.7583190661478599,-542.88
1.,425,-211.,1,3.1,1.070967741935484,-25.76
1.,425,-211.,2,5.05,1.0970297029702971,-42.
1.,425,-211.,3,8.85,1.147457627118644,-73.72
1.,425,-211.,4,12.25,1.193469387755102,-102.24000000000001
1.,425,-211.,5,29.9,1.438916387959866,-255.52
1.,425,-211.,6,37.1,1.5459460916442047,-322.44
1.,425,-211.,7,44.3,1.6600135440180586,-393.64
1.,425,-211.,8,51.4,1.7832801556420232,-470.36
1.,427,-211.,1,3.1,3.1241935483870966,-44.28
1.,427,-211.,2,5.05,3.1376237623762377,-72.16
1.,427,-211.,3,8.85,3.0401129943502827,-126.52
1.,427,-211.,4,12.25,3.0167346938775506,-175.24
1.,427,-211.,5,29.9,2.8922742474916388,-430.32
1.,427,-211.,6,37.1,2.8409703504043122,-536.12
1.,427,-211.,7,44.3,2.7883837471783295,-643.4
1.,427,-211.,8,51.4,2.7361400778210117,-750.96
1.,428,211.,1,3.1,-0.5983870967741935,-1.24
1.,428,211.,2,5.05,-0.6,-2.
1.,428,211.,3,8.85,-0.6033898305084746,-3.48
1.,428,211.,4,12.25,-0.6061224489795918,-4.84
1.,428,211.,5,29.9,-0.6217792642140468,-11.84
1.,428,211.,6,37.1,-0.6281293800539083,-14.68
1.,428,211.,7,44.3,-0.6344875846501128,-17.52
1.,428,211.,8,51.4,-0.6407743190661478,-20.32
1.,429,211.,1,3.1,-0.635483870967742,-2.32
1.,429,211.,2,5.05,-0.6455445544554456,-3.7600000000000002
1.,429,211.,3,8.85,-0.6655367231638418,-6.640000000000001
1.,429,211.,4,12.25,-0.683265306122449,-9.16
1.,429,211.,5,29.9,-0.7751772575250836,-22.48
1.,429,211.,6,37.1,-0.8130673854447438,-27.92
1.,429,211.,7,44.3,-0.8512279909706545,-33.44
1.,429,211.,8,51.4,-0.8892256809338521,-38.92
1.,430,-211.,1,3.1,-0.4967741935483871,-6.08
1.,430,-211.,2,5.05,-0.49207920792079207,-9.92
1.,430,-211.,3,8.85,-0.4819209039548023,-17.36
1.,430,-211.,4,12.25,-0.4730612244897959,-24.04
1.,430,-211.,5,29.9,-0.4266488294314381,-58.68
1.,430,-211.,6,37.1,-0.4078167115902964,-72.84
1.,430,-211.,7,44.3,-0.3888126410835214,-87.04
1.,430,-211.,8,51.4,-0.37009727626459143,-101.08
1.,431,211.,1,3.1,0.7548387096774194,-0.4
1.,431,211.,2,5.05,0.7405940594059406,-0.64
1.,431,211.,3,8.85,0.7129943502824859,-1.08
1.,431,211.,4,12.25,0.6873469387755101,-1.52
1.,431,211.,5,29.9,0.5549163879598662,-3.72
1.,431,211.,6,37.1,0.5001024258760107,-4.64
1.,431,211.,7,44.3,0.4439954853273137,-5.5600000000000005
1.,431,211.,8,51.4,0.387692607003891,-6.5200000000000005
1.,432,-321.,1,3.1,2.411290322580645,-2.64
1.,432,-321.,2,5.05,2.4198019801980197,-4.28
1.,432,-321.,3,8.85,2.4344632768361585,-7.5200000000000005
1.,432,-321.,4,12.25,2.448163265306122,-10.44
1.,432,-321.,5,29.9,2.5177056856187288,-25.52
1.,432,-321.,6,37.1,2.546242587601078,-31.720000000000002
1.,432,-321.,7,44.3,2.574943566591422,-37.92
1.,432,-321.,8,51.4,2.6033813229571985,-44.08
1.,434,-211.,1,3.1,-1.5048387096774194,1.2
1.,434,-211.,2,5.05,-1.505940594059406,1.96
1.,434,-211.,3,8.85,-1.5056497175141244,3.4
