PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,544.899,139.031,80.593,145.224,500.0,1.0,1.0,477.0,897.0
15.0,575.694,-184.285,-109.416,-188.389,500.0,-1.0,1.0,477.0,898.0
