particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
219.0,0.118,0.182,-0.975,0.342,0.526,-2.815,1.0,211.0,351.0,0.14,219.0
234.0,0.102,-0.796,0.502,0.156,-1.223,0.771,-1.0,-321.0,351.0,0.494,234.0
238.0,0.076,0.184,0.974,0.346,0.835,4.413,-1.0,-321.0,351.0,0.494,238.0
243.0,0.215,0.174,0.955,0.284,0.23,1.261,1.0,211.0,351.0,0.14,243.0
260.0,0.099,0.792,-0.583,0.09,0.721,-0.531,1.0,211.0,351.0,0.14,260.0
261.0,0.522,-0.712,0.416,0.335,-0.457,0.267,-1.0,-211.0,351.0,0.14,261.0
371.0,0.382,0.66,0.61,0.246,0.426,0.393,1.0,211.0,351.0,0.14,371.0
374.0,-0.098,0.314,0.831,-0.03,0.098,0.258,-1.0,-211.0,351.0,0.14,374.0
403.0,0.155,0.084,-0.983,0.488,0.265,-3.1,-1.0,-211.0,351.0,0.14,403.0
405.0,-0.151,-0.162,-0.967,-0.164,-0.176,-1.052,1.0,211.0,351.0,0.14,405.0
406.0,-0.016,0.252,-0.967,-0.061,0.935,-3.59,-1.0,-211.0,351.0,0.14,406.0
412.0,0.357,-0.203,-0.884,0.79,-0.448,-1.956,-1.0,-321.0,351.0,0.494,412.0
414.0,0.385,-0.266,-0.877,0.475,-0.328,-1.082,1.0,211.0,351.0,0.14,414.0
415.0,0.111,-0.163,-0.977,0.186,-0.273,-1.641,-1.0,-211.0,351.0,0.14,415.0
419.0,-0.258,-0.448,-0.645,-0.226,-0.393,-0.566,-1.0,-321.0,351.0,0.494,419.0
421.0,-0.345,-0.663,0.652,-0.388,-0.745,0.733,1.0,211.0,351.0,0.14,421.0
422.0,0.137,-0.604,0.753,0.086,-0.378,0.471,-1.0,-211.0,351.0,0.14,422.0
425.0,0.143,-0.242,0.957,0.261,-0.443,1.75,1.0,211.0,351.0,0.14,425.0
429.0,0.325,-0.187,0.501,0.205,-0.118,0.317,1.0,321.0,351.0,0.494,429.0
430.0,-0.331,-0.21,0.912,-0.37,-0.235,1.02,-1.0,-211.0,351.0,0.14,430.0
432.0,0.142,0.279,0.926,0.094,0.186,0.616,-1.0,-211.0,351.0,0.14,432.0
440.0,0.147,-0.074,0.986,0.62,-0.309,4.147,-1.0,-211.0,351.0,0.14,440.0
442.0,0.073,-0.172,0.981,0.252,-0.596,3.395,1.0,211.0,351.0,0.14,442.0
449.0,0.086,-0.169,0.981,0.29,-0.571,3.305,1.0,211.0,351.0,0.14,449.0
468.0,0.005,0.268,0.951,0.005,0.247,0.874,1.0,211.0,351.0,0.14,468.0
469.0,-0.38,0.363,0.828,-0.274,0.261,0.596,-1.0,-211.0,351.0,0.14,469.0
472.0,0.116,-0.183,0.974,0.254,-0.401,2.128,-1.0,-211.0,351.0,0.14,472.0
502.0,-0.6,-0.175,0.624,-0.179,-0.052,0.186,1.0,211.0,351.0,0.14,502.0
506.0,-0.508,0.447,-0.721,-0.464,0.408,-0.659,-1.0,-211.0,351.0,0.14,506.0
541.0,-0.07,0.287,-0.896,-0.029,0.121,-0.379,-1.0,-211.0,351.0,0.14,541.0
617.0,0.34,0.313,-0.884,0.644,0.593,-1.674,1.0,211.0,351.0,0.14,617.0
618.0,0.224,0.152,-0.959,0.368,0.25,-1.577,-1.0,-211.0,351.0,0.14,618.0
633.0,0.708,0.292,-0.643,4.873,2.011,-4.424,1.0,211.0,351.0,0.14,633.0
634.0,0.632,0.385,-0.672,3.125,1.902,-3.325,1.0,211.0,351.0,0.14,634.0
635.0,0.633,0.279,-0.715,0.922,0.407,-1.041,-1.0,-211.0,351.0,0.14,635.0
637.0,-0.231,-0.118,-0.966,-33.667,-17.226,-140.568,-1.0,-211.0,351.0,0.14,637.0
