"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,0.9790322580645161,-13.92,1,219
2,5.05,0.9702970297029703,-22.68,2,219
3,8.85,0.9519774011299436,-39.72,3,219
4,12.25,0.9359183673469387,-55.,4,219
5,29.9,0.8509096989966555,-134.6,5,219
6,37.1,0.8160916442048516,-167.36,6,219
7,44.3,0.781002257336343,-200.28,7,219
8,51.4,0.7462140077821011,-233.,8,219
9,3.1,-1.4370967741935483,1.92,1,234
10,5.05,-1.4316831683168316,3.16,2,234
11,8.85,-1.4225988700564973,5.5200000000000005,3,234
12,12.25,-1.4142857142857141,7.68,4,234
13,29.9,-1.37114381270903,18.72,5,234
14,37.1,-1.3535849056603773,23.240000000000002,6,234
15,44.3,-1.3359774266365687,27.76,7,234
16,51.4,-1.318591439688716,32.24,8,234
17,3.1,1.1887096774193548,15.120000000000001,1,238
18,5.05,1.195049504950495,24.64,2,238
19,8.85,1.2073446327683617,43.2,3,238
20,12.25,1.2187755102040816,59.84,4,238
21,29.9,1.2773311036789297,146.24,5,238
22,37.1,1.3013477088948786,181.6,6,238
23,44.3,1.3254627539503385,217.08,7,238
24,51.4,1.349284046692607,252.20000000000002,8,238
25,3.1,0.6548387096774193,10.68,1,243
26,5.05,0.6396039603960396,17.44,2,243
27,8.85,0.607909604519774,30.560000000000002,3,243
28,12.25,0.58,42.36,4,243
29,29.9,0.4329030100334448,104.24000000000001,5,243
30,37.1,0.3715256064690026,130.08,6,243
31,44.3,0.3088397291196388,156.44,7,243
32,51.4,0.24554085603112838,183.08,8,243
33,3.1,1.4338709677419355,-2.2800000000000002,1,260
34,5.05,1.4257425742574257,-3.68,2,260
35,8.85,1.4101694915254237,-6.48,3,260
36,12.25,1.3959183673469386,-8.96,4,260
37,29.9,1.3230434782608695,-21.92,5,260
38,37.1,1.293008086253369,-27.2,6,260
39,44.3,1.2629887133182842,-32.56,7,260
40,51.4,1.2329299610894942,-37.84,8,260
41,3.1,-0.9225806451612903,1.48,1,261
42,5.05,-0.9118811881188119,2.36,2,261
43,8.85,-0.8915254237288136,4.16,3,261
44,12.25,-0.873469387755102,5.76,4,261
45,29.9,-0.7793846153846153,14.16,5,261
46,37.1,-0.7406684636118598,17.6,6,261
47,44.3,-0.7016433408577877,21.080000000000002,7,261
48,51.4,-0.6628677042801556,24.52,8,261
49,3.1,1.0274193548387096,2.48,1,371
50,5.05,1.0158415841584159,4.04,2,371
51,8.85,0.9932203389830508,7.08,3,371
52,12.25,0.9722448979591836,9.8,4,371
53,29.9,0.8638729096989965,24.04,5,371
54,37.1,0.819299191374663,29.88,6,371
55,44.3,0.7737878103837471,35.84,7,371
56,51.4,0.7286186770428015,41.76,8,371
57,3.1,1.9580645161290322,7.8,1,374
58,5.05,2.015841584158416,12.76,2,374
59,8.85,2.129943502824859,22.52,3,374
60,12.25,2.234285714285714,31.560000000000002,4,374
61,29.9,2.932414715719063,91.64,5,374
62,3.1,0.5145161290322581,-17.32,1,403
63,5.05,0.5247524752475248,-28.2,2,403
64,8.85,0.5451977401129944,-49.44,3,403
65,12.25,0.5636734693877551,-68.44,4,403
66,29.9,0.6596454849498328,-167.64000000000001,5,403
67,37.1,0.699153638814016,-208.52,6,403
68,44.3,0.738943566591422,-249.72,7,403
69,51.4,0.7786264591439689,-290.76,8,403
70,3.1,-2.359677419354839,-13.56,1,405
71,5.05,-2.384158415841584,-22.080000000000002,2,405
72,8.85,-2.431638418079096,-38.800000000000004,3,405
73,12.25,-2.474285714285714,-53.800000000000004,4,405
74,29.9,-2.702602006688963,-134.,5,405
75,37.1,-2.801196765498652,-168.64000000000001,6,405
76,44.3,-2.9053498871331827,-205.20000000000002,7,405
77,51.4,-3.016077821011673,-243.96,8,405
78,3.1,1.6451612903225807,-11.88,1,406
79,5.05,1.6524752475247524,-19.36,2,406
80,8.85,1.664406779661017,-33.92,3,406
81,12.25,1.6751020408163264,-46.96,4,406
82,29.9,1.7317257525083611,-114.72,5,406
83,37.1,1.7548032345013476,-142.48,6,406
84,44.3,1.7781309255079005,-170.32,7,406
85,51.4,1.8010739299610894,-197.84,8,406
86,3.1,-0.5048387096774194,-6.68,1,412
87,5.05,-0.499009900990099,-10.88,2,412
88,8.85,-0.4864406779661017,-19.080000000000002,3,412
89,12.25,-0.4755102040816326,-26.400000000000002,4,412
90,29.9,-0.41698327759197323,-64.52,5,412
91,37.1,-0.39306199460916436,-80.12,6,412
92,44.3,-0.36908803611738145,-95.76,7,412
93,51.4,-0.3453579766536965,-111.24000000000001,8,412
94,3.1,-0.6209677419354839,-5.8,1,414
95,5.05,-0.6306930693069307,-9.48,2,414
96,8.85,-0.6502824858757063,-16.6,3,414
97,12.25,-0.6681632653061224,-22.96,4,414
98,29.9,-0.7602809364548494,-56.28,5,414
99,37.1,-0.79822102425876,-69.96000000000001,6,414
100,44.3,-0.8364153498871331,-83.8,7,414
101,51.4,-0.8745408560311284,-97.52,8,414
102,3.1,-0.9451612903225807,-15.4,1,415
103,5.05,-0.9267326732673268,-25.080000000000002,2,415
104,8.85,-0.8920903954802261,-44.,3,415
105,12.25,-0.8612244897959183,-60.96,4,415
106,29.9,-0.6979665551839465,-150.4,5,415
107,37.1,-0.629320754716981,-187.96,6,415
108,44.3,-0.5590428893905192,-226.48000000000002,7,415
109,51.4,-0.4875097276264591,-265.64,8,415
110,3.1,-2.0725806451612905,-3.88,1,419
111,5.05,-2.0594059405940595,-6.32,2,419
112,8.85,-2.0338983050847457,-11.040000000000001,3,419
113,12.25,-2.011428571428571,-15.32,4,419
114,29.9,-1.8936521739130434,-37.56,5,419
115,37.1,-1.844797843665768,-46.800000000000004,6,419
116,44.3,-1.7953227990970653,-56.120000000000005,7,419
117,51.4,-1.7458404669260699,-65.48,8,419
118,3.1,-2.0612903225806454,2.72,1,421
119,5.05,-2.0693069306930694,4.4,2,421
120,8.85,-2.082485875706215,7.72,3,421
121,12.25,-2.09469387755102,10.68,4,421
122,29.9,-2.1578060200668894,26.16,5,421
123,37.1,-2.183698113207547,32.480000000000004,6,421
124,44.3,-2.2096930022573362,38.84,7,421
125,51.4,-2.2354007782101166,45.12,8,421
126,3.1,-1.3225806451612903,3.7600000000000002,1,422
127,5.05,-1.307920792079208,6.12,2,422
128,8.85,-1.2785310734463278,10.76,3,422
129,12.25,-1.2522448979591836,14.92,4,422
130,29.9,-1.1138127090301002,36.64,5,422
131,37.1,-1.05610781671159,45.72,6,422
132,44.3,-0.9974356659142211,54.92,7,422
133,51.4,-0.9383073929961089,64.24,8,422
134,3.1,-1.0564516129032258,10.56,1,425
135,5.05,-1.0683168316831684,17.2,2,425
136,8.85,-1.0898305084745763,30.12,3,425
137,12.25,-1.109795918367347,41.72,4,425
138,29.9,-1.2135384615384615,102.28,5,425
139,37.1,-1.2562587601078166,127.28,6,425
140,44.3,-1.2994446952595935,152.52,7,425
141,51.4,-1.342669260700389,177.68,8,425
142,3.1,-0.5612903225806452,4.16,1,429
143,5.05,-0.5861386138613861,6.76,2,429
144,8.85,-0.6344632768361582,11.88,3,429
145,12.25,-0.6783673469387754,16.48,4,429
146,29.9,-0.9110635451505016,41.12,5,429
147,37.1,-1.011843665768194,51.76,6,429
148,44.3,-1.1186997742663656,63.08,7,429
149,51.4,-1.2320038910505835,75.04,8,429
150,3.1,-2.554838709677419,7.2,1,430
151,5.05,-2.5415841584158416,11.76,2,430
152,8.85,-2.5152542372881355,20.6,3,430
153,12.25,-2.4918367346938775,28.560000000000002,4,430
154,29.9,-2.369765886287625,70.08,5,430
155,37.1,-2.319239892183288,87.28,6,430
156,44.3,-2.267945823927765,104.72,7,430
157,51.4,-2.2165486381322954,122.24000000000001,8,430
158,3.1,1.146774193548387,9.16,1,432
159,5.05,1.1752475247524752,14.96,2,432
160,8.85,1.2305084745762713,26.240000000000002,3,432
161,12.25,1.2799999999999998,36.4,4,432
162,29.9,1.5472842809364546,91.36,5,432
163,37.1,1.6657250673854445,115.68,6,432
