track_id,particle_id,n_shared,n_reco_hits,n_true_hits,pt,event_id,purity_reco,eff_true,hit_id,e,z0,eta,phi,dev,cos_val,theta,pT,event_file
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1073,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1074,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1075,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1076,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1077,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
2,1575.0,8,8,8,1041.5662202303797,2146,1.0,1.0,1078,-0.1787769559221812,0.09906802104659396,-0.19796725645628221,0.3183937025593398,-0.6847268523437017,-0.1954209848923059,1.7674830199008924,3.1972151887242437,2146
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,714,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,716,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,717,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,718,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,719,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
1,1145.0,6,11,8,55.001466062278745,2155,0.5454545454545454,0.75,720,0.11988194911843841,-0.051441190864114195,-2.197308091607047,0.9629704607282836,0.27814031379805987,-0.9756137799552648,2.920296542896097,0.7675373339733763,2155
3,1869.0,5,9,8,59.064886387768496,2161,0.5555555555555556,0.625,983,-0.01286227914488981,-0.15508020710920162,2.718661907118419,0.6836189290547299,-0.094230726920512,0.991335476139335,0.13173507642702945,0.4105995138829145,2161
3,1869.0,5,9,8,59.064886387768496,2161,0.5555555555555556,0.625,984,-0.01286227914488981,-0.15508020710920162,2.718661907118419,0.6836189290547299,-0.094230726920512,0.991335476139335,0.13173507642702945,0.4105995138829145,2161
3,1869.0,5,9,8,59.064886387768496,2161,0.5555555555555556,0.625,985,-0.01286227914488981,-0.15508020710920162,2.718661907118419,0.6836189290547299,-0.094230726920512,0.991335476139335,0.13173507642702945,0.4105995138829145,2161
3,1869.0,5,9,8,59.064886387768496,2161,0.5555555555555556,0.625,986,-0.01286227914488981,-0.15508020710920162,2.718661907118419,0.6836189290547299,-0.094230726920512,0.991335476139335,0.13173507642702945,0.4105995138829145,2161
3,1869.0,5,9,8,59.064886387768496,2161,0.5555555555555556,0.625,987,-0.01286227914488981,-0.15508020710920162,2.718661907118419,0.6836189290547299,-0.094230726920512,0.991335476139335,0.13173507642702945,0.4105995138829145,2161
3,1601.0,4,7,8,123.30467710512849,2177,0.5714285714285714,0.5,919,-0.0074568335695153545,0.10277210572513748,-0.7024264426488609,-0.14611109081025989,-1.1085527421303003,-0.6059056780350774,2.221700150721452,0.38080766072255917,2177
3,1601.0,4,7,8,123.30467710512849,2177,0.5714285714285714,0.5,920,-0.0074568335695153545,0.10277210572513748,-0.7024264426488609,-0.14611109081025989,-1.1085527421303003,-0.6059056780350774,2.221700150721452,0.38080766072255917,2177
3,1601.0,4,7,8,123.30467710512849,2177,0.5714285714285714,0.5,921,-0.0074568335695153545,0.10277210572513748,-0.7024264426488609,-0.14611109081025989,-1.1085527421303003,-0.6059056780350774,2.221700150721452,0.38080766072255917,2177
3,1601.0,4,7,8,123.30467710512849,2177,0.5714285714285714,0.5,922,-0.0074568335695153545,0.10277210572513748,-0.7024264426488609,-0.14611109081025989,-1.1085527421303003,-0.6059056780350774,2.221700150721452,0.38080766072255917,2177
3,1408.0,5,9,8,226.24460784071738,2191,0.5555555555555556,0.625,838,-0.020709741838660232,-0.10402032935393542,2.168078943595358,0.6241643881666052,-0.16209927692958356,0.9741646747496885,0.22780404774967639,0.448875165410939,2191
3,1408.0,5,9,8,226.24460784071738,2191,0.5555555555555556,0.625,839,-0.020709741838660232,-0.10402032935393542,2.168078943595358,0.6241643881666052,-0.16209927692958356,0.9741646747496885,0.22780404774967639,0.448875165410939,2191
3,1408.0,5,9,8,226.24460784071738,2191,0.5555555555555556,0.625,840,-0.020709741838660232,-0.10402032935393542,2.168078943595358,0.6241643881666052,-0.16209927692958356,0.9741646747496885,0.22780404774967639,0.448875165410939,2191
3,1408.0,5,9,8,226.24460784071738,2191,0.5555555555555556,0.625,841,-0.020709741838660232,-0.10402032935393542,2.168078943595358,0.6241643881666052,-0.16209927692958356,0.9741646747496885,0.22780404774967639,0.448875165410939,2191
3,1408.0,5,9,8,226.24460784071738,2191,0.5555555555555556,0.625,842,-0.020709741838660232,-0.10402032935393542,2.168078943595358,0.6241643881666052,-0.16209927692958356,0.9741646747496885,0.22780404774967639,0.448875165410939,2191
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,304,-0.046980827112804956,0.139050616329582,0.01845995717456186,0.6875580515241949,-0.4574846550030763,0.018457860593690437,1.5523374179643508,0.30595259753948156,2133
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,418,-0.014776792167134964,-0.4410833133414571,3.1950375421612107,-0.6378793504028026,-0.06907018932414209,0.9966493624153244,0.08188419123423092,0.7239644573137809,2201
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,420,-0.014776792167134964,-0.4410833133414571,3.1950375421612107,-0.6378793504028026,-0.06907018932414209,0.9966493624153244,0.08188419123423092,0.7239644573137809,2201
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,421,-0.014776792167134964,-0.4410833133414571,3.1950375421612107,-0.6378793504028026,-0.06907018932414209,0.9966493624153244,0.08188419123423092,0.7239644573137809,2201
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,422,-0.014776792167134964,-0.4410833133414571,3.1950375421612107,-0.6378793504028026,-0.06907018932414209,0.9966493624153244,0.08188419123423092,0.7239644573137809,2201
1,546.0,5,7,8,178.93352616265068,2201,0.7142857142857143,0.625,423,-0.014776792167134964,-0.4410833133414571,3.1950375421612107,-0.6378793504028026,-0.06907018932414209,0.9966493624153244,0.08188419123423092,0.7239644573137809,2201
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,966,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,967,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,968,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,969,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,970,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,971,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,972,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
0,1148.0,8,8,8,1866.749545397561,2217,1.0,1.0,973,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,974,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,975,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,976,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,977,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,978,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,979,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,980,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
1,1149.0,8,8,10,1584.9834623834406,2217,1.0,0.8,981,0.005451818654369254,0.033765723320570276,-0.613719300084175,-1.3350996704210523,0.016702154522228847,-0.5467399099881689,2.1492620296391918,0.41428882735137385,2217
