PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,878.514,-128.62,-209.87,679.116,500.0,1.0,1.0,699.0,1237.0
15.0,717.289,133.659,-94.205,-487.611,500.0,-1.0,1.0,699.0,1238.0
