PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1415.458,560.302,-322.199,-1155.755,500.0,1.0,1.0,365.0,614.0
15.0,1115.69,-575.81,231.084,-780.901,500.0,-1.0,1.0,365.0,615.0
