PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,539.652,86.393,-166.768,77.13,500.0,1.0,1.0,894.0,2823.0
15.0,792.386,8.36,99.955,-606.477,500.0,-1.0,1.0,894.0,2824.0
