PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1018.462,390.728,379.54,-700.39,500.0,1.0,1.0,483.0,942.0
15.0,3146.635,-440.352,-501.477,-3034.126,500.0,-1.0,1.0,483.0,943.0
