PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1068.044,572.545,40.849,-749.16,500.0,1.0,1.0,491.0,820.0
15.0,1771.319,-619.903,-85.58,-1579.864,500.0,-1.0,1.0,491.0,821.0
