PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,631.23,-125.119,-134.222,-338.793,500.0,1.0,1.0,383.0,1348.0
15.0,830.158,-437.78,-141.819,-476.863,500.0,-1.0,1.0,383.0,1349.0
