particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
71.0,0.155,-0.065,-0.982,0.838,-0.353,-5.317,1.0,321.0,837.0,0.494,71.0
72.0,0.658,-0.364,-0.079,0.496,-0.274,-0.059,-1.0,-321.0,837.0,0.494,72.0
154.0,-0.013,0.796,0.409,-0.004,0.249,0.128,1.0,211.0,837.0,0.14,154.0
177.0,-0.214,0.292,-0.854,-0.282,0.386,-1.128,-1.0,-321.0,837.0,0.494,177.0
355.0,-0.245,0.178,0.933,-0.177,0.129,0.675,1.0,211.0,837.0,0.14,355.0
360.0,-0.671,0.155,-0.714,-0.736,0.17,-0.783,-1.0,-211.0,837.0,0.14,360.0
380.0,-0.157,0.534,-0.829,-0.445,1.508,-2.343,-1.0,-211.0,837.0,0.14,380.0
386.0,0.393,0.31,-0.864,1.008,0.794,-2.215,1.0,211.0,837.0,0.14,386.0
387.0,-0.23,0.271,-0.907,-0.142,0.167,-0.559,-1.0,-211.0,837.0,0.14,387.0
389.0,-0.533,0.387,0.722,-0.352,0.255,0.476,1.0,211.0,837.0,0.14,389.0
390.0,-0.596,0.444,-0.007,-0.124,0.093,-0.001,-1.0,-211.0,837.0,0.14,390.0
391.0,0.575,0.042,0.795,1.52,0.11,2.102,1.0,321.0,837.0,0.494,391.0
393.0,-0.571,-0.066,0.732,-0.218,-0.025,0.279,-1.0,-211.0,837.0,0.14,393.0
444.0,-0.301,-0.227,0.884,-0.153,-0.115,0.449,1.0,211.0,837.0,0.14,444.0
445.0,0.142,0.087,0.985,0.392,0.242,2.72,-1.0,-211.0,837.0,0.14,445.0
473.0,0.066,-0.198,-0.973,0.093,-0.281,-1.377,1.0,211.0,837.0,0.14,473.0
517.0,-0.053,-0.197,0.956,-0.126,-0.468,2.267,1.0,321.0,837.0,0.494,517.0
520.0,-0.051,0.314,0.94,-0.058,0.36,1.08,-1.0,-211.0,837.0,0.14,520.0
521.0,-0.753,0.611,0.167,-0.587,0.476,0.13,1.0,211.0,837.0,0.14,521.0
524.0,-0.168,-0.037,-0.984,-0.518,-0.113,-3.034,1.0,211.0,837.0,0.14,524.0
549.0,0.19,-0.647,-0.627,0.068,-0.232,-0.224,1.0,211.0,837.0,0.14,549.0
555.0,0.369,0.172,-0.886,0.234,0.109,-0.562,1.0,211.0,837.0,0.14,555.0
556.0,0.281,0.558,-0.772,0.344,0.683,-0.945,-1.0,-211.0,837.0,0.14,556.0
641.0,-0.117,-0.204,-0.96,-0.106,-0.185,-0.868,1.0,211.0,837.0,0.14,641.0
642.0,0.24,0.161,-0.937,0.171,0.115,-0.667,-1.0,-211.0,837.0,0.14,642.0
649.0,0.203,0.007,0.953,0.127,0.005,0.595,1.0,211.0,837.0,0.14,649.0
697.0,-0.328,-0.014,-0.87,-0.125,-0.005,-0.331,1.0,211.0,837.0,0.14,697.0
698.0,0.798,-0.098,-0.577,0.758,-0.093,-0.548,-1.0,-211.0,837.0,0.14,698.0
758.0,0.01,-0.207,0.973,0.015,-0.29,1.365,-1.0,-211.0,837.0,0.14,758.0
1067.0,-0.182,0.115,0.975,-0.447,0.281,2.39,-1.0,-211.0,837.0,0.14,1067.0
1069.0,-0.079,0.368,0.926,-0.357,1.658,4.17,1.0,211.0,837.0,0.14,1069.0
1071.0,-0.222,0.017,0.973,-0.577,0.044,2.528,1.0,211.0,837.0,0.14,1071.0
1074.0,0.539,0.751,0.301,0.32,0.446,0.179,-1.0,-211.0,837.0,0.14,1074.0
1077.0,-0.055,-0.2,0.971,-0.063,-0.227,1.102,-1.0,-211.0,837.0,0.14,1077.0
1078.0,-0.623,-0.101,0.673,-0.797,-0.129,0.862,1.0,321.0,837.0,0.494,1078.0
1081.0,0.566,0.198,0.547,0.478,0.167,0.463,1.0,321.0,837.0,0.494,1081.0
1083.0,0.061,-0.899,-0.236,0.083,-1.215,-0.319,1.0,321.0,837.0,0.494,1083.0
1087.0,-0.869,0.209,-0.445,-1.892,0.456,-0.969,1.0,211.0,837.0,0.14,1087.0
1088.0,0.346,-0.861,0.262,0.183,-0.454,0.138,-1.0,-211.0,837.0,0.14,1088.0
1090.0,-0.8,-0.13,-0.58,-1.477,-0.24,-1.071,1.0,211.0,837.0,0.14,1090.0
1091.0,-0.53,0.6,-0.593,-0.855,0.97,-0.958,-1.0,-211.0,837.0,0.14,1091.0
1098.0,0.022,-0.163,-0.986,0.23,-1.72,-10.426,1.0,211.0,837.0,0.14,1098.0
1159.0,-0.02,0.181,-0.981,-0.04,0.363,-1.969,1.0,211.0,837.0,0.14,1159.0
1162.0,0.259,-0.541,0.788,0.26,-0.543,0.791,-1.0,-211.0,837.0,0.14,1162.0
1166.0,0.141,-0.094,0.984,0.336,-0.223,2.342,1.0,211.0,837.0,0.14,1166.0
1237.0,-0.351,-0.083,0.93,-0.672,-0.158,1.78,1.0,211.0,837.0,0.14,1237.0
1257.0,0.102,0.359,0.911,0.08,0.282,0.715,-1.0,-211.0,837.0,0.14,1257.0
1260.0,-0.115,0.839,0.466,-0.063,0.46,0.256,1.0,211.0,837.0,0.14,1260.0
1261.0,0.041,-0.566,0.769,0.019,-0.268,0.364,-1.0,-211.0,837.0,0.14,1261.0
1262.0,0.256,0.216,0.679,0.194,0.164,0.513,-1.0,-321.0,837.0,0.494,1262.0
1267.0,0.198,-0.491,0.605,0.046,-0.115,0.142,-1.0,-211.0,837.0,0.14,1267.0
1275.0,-0.466,0.235,-0.836,-0.38,0.191,-0.681,1.0,211.0,837.0,0.14,1275.0
1276.0,-0.545,0.381,-0.743,-1.017,0.711,-1.388,-1.0,-211.0,837.0,0.14,1276.0
1280.0,-0.718,0.473,-0.434,-0.373,0.246,-0.226,-1.0,-211.0,837.0,0.14,1280.0
1285.0,0.169,0.008,-0.979,0.215,0.01,-1.246,-1.0,-211.0,837.0,0.14,1285.0
1375.0,-0.045,0.36,0.925,-0.053,0.425,1.093,1.0,211.0,837.0,0.14,1375.0
1376.0,0.674,-0.421,0.564,0.418,-0.261,0.35,-1.0,-211.0,837.0,0.14,1376.0
1377.0,-0.853,-0.011,-0.471,-0.532,-0.007,-0.294,1.0,211.0,837.0,0.14,1377.0
1379.0,-0.264,0.059,-0.96,-0.473,0.106,-1.724,-1.0,-211.0,837.0,0.14,1379.0
1380.0,-0.052,0.309,-0.918,-0.105,0.626,-1.856,1.0,321.0,837.0,0.494,1380.0
1381.0,0.256,-0.24,-0.914,0.615,-0.576,-2.195,-1.0,-321.0,837.0,0.494,1381.0
1388.0,0.575,-0.533,-0.55,0.28,-0.26,-0.268,-1.0,-211.0,837.0,0.14,1388.0
1390.0,-0.655,0.461,-0.456,-0.236,0.166,-0.164,1.0,211.0,837.0,0.14,1390.0
1399.0,-0.596,0.082,0.205,-0.108,0.015,0.037,1.0,211.0,837.0,0.14,1399.0
1491.0,0.797,0.208,-0.545,0.715,0.186,-0.489,-1.0,-211.0,837.0,0.14,1491.0
1492.0,0.151,0.175,-0.973,1.564,1.806,-10.043,1.0,211.0,837.0,0.14,1492.0
1496.0,0.181,0.07,-0.933,0.294,0.113,-1.514,-1.0,-321.0,837.0,0.494,1496.0
1497.0,-0.153,0.399,-0.899,-0.23,0.6,-1.351,1.0,211.0,837.0,0.14,1497.0
1501.0,0.024,-0.87,0.488,0.049,-1.793,1.007,1.0,211.0,837.0,0.14,1501.0
1503.0,0.139,-0.422,0.895,0.403,-1.224,2.597,-1.0,-211.0,837.0,0.14,1503.0
1547.0,0.081,0.21,0.973,0.194,0.502,2.324,1.0,211.0,837.0,0.14,1547.0
1549.0,0.171,-0.969,0.142,0.22,-1.244,0.183,1.0,211.0,837.0,0.14,1549.0
1552.0,0.689,-0.72,-0.005,1.115,-1.165,-0.008,-1.0,-211.0,837.0,0.14,1552.0
1589.0,0.695,0.692,-0.049,0.514,0.512,-0.036,1.0,211.0,837.0,0.14,1589.0
1590.0,0.726,-0.196,0.183,0.16,-0.043,0.04,-1.0,-211.0,837.0,0.14,1590.0
1623.0,0.24,-0.038,0.961,0.247,-0.039,0.988,-1.0,-211.0,837.0,0.14,1623.0
1624.0,0.377,-0.14,0.871,0.186,-0.069,0.429,1.0,211.0,837.0,0.14,1624.0
1627.0,0.612,0.659,-0.143,0.207,0.222,-0.048,1.0,211.0,837.0,0.14,1627.0
1628.0,0.636,-0.59,-0.398,0.298,-0.276,-0.187,-1.0,-211.0,837.0,0.14,1628.0
1630.0,-0.208,0.136,-0.962,-0.264,0.173,-1.222,1.0,211.0,837.0,0.14,1630.0
1635.0,-0.213,-0.134,-0.967,-0.737,-0.462,-3.34,1.0,211.0,837.0,0.14,1635.0
1636.0,-0.19,-0.082,-0.96,-0.142,-0.061,-0.719,-1.0,-211.0,837.0,0.14,1636.0
1640.0,0.162,-0.15,-0.968,0.185,-0.171,-1.105,-1.0,-211.0,837.0,0.14,1640.0
1643.0,0.703,-0.659,-0.118,0.409,-0.383,-0.069,-1.0,-211.0,837.0,0.14,1643.0
1647.0,0.253,-0.455,-0.78,0.102,-0.183,-0.315,-1.0,-211.0,837.0,0.14,1647.0
1649.0,0.494,-0.292,-0.644,0.136,-0.081,-0.178,1.0,211.0,837.0,0.14,1649.0
1650.0,0.85,-0.026,-0.223,0.25,-0.008,-0.066,-1.0,-211.0,837.0,0.14,1650.0
1652.0,0.853,-0.298,0.173,0.304,-0.106,0.062,1.0,211.0,837.0,0.14,1652.0
1653.0,0.959,-0.109,-0.206,0.832,-0.095,-0.179,-1.0,-211.0,837.0,0.14,1653.0
1666.0,0.377,-0.138,-0.915,2.469,-0.903,-5.989,-1.0,-211.0,837.0,0.14,1666.0
1668.0,0.206,-0.077,-0.975,1.321,-0.495,-6.261,1.0,211.0,837.0,0.14,1668.0
1670.0,-0.158,0.395,-0.867,-0.302,0.756,-1.659,1.0,321.0,837.0,0.494,1670.0
1671.0,0.127,0.242,-0.957,0.182,0.345,-1.364,-1.0,-211.0,837.0,0.14,1671.0
1672.0,-0.102,-0.948,0.26,-0.093,-0.864,0.237,-1.0,-211.0,837.0,0.14,1672.0
1674.0,-0.269,-0.267,0.914,-0.257,-0.255,0.872,1.0,211.0,837.0,0.14,1674.0
1676.0,-0.047,-0.673,0.721,-0.041,-0.59,0.633,-1.0,-211.0,837.0,0.14,1676.0
1682.0,-0.038,-0.348,0.936,-0.179,-1.625,4.373,1.0,211.0,837.0,0.14,1682.0
1685.0,0.148,-0.277,0.947,0.323,-0.603,2.064,-1.0,-211.0,837.0,0.14,1685.0
1686.0,0.114,0.299,0.917,0.067,0.176,0.541,1.0,211.0,837.0,0.14,1686.0
1764.0,0.148,-0.177,0.956,0.402,-0.481,2.595,-1.0,-321.0,837.0,0.494,1764.0
1766.0,-0.138,-0.179,0.967,-0.165,-0.215,1.163,1.0,211.0,837.0,0.14,1766.0
1772.0,-0.599,-0.424,0.678,-2.853,-2.021,3.229,1.0,211.0,837.0,0.14,1772.0
1777.0,0.058,-0.276,-0.88,0.021,-0.101,-0.322,-1.0,-211.0,837.0,0.14,1777.0
1778.0,-0.119,-0.12,-0.841,-0.114,-0.115,-0.809,1.0,321.0,837.0,0.494,1778.0
1837.0,0.132,0.099,-0.98,0.159,0.119,-1.179,1.0,211.0,837.0,0.14,1837.0
1870.0,0.319,0.126,0.924,0.261,0.103,0.758,-1.0,-211.0,837.0,0.14,1870.0
1872.0,-0.514,-0.568,0.635,-2.547,-2.816,3.147,1.0,321.0,837.0,0.494,1872.0
1875.0,-0.535,-0.422,0.722,-0.637,-0.503,0.86,-1.0,-211.0,837.0,0.14,1875.0
1878.0,-0.097,-0.8,-0.348,-0.028,-0.233,-0.101,1.0,211.0,837.0,0.14,1878.0
1881.0,0.137,-0.417,-0.867,0.081,-0.247,-0.515,-1.0,-211.0,837.0,0.14,1881.0
1910.0,-0.859,-0.496,-0.126,-21.252,-12.285,-3.129,1.0,211.0,837.0,0.14,1910.0
1912.0,0.435,0.0,-0.9,13.307,0.009,-27.544,-1.0,-211.0,837.0,0.14,1912.0
1913.0,0.485,0.011,-0.874,1.944,0.043,-3.503,-1.0,-211.0,837.0,0.14,1913.0
1914.0,0.448,0.014,-0.894,15.032,0.482,-29.995,1.0,211.0,837.0,0.14,1914.0
1924.0,-0.401,-0.431,0.707,-0.143,-0.153,0.251,1.0,211.0,837.0,0.14,1924.0
