val_loss,eff,pur,current_lr,epoch,step,train_loss
0.008095525205135345,0.9905407428741455,0.012668914161622524,0.0001250000059371814,0,69,
,,,,0,69,0.01043170876801014
0.005645586643368006,0.9593559503555298,0.04712061583995819,0.0002500000118743628,1,139,
,,,,1,139,0.009417918510735035
0.00498210871592164,0.9405333995819092,0.07347042858600616,0.00037500003236345947,2,209,
,,,,2,209,0.00922370608896017
0.004799561575055122,0.9609901309013367,0.08423919975757599,0.0003499999875202775,3,279,
,,,,3,279,0.009062452241778374
0.0047813905403018,0.9607151746749878,0.07891140878200531,0.0006249999278225005,4,349,
,,,,4,349,0.009020005352795124
0.004716586321592331,0.9692625999450684,0.08593955636024475,0.0007500000647269189,5,419,
,,,,5,419,0.008932157419621944
0.004787972662597895,0.9783672094345093,0.06843746453523636,0.0008749999688006938,6,489,
,,,,6,489,0.008881259709596634
0.004699387587606907,0.938715398311615,0.10866701602935791,0.000699999975040555,7,559,
,,,,7,559,0.008810785599052906
0.004675458651036024,0.9679545164108276,0.07801184058189392,0.000699999975040555,8,629,
,,,,8,629,0.008792027831077576
0.004639406222850084,0.9764389991760254,0.07770737260580063,0.000699999975040555,9,699,
,,,,9,699,0.008710993453860283
