PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,770.974,342.755,-35.918,475.006,500.0,1.0,1.0,836.0,1020.0
15.0,826.385,327.245,560.367,-108.68,500.0,-1.0,1.0,836.0,1021.0
