PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,766.812,-168.958,133.162,540.113,500.0,1.0,1.0,533.0,1290.0
15.0,729.683,398.938,-139.45,322.241,500.0,-1.0,1.0,533.0,1291.0
