PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,703.067,-121.102,-281.874,-387.537,500.0,1.0,1.0,358.0,2022.0
15.0,718.367,59.179,226.498,-459.616,500.0,-1.0,1.0,358.0,2023.0
