PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,806.202,156.826,140.25,596.403,500.0,1.0,1.0,587.0,1357.0
15.0,738.952,-23.214,-477.442,259.923,500.0,-1.0,1.0,587.0,1358.0
