"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-1.6419354838709677,-12.24,1,93
2,5.05,-1.6584158415841583,-19.92,2,93
3,8.85,-1.6898305084745764,-34.92,3,93
4,12.25,-1.7175510204081632,-48.4,4,93
5,29.9,-1.8642006688963209,-119.12,5,93
6,37.1,-1.9255363881401615,-148.68,6,93
7,44.3,-1.9878103837471781,-178.76,7,93
8,51.4,-2.0512451361867705,-209.24,8,93
9,3.1,-0.9822580645161291,10.64,1,101
10,5.05,-0.999009900990099,17.36,2,101
11,8.85,-1.031638418079096,30.400000000000002,3,101
12,12.25,-1.060816326530612,42.12,4,101
13,29.9,-1.2147892976588628,103.8,5,101
14,37.1,-1.2790781671159028,129.6,6,101
15,44.3,-1.3448036117381488,156.,7,101
16,51.4,-1.4114630350194552,182.72,8,101
17,3.1,-1.1129032258064515,10.120000000000001,1,103
18,5.05,-1.101980198019802,16.52,2,103
19,8.85,-1.0807909604519774,28.96,3,103
20,12.25,-1.0616326530612243,40.08,4,103
21,29.9,-0.9609832775919732,98.24000000000001,5,103
22,37.1,-0.9195579514824797,122.24000000000001,6,103
23,44.3,-0.8777832957110608,146.44,7,103
24,51.4,-0.8361089494163424,170.56,8,103
25,3.1,-1.8951612903225807,-1.,1,106
26,5.05,-1.9059405940594059,-1.6,2,106
27,8.85,-1.9276836158192092,-2.8000000000000003,3,106
28,12.25,-1.94734693877551,-3.92,4,106
29,29.9,-2.0495518394648826,-9.56,5,106
30,37.1,-2.0915040431266845,-11.92,6,106
31,44.3,-2.134401805869074,-14.280000000000001,7,106
32,51.4,-2.1766614785992218,-16.6,8,106
33,3.1,2.0612903225806454,13.88,1,138
34,5.05,2.0772277227722773,22.6,2,138
35,8.85,2.110169491525424,39.64,3,138
36,12.25,2.1391836734693874,54.92,4,138
37,29.9,2.29266889632107,135.32,5,138
38,37.1,2.3568140161725064,168.92000000000002,6,138
39,44.3,2.4224424379232503,203.32,7,138
40,51.4,2.4888793774319065,238.12,8,138
41,3.1,-1.8306451612903225,-3.3200000000000003,1,141
42,5.05,-1.8475247524752476,-5.4,2,141
43,8.85,-1.87909604519774,-9.44,3,141
44,12.25,-1.907755102040816,-13.120000000000001,4,141
45,29.9,-2.058080267558528,-32.28,5,141
46,37.1,-2.1206469002695414,-40.28,6,141
47,44.3,-2.1852099322799097,-48.480000000000004,7,141
48,51.4,-2.2498871595330736,-56.72,8,141
49,3.1,1.8838709677419354,-0.32,1,183
50,5.05,1.8752475247524754,-0.52,2,183
51,8.85,1.8598870056497177,-0.92,3,183
52,12.25,1.8453061224489795,-1.28,4,183
53,29.9,1.7707290969899665,-3.16,5,183
54,37.1,1.7400485175202154,-3.92,6,183
55,44.3,1.7093634311512413,-4.68,7,183
56,51.4,1.6787003891050583,-5.48,8,183
57,3.1,2.9838709677419355,0.64,1,184
58,5.05,3.000990099009901,1.,2,184
59,8.85,3.0338983050847457,1.8,3,184
60,12.25,3.064081632653061,2.48,4,184
61,29.9,-3.061591973244147,6.12,5,184
62,37.1,-2.995940700808625,7.640000000000001,6,184
63,44.3,-2.927990970654627,9.200000000000001,7,184
64,51.4,-2.8596381322957196,10.76,8,184
65,3.1,1.2774193548387096,-12.36,1,188
66,5.05,1.299009900990099,-20.12,2,188
67,8.85,1.3401129943502825,-35.32,3,188
68,12.25,1.377142857142857,-48.96,4,188
69,29.9,1.573096989966555,-121.28,5,188
70,37.1,1.6565606469002694,-152.04,6,188
71,44.3,1.7429029345372458,-184.,7,188
72,51.4,1.8327587548638131,-217.04,8,188
73,3.1,2.2435483870967743,-12.88,1,190
74,5.05,2.2663366336633666,-20.96,2,190
75,8.85,2.309039548022599,-36.76,3,190
76,12.25,2.347755102040816,-50.96,4,190
77,29.9,2.55352508361204,-126.52,5,190
78,37.1,2.6417358490566034,-158.8,6,190
79,44.3,2.733047404063205,-192.44,7,190
80,51.4,2.8290116731517507,-227.48000000000002,8,190
81,3.1,-1.0241935483870968,0.76,1,225
82,5.05,-1.0405940594059406,1.24,2,225
83,8.85,-1.0706214689265536,2.2,3,225
84,12.25,-1.097551020408163,3.04,4,225
85,29.9,-1.2407157190635452,7.48,5,225
86,37.1,-1.3001563342318057,9.32,6,225
87,44.3,-1.3610744920993227,11.200000000000001,7,225
88,51.4,-1.422509727626459,13.120000000000001,8,225
89,3.1,-1.0193548387096774,14.88,1,353
90,5.05,-1.0732673267326733,24.32,2,353
91,8.85,-1.1796610169491526,42.88,3,353
92,12.25,-1.277142857142857,59.96,4,353
93,29.9,-1.894561872909699,168.20000000000002,5,353
94,3.1,-2.2983870967741935,-6.4,1,579
95,5.05,-2.3227722772277226,-10.44,2,579
96,8.85,-2.369491525423729,-18.32,3,579
97,12.25,-2.411428571428571,-25.400000000000002,4,579
98,29.9,-2.6369899665551837,-63.2,5,579
99,37.1,-2.733838274932614,-79.52,6,579
100,44.3,-2.8365056433408573,-96.72,7,579
101,51.4,-2.9448365758754864,-114.88,8,579
102,3.1,-1.5629032258064517,3.04,1,580
103,5.05,-1.5514851485148515,4.96,2,580
104,8.85,-1.528813559322034,8.68,3,580
105,12.25,-1.5089795918367346,12.040000000000001,4,580
106,29.9,-1.405257525083612,29.48,5,580
107,37.1,-1.362474393530997,36.68,6,580
108,44.3,-1.3192460496613994,43.92,7,580
109,51.4,-1.276124513618677,51.2,8,580
110,3.1,-0.8596774193548387,-4.6000000000000005,1,581
111,5.05,-0.8207920792079209,-7.5200000000000005,2,581
112,8.85,-0.744632768361582,-13.24,3,581
113,12.25,-0.6755102040816325,-18.400000000000002,4,581
114,29.9,-0.28450836120401335,-47.64,5,581
115,37.1,-0.0914609164420485,-62.08,6,581
116,44.3,0.1577200902934537,-80.68,7,581
117,3.1,0.2903225806451613,10.48,1,688
118,5.05,0.29306930693069305,17.080000000000002,2,688
119,8.85,0.29887005649717513,29.92,3,688
120,12.25,0.30448979591836733,41.44,4,688
121,29.9,0.3326086956521739,101.12,5,688
122,37.1,0.3441239892183288,125.52,6,688
123,44.3,0.35565688487584646,149.92000000000002,7,688
124,51.4,0.366988326848249,174.,8,688
125,3.1,3.0451612903225804,-0.32,1,719
126,5.05,3.0326732673267327,-0.48,2,719
127,8.85,3.0056497175141246,-0.88,3,719
128,12.25,2.9820408163265304,-1.2,4,719
129,29.9,2.8579331103678927,-2.92,5,719
130,37.1,2.8066037735849054,-3.64,6,719
131,44.3,2.7543837471783292,-4.4,7,719
132,51.4,2.702007782101167,-5.12,8,719
133,3.1,2.685483870967742,-9.24,1,725
134,5.05,2.6891089108910893,-15.040000000000001,2,725
135,8.85,2.697175141242938,-26.32,3,725
136,12.25,2.704081632653061,-36.480000000000004,4,725
137,29.9,2.7416053511705685,-89.04,5,725
138,37.1,2.756840970350404,-110.52,6,725
139,44.3,2.7721896162528212,-132.04,7,725
140,51.4,2.7872723735408558,-153.28,8,725
141,3.1,-1.6903225806451614,-8.8,1,726
142,5.05,-1.7257425742574257,-14.36,2,726
143,8.85,-1.7966101694915255,-25.240000000000002,3,726
144,12.25,-1.8608163265306121,-35.08,4,726
145,29.9,-2.217505016722408,-89.96000000000001,5,726
146,37.1,-2.3870566037735848,-116.08,6,726
147,44.3,-2.5901399548532726,-147.36,7,726
