PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,799.96,-89.018,-513.876,-343.43,500.0,1.0,1.0,850.0,689.0
15.0,1120.092,641.334,-155.288,754.441,500.0,-1.0,1.0,850.0,690.0
