particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
229.0,0.017,0.162,0.987,0.367,3.498,21.271,1.0,211.0,54.0,0.14
231.0,0.068,0.209,0.976,1.423,4.375,20.462,1.0,211.0,54.0,0.14
239.0,0.026,0.184,0.982,0.18,1.275,6.816,1.0,211.0,54.0,0.14
243.0,0.135,0.298,0.941,0.217,0.482,1.52,-1.0,-211.0,54.0,0.14
248.0,0.885,0.121,0.193,1.073,0.147,0.234,-1.0,-321.0,54.0,0.494
249.0,0.538,0.709,0.078,0.167,0.221,0.024,1.0,211.0,54.0,0.14
252.0,0.282,-0.916,0.054,0.141,-0.456,0.027,1.0,211.0,54.0,0.14
323.0,-0.371,0.435,0.817,-2.624,3.074,5.772,1.0,321.0,54.0,0.494
355.0,0.041,0.161,0.985,0.116,0.457,2.798,-1.0,-211.0,54.0,0.14
361.0,0.064,0.188,0.98,4.385,12.917,67.186,1.0,211.0,54.0,0.14
362.0,0.071,0.188,0.98,5.936,15.747,81.999,-1.0,-211.0,54.0,0.14
364.0,0.082,0.193,0.978,1.66,3.882,19.709,-1.0,-211.0,54.0,0.14
368.0,0.065,0.184,0.981,7.541,21.281,113.314,1.0,211.0,54.0,0.14
373.0,0.085,0.201,0.976,2.017,4.789,23.251,-1.0,-211.0,54.0,0.14
374.0,0.049,0.264,0.963,0.246,1.337,4.873,1.0,211.0,54.0,0.14
375.0,0.144,0.116,0.976,0.175,0.142,1.187,-1.0,-211.0,54.0,0.14
377.0,0.376,-0.306,0.867,0.45,-0.366,1.037,1.0,211.0,54.0,0.14
379.0,0.982,-0.08,0.078,0.899,-0.073,0.072,1.0,211.0,54.0,0.14
380.0,0.446,-0.437,0.532,0.109,-0.107,0.13,-1.0,-211.0,54.0,0.14
382.0,0.681,-0.356,0.615,0.547,-0.286,0.494,1.0,211.0,54.0,0.14
384.0,0.575,-0.204,0.784,0.719,-0.256,0.98,-1.0,-211.0,54.0,0.14
387.0,0.445,-0.013,0.851,0.223,-0.006,0.425,1.0,211.0,54.0,0.14
388.0,0.751,-0.527,0.249,0.338,-0.237,0.112,-1.0,-211.0,54.0,0.14
393.0,0.797,-0.079,-0.474,0.304,-0.03,-0.181,-1.0,-211.0,54.0,0.14
407.0,-0.394,0.395,0.83,-5.353,5.373,11.274,1.0,211.0,54.0,0.14
409.0,-0.431,0.349,0.831,-2.349,1.9,4.527,-1.0,-211.0,54.0,0.14
414.0,-0.379,0.483,0.789,-0.495,0.631,1.031,-1.0,11.0,54.0,0.001
420.0,0.242,0.163,-0.955,0.685,0.459,-2.699,1.0,211.0,54.0,0.14
421.0,0.346,0.006,-0.937,1.106,0.018,-2.991,-1.0,-211.0,54.0,0.14
423.0,-0.134,-0.142,-0.974,-0.163,-0.172,-1.186,1.0,211.0,54.0,0.14
424.0,0.616,0.043,-0.775,0.652,0.046,-0.821,-1.0,-211.0,54.0,0.14
475.0,0.846,-0.157,-0.509,0.642,-0.119,-0.386,-1.0,11.0,54.0,0.001
526.0,-0.41,0.177,-0.883,-0.39,0.169,-0.84,1.0,211.0,54.0,0.14
528.0,-0.165,-0.341,-0.918,-0.187,-0.387,-1.043,-1.0,-211.0,54.0,0.14
535.0,0.43,-0.823,-0.009,0.162,-0.31,-0.003,1.0,211.0,54.0,0.14
536.0,0.811,0.311,0.19,0.248,0.095,0.058,-1.0,-211.0,54.0,0.14
546.0,-0.154,-0.453,-0.869,-0.171,-0.505,-0.967,-1.0,-211.0,54.0,0.14
548.0,-0.562,-0.562,-0.561,-0.337,-0.337,-0.337,1.0,211.0,54.0,0.14
549.0,0.558,-0.271,-0.587,0.15,-0.073,-0.157,-1.0,-211.0,54.0,0.14
553.0,0.099,-0.507,-0.856,1.2,-6.145,-10.368,1.0,211.0,54.0,0.14
554.0,0.074,-0.438,-0.896,0.504,-2.997,-6.135,-1.0,-211.0,54.0,0.14
555.0,0.093,-0.449,-0.889,6.741,-32.6,-64.514,-1.0,-211.0,54.0,0.14
578.0,-0.45,0.697,-0.282,-466.707,722.564,-292.924,1.0,-15.0,54.0,500.0
579.0,0.318,-0.738,-0.404,363.793,-844.803,-462.045,-1.0,15.0,54.0,500.0
592.0,0.737,0.083,0.599,1.208,0.136,0.982,-1.0,-321.0,54.0,0.494
593.0,0.305,0.285,0.908,3.127,2.925,9.317,1.0,321.0,54.0,0.494
594.0,0.27,0.187,0.94,1.519,1.052,5.284,-1.0,-321.0,54.0,0.494
600.0,0.213,0.289,0.932,0.625,0.85,2.738,1.0,211.0,54.0,0.14
601.0,0.349,0.283,0.893,3.026,2.454,7.752,-1.0,-211.0,54.0,0.14
609.0,0.876,0.426,0.203,1.226,0.597,0.284,1.0,211.0,54.0,0.14
611.0,0.561,0.117,0.814,0.796,0.166,1.155,-1.0,-211.0,54.0,0.14
622.0,0.919,0.283,0.272,3.646,1.122,1.079,1.0,211.0,54.0,0.14
624.0,0.394,-0.132,0.896,1.235,-0.412,2.807,1.0,321.0,54.0,0.494
625.0,0.536,-0.305,0.784,1.051,-0.597,1.536,-1.0,-211.0,54.0,0.14
