hit_id,r,phi,z,layer_id,particle_id
1,3.1,-0.38064516129032255,-10.72,1,97
2,5.05,-0.3722772277227723,-17.48,2,97
3,8.85,-0.35649717514124296,-30.64,3,97
4,12.25,-0.3428571428571428,-42.4,4,97
5,29.9,-0.2706354515050167,-103.72,5,97
6,37.1,-0.24111590296495952,-128.88,6,97
7,44.3,-0.21144469525959367,-154.16,7,97
8,51.4,-0.1819727626459144,-179.20000000000002,8,97
9,3.1,-2.7306451612903224,3.44,1,102
10,5.05,-2.7524752475247527,5.6000000000000005,2,102
11,8.85,-2.7943502824858757,9.84,3,102
12,12.25,-2.831428571428571,13.64,4,102
13,29.9,-3.0299799331103676,33.84,5,102
14,37.1,-3.1144366576819404,42.44,6,102
15,44.3,3.080952595936794,51.36,7,102
16,51.4,2.9899494163424123,60.64,8,102
17,3.1,-1.25,11.040000000000001,1,103
18,5.05,-1.2425742574257426,18.,2,103
19,8.85,-1.2293785310734464,31.52,3,103
20,12.25,-1.217142857142857,43.64,4,103
21,29.9,-1.1534983277591973,106.72,5,103
22,37.1,-1.1273153638814015,132.56,6,103
23,44.3,-1.101200902934537,158.52,7,103
24,51.4,-1.0752996108949415,184.20000000000002,8,103
25,3.1,1.5548387096774194,9.8,1,104
26,5.05,1.5504950495049505,15.96,2,104
27,8.85,1.540677966101695,27.96,3,104
28,12.25,1.5326530612244897,38.68,4,104
29,29.9,1.4892909698996655,94.52,5,104
30,37.1,1.471530997304582,117.36,6,104
31,44.3,1.453787810383747,140.20000000000002,7,104
32,51.4,1.43620233463035,162.8,8,104
33,3.1,-2.1145161290322583,4.64,1,169
34,5.05,-2.102970297029703,7.5600000000000005,2,169
35,8.85,-2.0807909604519774,13.24,3,169
36,12.25,-2.060816326530612,18.32,4,169
37,29.9,-1.9561939799331103,44.92,5,169
38,37.1,-1.9130727762803232,55.88,6,169
39,44.3,-1.8695395033860043,67.,7,169
40,51.4,-1.8261439688715952,78.04,8,169
41,3.1,0.8806451612903226,15.68,1,175
42,5.05,0.8445544554455445,25.6,2,175
43,8.85,0.7740112994350282,45.,3,175
44,12.25,0.710204081632653,62.56,4,175
45,29.9,0.3537591973244147,160.32,5,175
46,37.1,0.18402156334231803,206.84,6,175
47,44.3,-0.01911060948081264,262.52,7,175
48,3.1,-0.4532258064516129,-6.24,1,188
49,5.05,-0.45841584158415843,-10.16,2,188
50,8.85,-0.46723163841807913,-17.84,3,188
51,12.25,-0.4751020408163265,-24.68,4,188
52,29.9,-0.5154581939799331,-60.24,5,188
53,37.1,-0.5319029649595687,-74.8,6,188
54,44.3,-0.5484514672686229,-89.36,7,188
55,51.4,-0.5648365758754863,-103.72,8,188
56,3.1,0.785483870967742,-2.,1,189
57,5.05,0.8158415841584159,-3.2800000000000002,2,189
58,8.85,0.8734463276836159,-5.76,3,189
59,12.25,0.9257142857142856,-8.,4,189
60,29.9,1.2095585284280936,-20.12,5,189
61,37.1,1.33699730458221,-25.560000000000002,6,189
62,44.3,1.4758148984198645,-31.48,7,189
63,51.4,1.633852140077821,-38.2,8,189
64,3.1,2.079032258064516,-18.68,1,233
65,5.05,2.0693069306930694,-30.44,2,233
66,8.85,2.0508474576271185,-53.36,3,233
67,12.25,2.033469387755102,-73.92,4,233
68,29.9,1.9444816053511704,-180.96,5,233
69,37.1,1.9077574123989216,-225.,6,233
70,44.3,1.8709209932279907,-269.36,7,233
71,51.4,1.834147859922179,-313.48,8,233
72,3.1,1.929032258064516,-7.84,1,238
73,5.05,1.9534653465346534,-12.76,2,238
74,8.85,2.,-22.400000000000002,3,238
75,12.25,2.0420408163265305,-31.080000000000002,4,238
76,29.9,2.2665150501672238,-77.4,5,238
77,37.1,2.3635956873315362,-97.36,6,238
78,44.3,2.4651151241534985,-118.4,7,238
79,51.4,2.573217898832685,-140.6,8,238
80,3.1,3.029032258064516,11.6,1,452
81,5.05,3.0405940594059406,18.88,2,452
82,8.85,3.0610169491525423,33.12,3,452
83,12.25,3.0799999999999996,45.84,4,452
84,29.9,-3.105030100334448,112.36,5,452
