particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
50.0,-0.648,-0.674,0.008,-0.255,-0.265,0.003,1.0,211.0,4.0,0.14
116.0,-0.026,-0.192,-0.976,-0.037,-0.276,-1.403,-1.0,-211.0,4.0,0.14
118.0,0.444,0.24,-0.849,0.4,0.216,-0.765,1.0,211.0,4.0,0.14
122.0,0.041,0.282,0.958,0.13,0.896,3.041,1.0,211.0,4.0,0.14
140.0,-0.132,0.108,0.982,-0.232,0.19,1.724,1.0,211.0,4.0,0.14
141.0,0.154,-0.195,0.956,0.136,-0.172,0.843,1.0,211.0,4.0,0.14
205.0,0.408,-0.837,0.079,0.16,-0.328,0.031,-1.0,-211.0,4.0,0.14
583.0,-0.071,-0.447,-0.801,-0.025,-0.159,-0.286,-1.0,-211.0,4.0,0.14
585.0,0.683,-0.297,-0.666,2.042,-0.889,-1.992,1.0,211.0,4.0,0.14
586.0,0.544,-0.335,-0.736,0.342,-0.211,-0.463,-1.0,-211.0,4.0,0.14
587.0,0.053,-0.559,-0.822,0.076,-0.802,-1.179,1.0,211.0,4.0,0.14
588.0,0.699,-0.277,-0.657,1.768,-0.699,-1.661,-1.0,-211.0,4.0,0.14
590.0,-0.015,-0.223,-0.973,-0.04,-0.596,-2.601,-1.0,-211.0,4.0,0.14
591.0,0.481,-0.615,-0.572,0.938,-1.2,-1.116,1.0,321.0,4.0,0.494
783.0,0.742,-0.29,0.579,2.129,-0.833,1.662,-1.0,-321.0,4.0,0.494
786.0,0.122,-0.314,-0.862,0.045,-0.116,-0.318,-1.0,-211.0,4.0,0.14
788.0,-0.1,0.682,-0.519,-0.098,0.668,-0.508,-1.0,-321.0,4.0,0.494
790.0,-0.614,0.393,-0.68,-1.124,0.72,-1.246,1.0,211.0,4.0,0.14
791.0,-0.496,0.717,-0.462,-0.425,0.615,-0.396,-1.0,-211.0,4.0,0.14
841.0,0.572,0.178,0.801,0.224,0.07,0.315,1.0,-11.0,4.0,0.001
864.0,0.159,-0.224,-0.956,0.215,-0.304,-1.296,1.0,211.0,4.0,0.14
865.0,0.102,-0.446,-0.886,0.174,-0.761,-1.513,-1.0,-211.0,4.0,0.14
867.0,0.209,-0.564,-0.798,0.753,-2.031,-2.87,1.0,211.0,4.0,0.14
975.0,0.563,-0.586,0.579,1.271,-1.323,1.305,1.0,211.0,4.0,0.14
978.0,0.253,-0.061,0.949,0.198,-0.048,0.744,-1.0,-211.0,4.0,0.14
979.0,-0.296,-0.924,-0.173,-0.244,-0.762,-0.142,1.0,211.0,4.0,0.14
980.0,0.789,-0.137,0.135,0.189,-0.033,0.032,-1.0,-211.0,4.0,0.14
981.0,0.064,-0.708,0.279,0.049,-0.541,0.213,1.0,321.0,4.0,0.494
987.0,-0.881,-0.299,-0.332,-0.779,-0.265,-0.294,1.0,211.0,4.0,0.14
990.0,-0.346,-0.4,0.346,-0.22,-0.255,0.22,-1.0,-321.0,4.0,0.494
991.0,-0.606,0.596,0.522,-1.169,1.15,1.008,1.0,211.0,4.0,0.14
1093.0,0.396,-0.016,0.877,0.202,-0.008,0.448,1.0,211.0,4.0,0.14
1094.0,0.178,0.116,0.974,0.328,0.214,1.793,-1.0,-211.0,4.0,0.14
1095.0,0.175,-0.42,0.724,0.047,-0.113,0.195,1.0,211.0,4.0,0.14
1096.0,0.535,0.119,0.836,2.247,0.5,3.51,-1.0,-211.0,4.0,0.14
1100.0,0.593,0.127,0.755,0.33,0.071,0.421,1.0,211.0,4.0,0.14
1101.0,0.294,0.409,0.862,0.752,1.049,2.208,-1.0,-211.0,4.0,0.14
1103.0,0.01,0.239,0.971,0.201,4.748,19.253,1.0,211.0,4.0,0.14
1105.0,0.065,0.247,0.967,1.068,4.06,15.866,-1.0,-211.0,4.0,0.14
1108.0,-0.23,0.129,0.964,-1.075,0.604,4.515,1.0,211.0,4.0,0.14
1109.0,0.094,0.485,0.866,0.185,0.961,1.716,-1.0,-211.0,4.0,0.14
1110.0,-0.224,0.282,0.926,-0.275,0.347,1.139,1.0,211.0,4.0,0.14
1113.0,0.089,0.771,0.584,0.052,0.449,0.34,1.0,211.0,4.0,0.14
1137.0,0.674,0.311,0.664,1.016,0.469,1.002,1.0,211.0,4.0,0.14
1138.0,-0.211,0.759,-0.328,-0.056,0.203,-0.088,-1.0,-211.0,4.0,0.14
1139.0,0.155,-0.337,-0.858,0.061,-0.133,-0.338,1.0,211.0,4.0,0.14
1140.0,-0.067,-0.243,0.911,-0.029,-0.105,0.391,-1.0,-211.0,4.0,0.14
1143.0,-0.174,0.078,-0.978,-0.292,0.13,-1.638,1.0,211.0,4.0,0.14
1163.0,-0.788,0.482,0.126,-0.304,0.186,0.048,1.0,211.0,4.0,0.14
1165.0,-0.129,0.77,-0.581,-0.273,1.635,-1.233,1.0,321.0,4.0,0.494
1167.0,-0.493,0.245,-0.795,-0.269,0.134,-0.434,1.0,211.0,4.0,0.14
1168.0,0.197,0.617,-0.761,0.58,1.816,-2.238,-1.0,-211.0,4.0,0.14
1221.0,-0.136,0.154,-0.96,-0.099,0.112,-0.699,1.0,211.0,4.0,0.14
1229.0,-0.303,-0.269,-0.835,-0.114,-0.101,-0.313,1.0,211.0,4.0,0.14
1230.0,0.236,0.091,0.962,0.317,0.122,1.292,-1.0,-211.0,4.0,0.14
1421.0,0.174,-0.003,-0.984,0.921,-0.018,-5.207,-1.0,-211.0,4.0,0.14
1468.0,0.421,-0.717,0.552,0.901,-1.534,1.182,1.0,211.0,4.0,0.14
1469.0,-0.031,-0.937,-0.297,-0.024,-0.717,-0.227,-1.0,-211.0,4.0,0.14
1470.0,-0.278,-0.634,-0.337,-0.215,-0.49,-0.261,1.0,321.0,4.0,0.494
1471.0,-0.034,-0.498,-0.543,-0.025,-0.364,-0.397,-1.0,-321.0,4.0,0.494
1476.0,-0.319,-0.413,-0.842,-0.322,-0.417,-0.849,-1.0,-211.0,4.0,0.14
1480.0,-0.87,-0.184,-0.409,-0.592,-0.125,-0.278,-1.0,-211.0,4.0,0.14
1482.0,-0.909,-0.001,-0.401,-1.078,-0.002,-0.476,1.0,211.0,4.0,0.14
1485.0,-0.571,-0.257,0.758,-0.429,-0.193,0.57,-1.0,-211.0,4.0,0.14
1487.0,-0.546,-0.232,0.785,-0.423,-0.18,0.608,1.0,211.0,4.0,0.14
1488.0,-0.664,-0.459,0.579,-0.796,-0.549,0.693,-1.0,-211.0,4.0,0.14
1490.0,-0.432,-0.419,0.796,-0.931,-0.903,1.718,1.0,211.0,4.0,0.14
1491.0,0.041,-0.672,0.732,0.057,-0.922,1.004,-1.0,-211.0,4.0,0.14
1502.0,-0.238,-0.62,0.747,-1.429,-3.728,4.49,1.0,211.0,4.0,0.14
1503.0,-0.175,-0.125,0.976,-1.021,-0.727,5.679,1.0,-13.0,4.0,0.106
1510.0,-0.116,-0.159,0.979,-0.303,-0.417,2.563,-1.0,-211.0,4.0,0.14
1513.0,-0.13,-0.168,0.974,-0.232,-0.3,1.732,1.0,211.0,4.0,0.14
1517.0,0.007,-0.176,0.983,0.021,-0.536,3.0,-1.0,-211.0,4.0,0.14
1521.0,0.434,0.338,0.826,0.488,0.38,0.928,1.0,211.0,4.0,0.14
1523.0,0.183,0.38,0.905,0.44,0.915,2.179,-1.0,-211.0,4.0,0.14
1525.0,0.088,0.236,0.966,0.217,0.585,2.396,1.0,211.0,4.0,0.14
1526.0,0.111,0.259,0.958,0.362,0.842,3.114,-1.0,-211.0,4.0,0.14
1530.0,-0.125,0.289,0.948,-0.366,0.846,2.773,1.0,211.0,4.0,0.14
1532.0,-0.175,0.395,0.895,-0.23,0.52,1.177,-1.0,-211.0,4.0,0.14
1536.0,-0.771,0.135,0.169,-0.18,0.032,0.039,-1.0,-211.0,4.0,0.14
1539.0,0.02,-0.281,0.877,0.007,-0.101,0.314,-1.0,-211.0,4.0,0.14
1587.0,0.094,0.14,-0.985,0.485,0.718,-5.057,-1.0,-211.0,4.0,0.14
1588.0,0.017,0.222,-0.974,0.048,0.604,-2.647,1.0,211.0,4.0,0.14
1592.0,0.142,0.147,-0.979,0.927,0.954,-6.372,-1.0,-211.0,4.0,0.14
1607.0,0.254,-0.161,-0.929,0.163,-0.103,-0.595,1.0,211.0,4.0,0.14
1609.0,-0.001,-0.187,-0.973,-0.001,-0.189,-0.984,1.0,211.0,4.0,0.14
1610.0,0.286,-0.32,-0.876,0.179,-0.2,-0.549,-1.0,-211.0,4.0,0.14
