hit_id,r,phi,z,layer_id,particle_id
1,3.1,-0.646774193548387,13.4,1,304
2,5.05,-0.6504950495049505,21.8,2,304
3,8.85,-0.6598870056497176,38.24,3,304
4,12.25,-0.6677551020408162,52.92,4,304
5,29.9,-0.7092240802675585,129.28,5,304
6,37.1,-0.7262803234501347,160.48,6,304
7,44.3,-0.7433182844243792,191.72,7,304
8,51.4,-0.7601050583657587,222.56,8,304
9,3.1,0.027419354838709678,2.24,1,309
10,5.05,0.025742574257425745,3.6,2,309
11,8.85,0.023728813559322035,6.36,3,309
12,12.25,0.021224489795918365,8.76,4,309
13,29.9,0.008983277591973244,21.44,5,309
14,37.1,0.00412398921832884,26.6,6,309
15,44.3,-0.0008442437923250563,31.76,7,309
16,51.4,-0.005754863813229572,36.84,8,309
17,3.1,1.3161290322580645,1.84,1,313
18,5.05,1.3445544554455446,3.,2,313
19,8.85,1.4011299435028248,5.28,3,313
20,12.25,1.4522448979591835,7.32,4,313
21,29.9,1.7288829431438126,18.400000000000002,5,313
22,37.1,1.8520377358490563,23.32,6,313
23,44.3,1.986198645598194,28.68,7,313
24,51.4,2.1363112840466925,34.72,8,313
25,3.1,0.8983870967741936,-1.16,1,314
26,5.05,0.8920792079207921,-1.8800000000000001,2,314
27,8.85,0.8796610169491526,-3.3200000000000003,3,314
28,12.25,0.8685714285714284,-4.6000000000000005,4,314
29,29.9,0.8109966555183946,-11.200000000000001,5,314
30,37.1,0.7875902964959568,-13.92,6,314
31,44.3,0.7638871331828442,-16.64,7,314
32,51.4,0.7405914396887159,-19.32,8,314
33,3.1,0.3193548387096774,-0.24,1,316
34,5.05,0.32772277227722774,-0.4,2,316
35,8.85,0.34576271186440677,-0.72,3,316
36,12.25,0.3612244897959183,-1.,4,316
37,29.9,0.4430234113712374,-2.44,5,316
38,37.1,0.47645822102425867,-3.04,6,316
39,44.3,0.5105372460496613,-3.64,7,316
40,51.4,0.5439338521400778,-4.24,8,316
41,3.1,-1.1903225806451614,-1.16,1,318
42,5.05,-1.199009900990099,-1.8800000000000001,2,318
43,8.85,-1.2163841807909606,-3.2800000000000002,3,318
44,12.25,-1.2318367346938774,-4.5600000000000005,4,318
45,29.9,-1.3138327759197324,-11.120000000000001,5,318
46,37.1,-1.3475363881401616,-13.84,6,318
47,44.3,-1.38141309255079,-16.56,7,318
48,51.4,-1.4149688715953306,-19.28,8,318
49,3.1,-0.46774193548387094,-2.72,1,320
50,5.05,-0.45841584158415843,-4.4,2,320
51,8.85,-0.4401129943502825,-7.72,3,320
52,12.25,-0.42326530612244895,-10.72,4,320
53,29.9,-0.33567892976588626,-26.240000000000002,5,320
54,37.1,-0.2997681940700808,-32.6,6,320
55,44.3,-0.2635575620767494,-39.04,7,320
