particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
101.0,-0.047,-0.556,0.815,-0.042,-0.494,0.724,1.0,211.0,21.0,0.14
102.0,0.258,-0.619,-0.372,0.056,-0.135,-0.081,-1.0,-211.0,21.0,0.14
104.0,0.212,-0.844,-0.445,0.14,-0.556,-0.293,1.0,211.0,21.0,0.14
105.0,0.258,-0.059,-0.962,0.523,-0.12,-1.945,-1.0,-211.0,21.0,0.14
106.0,0.22,-0.096,-0.966,0.31,-0.135,-1.36,1.0,211.0,21.0,0.14
111.0,0.168,-0.174,-0.969,0.477,-0.494,-2.748,-1.0,-211.0,21.0,0.14
164.0,0.058,-0.639,0.732,0.036,-0.393,0.45,-1.0,-211.0,21.0,0.14
166.0,0.468,0.522,-0.684,0.325,0.362,-0.475,1.0,211.0,21.0,0.14
167.0,-0.391,-0.747,-0.252,-0.115,-0.22,-0.074,-1.0,-211.0,21.0,0.14
168.0,0.128,-0.308,-0.941,0.372,-0.899,-2.746,1.0,211.0,21.0,0.14
169.0,0.182,-0.235,-0.955,4.005,-5.171,-20.99,-1.0,-211.0,21.0,0.14
176.0,0.14,-0.128,-0.982,2.722,-2.502,-19.14,1.0,321.0,21.0,0.494
178.0,0.181,-0.181,-0.966,2.291,-2.295,-12.261,-1.0,-321.0,21.0,0.494
179.0,0.167,-0.135,-0.977,1.385,-1.115,-8.096,1.0,211.0,21.0,0.14
183.0,0.188,-0.148,-0.971,1.808,-1.421,-9.314,-1.0,-211.0,21.0,0.14
184.0,0.123,-0.144,-0.982,2.001,-2.339,-15.958,1.0,211.0,21.0,0.14
187.0,0.176,-0.291,-0.928,0.165,-0.273,-0.871,-1.0,-211.0,21.0,0.14
199.0,-0.212,-0.095,0.971,-0.633,-0.284,2.899,1.0,211.0,21.0,0.14
200.0,0.121,0.161,0.977,0.254,0.336,2.042,-1.0,-211.0,21.0,0.14
201.0,0.76,-0.149,-0.547,0.335,-0.065,-0.241,1.0,211.0,21.0,0.14
202.0,0.031,0.407,-0.905,0.037,0.482,-1.07,-1.0,-211.0,21.0,0.14
205.0,0.096,-0.146,-0.97,0.281,-0.428,-2.832,1.0,321.0,21.0,0.494
229.0,0.107,-0.193,-0.974,0.312,-0.562,-2.827,1.0,211.0,21.0,0.14
230.0,0.259,-0.264,-0.926,0.49,-0.5,-1.753,-1.0,-211.0,21.0,0.14
267.0,0.026,-0.028,0.141,13.346,-13.997,71.091,1.0,-15.0,21.0,500.0
268.0,-0.086,0.096,-0.079,-43.293,48.403,-39.829,-1.0,15.0,21.0,500.0
