particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
87.0,-0.221,-0.068,-0.971,-0.595,-0.182,-2.614,-1.0,-211.0,72.0,0.14
90.0,0.622,-0.32,0.687,0.445,-0.229,0.491,1.0,211.0,72.0,0.14
114.0,0.261,-0.313,-0.613,0.19,-0.228,-0.447,1.0,321.0,72.0,0.494
301.0,0.192,0.666,-0.638,0.08,0.278,-0.266,-1.0,-211.0,72.0,0.14
303.0,-0.308,0.778,0.512,-0.22,0.556,0.366,1.0,211.0,72.0,0.14
304.0,-0.285,-0.829,0.462,-0.297,-0.861,0.48,-1.0,-211.0,72.0,0.14
306.0,-0.214,-0.334,0.89,-0.132,-0.206,0.548,1.0,211.0,72.0,0.14
309.0,-0.021,-0.291,0.956,-0.192,-2.719,8.929,-1.0,-211.0,72.0,0.14
314.0,0.105,-0.296,0.949,1.215,-3.42,10.976,-1.0,-211.0,72.0,0.14
323.0,0.178,0.001,0.984,3.456,0.019,19.048,1.0,321.0,72.0,0.494
336.0,0.029,0.306,0.944,0.032,0.343,1.06,-1.0,-211.0,72.0,0.14
345.0,0.206,0.13,0.968,0.451,0.284,2.118,1.0,211.0,72.0,0.14
347.0,-0.145,-0.843,-0.481,-0.105,-0.612,-0.349,-1.0,-211.0,72.0,0.14
404.0,0.153,0.198,-0.908,0.064,0.082,-0.376,1.0,211.0,72.0,0.14
408.0,0.042,-0.193,-0.979,0.129,-0.599,-3.042,-1.0,-211.0,72.0,0.14
447.0,-0.482,0.632,-0.398,-0.147,0.193,-0.121,1.0,211.0,72.0,0.14
448.0,0.304,-0.905,-0.184,0.181,-0.54,-0.11,-1.0,-211.0,72.0,0.14
451.0,-0.102,-0.561,0.717,-0.036,-0.196,0.25,1.0,211.0,72.0,0.14
452.0,-0.371,0.28,0.881,-0.57,0.43,1.354,-1.0,-211.0,72.0,0.14
456.0,0.142,-0.255,0.956,0.756,-1.359,5.088,1.0,211.0,72.0,0.14
459.0,0.062,-0.333,0.94,0.824,-4.4,12.44,-1.0,-321.0,72.0,0.494
460.0,0.073,-0.266,0.961,0.495,-1.798,6.509,1.0,211.0,72.0,0.14
463.0,0.013,-0.346,0.938,0.056,-1.46,3.955,1.0,211.0,72.0,0.14
469.0,0.093,-0.291,0.952,0.906,-2.846,9.299,-1.0,-211.0,72.0,0.14
471.0,0.156,-0.217,0.963,0.799,-1.111,4.942,1.0,211.0,72.0,0.14
472.0,0.243,-0.192,0.949,0.554,-0.437,2.162,-1.0,-211.0,72.0,0.14
474.0,0.21,-0.022,0.974,0.347,-0.036,1.608,1.0,211.0,72.0,0.14
475.0,0.242,-0.17,0.947,0.266,-0.187,1.041,-1.0,-211.0,72.0,0.14
497.0,-0.565,0.184,0.795,-0.672,0.219,0.946,-1.0,-211.0,72.0,0.14
499.0,0.284,0.161,0.942,0.512,0.29,1.697,1.0,211.0,72.0,0.14
501.0,-0.216,-0.493,0.808,-0.125,-0.285,0.468,-1.0,-211.0,72.0,0.14
503.0,-0.87,0.067,-0.426,-0.507,0.039,-0.248,1.0,211.0,72.0,0.14
504.0,0.624,0.657,-0.189,0.231,0.243,-0.07,-1.0,-211.0,72.0,0.14
506.0,0.224,0.325,-0.911,0.258,0.374,-1.048,1.0,211.0,72.0,0.14
550.0,-0.251,-0.165,-0.949,-0.355,-0.234,-1.343,-1.0,-211.0,72.0,0.14
606.0,0.001,-0.356,0.919,0.001,-0.295,0.76,1.0,211.0,72.0,0.14
607.0,-0.081,-0.271,0.959,-0.456,-1.532,5.415,-1.0,-211.0,72.0,0.14
609.0,0.036,-0.328,0.944,0.234,-2.129,6.133,1.0,211.0,72.0,0.14
610.0,0.057,-0.28,0.958,0.499,-2.449,8.392,-1.0,-211.0,72.0,0.14
636.0,0.097,0.197,-0.966,0.096,0.196,-0.965,1.0,211.0,72.0,0.14
863.0,-0.444,-0.364,0.272,-0.08,-0.066,0.049,-1.0,-211.0,72.0,0.14
888.0,-0.596,0.137,-0.783,-0.728,0.168,-0.957,-1.0,-211.0,72.0,0.14
890.0,-0.531,-0.726,0.415,-0.541,-0.741,0.423,1.0,211.0,72.0,0.14
892.0,-0.18,-0.32,0.926,-0.269,-0.478,1.383,-1.0,-211.0,72.0,0.14
898.0,-0.17,0.008,0.985,-2.022,0.095,11.741,-1.0,-211.0,72.0,0.14
899.0,0.417,0.099,0.887,0.343,0.081,0.729,1.0,211.0,72.0,0.14
970.0,-0.271,-0.318,0.857,-0.125,-0.147,0.396,1.0,211.0,72.0,0.14
975.0,0.081,-0.427,0.887,0.073,-0.386,0.801,1.0,211.0,72.0,0.14
978.0,0.03,-0.974,0.097,0.021,-0.677,0.068,-1.0,-211.0,72.0,0.14
979.0,0.936,0.294,-0.02,0.675,0.212,-0.014,1.0,211.0,72.0,0.14
981.0,-0.015,0.602,-0.599,-0.004,0.159,-0.159,-1.0,-211.0,72.0,0.14
982.0,-0.558,0.534,0.527,-0.219,0.209,0.207,1.0,211.0,72.0,0.14
984.0,0.254,0.937,0.195,0.259,0.955,0.199,-1.0,-211.0,72.0,0.14
985.0,-0.727,0.133,0.597,-1.147,0.21,0.942,1.0,321.0,72.0,0.494
986.0,0.207,0.25,0.045,0.108,0.131,0.023,-1.0,-321.0,72.0,0.494
1116.0,-0.002,0.793,-0.594,-0.002,0.81,-0.606,1.0,211.0,72.0,0.14
1121.0,-0.493,0.114,-0.548,-0.103,0.024,-0.115,-1.0,-211.0,72.0,0.14
1122.0,0.168,0.195,-0.966,1.15,1.335,-6.618,1.0,211.0,72.0,0.14
1123.0,0.104,0.166,-0.981,0.984,1.562,-9.238,-1.0,-211.0,72.0,0.14
1124.0,0.273,0.113,-0.948,1.159,0.479,-4.027,1.0,321.0,72.0,0.494
1128.0,0.249,0.171,-0.897,0.381,0.261,-1.371,-1.0,-321.0,72.0,0.494
1129.0,-0.497,0.167,-0.598,-0.114,0.039,-0.138,1.0,211.0,72.0,0.14
1131.0,-0.323,0.44,-0.834,-0.563,0.767,-1.453,-1.0,-211.0,72.0,0.14
1133.0,-0.241,0.231,-0.942,-0.977,0.936,-3.824,-1.0,-211.0,72.0,0.14
1182.0,-0.053,0.344,0.934,-0.088,0.568,1.539,1.0,211.0,72.0,0.14
1183.0,-0.183,-0.022,0.973,-0.185,-0.022,0.986,-1.0,-211.0,72.0,0.14
1185.0,-0.506,-0.027,0.86,-1.06,-0.056,1.802,-1.0,-211.0,72.0,0.14
1190.0,-0.381,0.898,-0.115,-0.282,0.665,-0.085,1.0,211.0,72.0,0.14
1192.0,-0.451,0.805,-0.365,-0.511,0.913,-0.413,1.0,211.0,72.0,0.14
1193.0,-0.602,0.408,-0.433,-0.158,0.107,-0.114,-1.0,-211.0,72.0,0.14
1195.0,-0.608,0.254,-0.627,-0.205,0.086,-0.211,1.0,211.0,72.0,0.14
1230.0,0.141,-0.077,-0.844,0.136,-0.075,-0.813,-1.0,-321.0,72.0,0.494
1236.0,-0.642,0.08,0.756,-0.945,0.117,1.112,1.0,211.0,72.0,0.14
1237.0,-0.26,0.122,0.948,-0.269,0.126,0.983,-1.0,-211.0,72.0,0.14
1244.0,-0.12,0.274,0.951,-0.227,0.517,1.795,-1.0,-211.0,72.0,0.14
1246.0,-0.317,0.453,0.812,-0.237,0.339,0.609,1.0,211.0,72.0,0.14
1247.0,-0.144,0.246,0.958,-1.115,1.902,7.394,-1.0,-211.0,72.0,0.14
1252.0,-0.106,-0.23,0.966,-0.28,-0.611,2.56,1.0,211.0,72.0,0.14
1275.0,0.654,-0.132,0.743,1.825,-0.368,2.071,-1.0,-211.0,72.0,0.14
1276.0,0.766,-0.278,-0.072,0.186,-0.068,-0.017,1.0,211.0,72.0,0.14
1279.0,0.986,-0.091,-0.138,0.7,-0.065,-0.098,-1.0,11.0,72.0,0.001
1284.0,0.063,0.403,-0.911,0.144,0.914,-2.069,-1.0,-211.0,72.0,0.14
1288.0,0.497,0.317,-0.799,0.584,0.372,-0.938,1.0,211.0,72.0,0.14
1295.0,0.108,0.161,-0.978,0.649,0.966,-5.873,1.0,321.0,72.0,0.494
1296.0,-0.052,0.243,-0.965,-0.094,0.434,-1.725,-1.0,-211.0,72.0,0.14
1306.0,-0.274,-0.605,-0.713,-0.599,-1.323,-1.56,-1.0,-321.0,72.0,0.494
1307.0,-0.05,-0.195,-0.959,-0.035,-0.136,-0.672,1.0,211.0,72.0,0.14
1308.0,0.049,-0.199,-0.871,0.055,-0.219,-0.962,1.0,321.0,72.0,0.494
