hit_id,r,phi,z,layer_id,particle_id
1,3.1,-0.3758064516129032,-16.6,1,284
2,5.05,-0.3900990099009901,-27.080000000000002,2,284
3,8.85,-0.41638418079096046,-47.44,3,284
4,12.25,-0.4404081632653061,-65.72,4,284
5,29.9,-0.5660602006688963,-161.4,5,284
6,37.1,-0.6181401617250672,-201.08,6,284
7,44.3,-0.671020316027088,-241.36,7,284
8,51.4,-0.723988326848249,-281.76,8,284
9,3.1,2.4403225806451614,2.92,1,286
10,5.05,2.4237623762376237,4.76,2,286
11,8.85,2.3915254237288135,8.36,3,286
12,12.25,2.3624489795918366,11.56,4,286
13,29.9,2.209545150501672,28.52,5,286
14,37.1,2.1457574123989214,35.6,6,286
15,44.3,2.0803702031602707,42.84,7,286
16,51.4,2.0140700389105057,50.160000000000004,8,286
17,3.1,2.4935483870967743,10.08,1,289
18,5.05,2.5,16.44,2,289
19,8.85,2.5112994350282487,28.8,3,289
20,12.25,2.5220408163265304,39.84,4,289
21,29.9,2.576040133779264,97.36,5,289
22,37.1,2.598296495956873,120.88,6,289
23,44.3,2.620455981941309,144.48,7,289
24,51.4,2.642408560311284,167.84,8,289
25,3.1,1.117741935483871,1.68,1,296
26,5.05,1.108910891089109,2.7600000000000002,2,296
27,8.85,1.0898305084745763,4.84,3,296
28,12.25,1.073061224489796,6.68,4,296
29,29.9,0.9845217391304347,16.4,5,296
30,37.1,0.948242587601078,20.36,6,296
31,44.3,0.911629796839729,24.400000000000002,7,296
32,51.4,0.8752684824902723,28.36,8,296
33,3.1,2.524193548387097,1.8,1,298
34,5.05,2.5455445544554456,2.92,2,298
35,8.85,2.586440677966102,5.12,3,298
36,12.25,2.623673469387755,7.08,4,298
37,29.9,2.82143143812709,17.6,5,298
38,37.1,2.9056711590296493,22.04,6,298
39,44.3,2.9929209932279908,26.68,7,298
40,51.4,3.0838793774319067,31.48,8,298
41,3.1,1.614516129032258,-3.92,1,301
42,5.05,1.606930693069307,-6.36,2,301
43,8.85,1.5909604519774012,-11.16,3,301
44,12.25,1.5767346938775508,-15.44,4,301
45,29.9,1.5030501672240801,-37.76,5,301
46,37.1,1.4728140161725065,-46.92,6,301
47,44.3,1.4423521444695258,-56.120000000000005,7,301
48,51.4,1.4122568093385213,-65.24,8,301
49,3.1,-2.617741935483871,-3.2,1,303
50,5.05,-2.603960396039604,-5.2,2,303
51,8.85,-2.5785310734463276,-9.16,3,303
52,12.25,-2.555102040816326,-12.64,4,303
53,29.9,-2.434240802675585,-31.080000000000002,5,303
54,37.1,-2.3841239892183284,-38.72,6,303
55,44.3,-2.333259593679458,-46.44,7,303
56,51.4,-2.282167315175097,-54.2,8,303
57,3.1,1.038709677419355,-11.16,1,307
58,5.05,1.0445544554455446,-18.2,2,307
59,8.85,1.056497175141243,-31.92,3,307
60,12.25,1.0673469387755101,-44.160000000000004,4,307
61,29.9,1.1241605351170567,-107.96000000000001,5,307
62,37.1,1.1474770889487869,-134.08,6,307
63,44.3,1.1707358916478554,-160.24,7,307
64,51.4,1.1939027237354085,-186.16,8,307
65,3.1,1.1903225806451614,-8.52,1,351
66,5.05,1.205940594059406,-13.84,2,351
67,8.85,1.2350282485875708,-24.28,3,351
68,12.25,1.2616326530612243,-33.64,4,351
69,29.9,1.4004816053511704,-82.76,5,351
70,37.1,1.4581509433962263,-103.2,6,351
71,44.3,1.5172595936794582,-124.,7,351
72,51.4,1.576568093385214,-145.,8,351
73,3.1,-2.956451612903226,0.36,1,352
74,5.05,-2.9643564356435643,0.6,2,352
75,8.85,-2.9807909604519773,1.08,3,352
76,12.25,-2.9955102040816324,1.48,4,352
77,29.9,-3.07057525083612,3.64,5,352
78,37.1,-3.1016064690026948,4.5200000000000005,6,352
79,44.3,-3.1324514672686226,5.44,7,352
80,51.4,3.1197315175097273,6.32,8,352
81,3.1,-0.09838709677419355,-1.16,1,353
82,5.05,-0.07623762376237624,-1.8800000000000001,2,353
83,8.85,-0.03502824858757062,-3.2800000000000002,3,353
84,12.25,0.0028571428571428567,-4.5200000000000005,4,353
85,29.9,0.2017257525083612,-11.24,5,353
86,37.1,0.2868463611859838,-14.120000000000001,6,353
87,44.3,0.37461399548532726,-17.080000000000002,7,353
88,51.4,0.46660700389105053,-20.16,8,353
89,3.1,1.6887096774193548,2.88,1,355
90,5.05,1.6613861386138613,4.68,2,355
91,8.85,1.6067796610169491,8.2,3,355
92,12.25,1.557551020408163,11.4,4,355
93,29.9,1.2924548494983277,28.560000000000002,5,355
94,37.1,1.1748787061994608,36.160000000000004,6,355
95,44.3,1.0487810383747178,44.36,7,355
96,51.4,0.9086731517509727,53.4,8,355
97,3.1,-0.4532258064516129,-0.08,1,356
98,5.05,-0.43663366336633663,-0.16,2,356
99,8.85,-0.40282485875706214,-0.24,3,356
100,12.25,-0.3730612244897959,-0.36,4,356
101,29.9,-0.21537123745819398,-0.88,5,356
102,37.1,-0.14928840970350402,-1.12,6,356
103,44.3,-0.08173814898419864,-1.32,7,356
104,51.4,-0.012832684824902723,-1.56,8,356
105,3.1,-2.2951612903225804,6.640000000000001,1,360
106,5.05,-2.3059405940594058,10.8,2,360
107,8.85,-2.327683615819209,18.92,3,360
108,12.25,-2.346938775510204,26.2,4,360
109,29.9,-2.4473177257525083,64.24,5,360
110,37.1,-2.4885983827493257,79.92,6,360
111,44.3,-2.530659142212189,95.76,7,360
112,51.4,-2.572225680933852,111.52,8,360
113,3.1,-1.032258064516129,4.08,1,361
114,5.05,-1.0188118811881188,6.640000000000001,2,361
115,8.85,-0.9909604519774011,11.64,3,361
116,12.25,-0.9665306122448979,16.12,4,361
117,29.9,-0.8381739130434782,39.56,5,361
118,37.1,-0.7851159029649595,49.32,6,361
119,44.3,-0.7308848758465011,59.2,7,361
120,51.4,-0.6766264591439688,69.12,8,361
121,3.1,-2.4290322580645163,7.4,1,547
122,5.05,-2.4148514851485148,12.040000000000001,2,547
123,8.85,-2.389265536723164,21.12,3,547
124,12.25,-2.3661224489795916,29.240000000000002,4,547
125,29.9,-2.2441137123745816,71.84,5,547
126,37.1,-2.1938706199460913,89.48,6,547
127,44.3,-2.142460496613995,107.36,7,547
128,51.4,-2.0912645914396886,125.28,8,547
129,3.1,-0.7451612903225806,13.48,1,550
130,5.05,-0.7534653465346535,21.96,2,550
131,8.85,-0.7717514124293785,38.480000000000004,3,550
132,12.25,-0.7873469387755101,53.28,4,550
133,29.9,-0.8705819397993311,130.36,5,550
134,37.1,-0.9047115902964958,162.04,6,550
135,44.3,-0.9390293453724604,193.92000000000002,7,550
136,51.4,-0.9731673151750972,225.56,8,550
137,3.1,1.2967741935483872,2.7600000000000002,1,554
138,5.05,1.302970297029703,4.48,2,554
139,8.85,1.315819209039548,7.88,3,554
140,12.25,1.3273469387755101,10.88,4,554
141,29.9,1.3874046822742474,26.6,5,554
142,37.1,1.4121455525606468,33.04,6,554
