particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
124.0,0.376,0.285,0.877,0.571,0.433,1.334,1.0,211.0,66.0,0.14
241.0,-0.346,-0.413,-0.83,-0.333,-0.398,-0.8,1.0,211.0,66.0,0.14
336.0,-0.236,0.232,0.943,-1.302,1.277,5.2,1.0,211.0,66.0,0.14
337.0,-0.425,0.315,0.848,-2.486,1.841,4.958,-1.0,-211.0,66.0,0.14
341.0,0.857,0.262,0.302,0.369,0.113,0.13,1.0,211.0,66.0,0.14
342.0,-0.185,0.909,-0.33,-0.149,0.733,-0.266,-1.0,-211.0,66.0,0.14
345.0,-0.378,0.661,-0.646,-0.97,1.694,-1.658,1.0,211.0,66.0,0.14
350.0,-0.438,0.773,0.066,-0.134,0.237,0.02,-1.0,-211.0,66.0,0.14
352.0,-0.189,0.714,-0.274,-0.043,0.162,-0.062,1.0,211.0,66.0,0.14
353.0,0.466,-0.006,-0.811,0.184,-0.002,-0.32,-1.0,-211.0,66.0,0.14
365.0,0.174,0.035,-0.983,0.645,0.13,-3.651,1.0,211.0,66.0,0.14
401.0,-0.223,0.014,0.972,-0.442,0.028,1.925,-1.0,-211.0,66.0,0.14
402.0,0.722,-0.048,-0.007,0.146,-0.01,-0.001,1.0,211.0,66.0,0.14
403.0,-0.465,-0.755,-0.434,-0.399,-0.648,-0.372,-1.0,-211.0,66.0,0.14
423.0,0.372,-0.117,-0.886,0.209,-0.066,-0.497,-1.0,-211.0,66.0,0.14
466.0,-0.163,-0.195,-0.965,-0.35,-0.418,-2.073,1.0,211.0,66.0,0.14
471.0,-0.173,-0.011,-0.983,-0.439,-0.029,-2.503,1.0,211.0,66.0,0.14
474.0,-0.27,0.133,-0.936,-0.207,0.102,-0.717,-1.0,-211.0,66.0,0.14
476.0,-0.489,-0.734,-0.423,-0.329,-0.494,-0.285,1.0,211.0,66.0,0.14
489.0,-0.338,0.286,0.896,-1.793,1.516,4.747,1.0,211.0,66.0,0.14
490.0,-0.31,0.193,0.929,-0.664,0.413,1.988,-1.0,-211.0,66.0,0.14
492.0,-0.507,0.841,0.093,-0.433,0.718,0.079,1.0,211.0,66.0,0.14
493.0,-0.319,0.27,-0.856,-0.145,0.123,-0.39,-1.0,-211.0,66.0,0.14
494.0,-0.232,0.853,-0.343,-0.103,0.377,-0.152,1.0,211.0,66.0,0.14
496.0,0.09,0.985,-0.072,0.097,1.061,-0.077,-1.0,-211.0,66.0,0.14
503.0,-0.044,0.477,-0.867,-0.045,0.492,-0.894,1.0,211.0,66.0,0.14
504.0,-0.263,0.761,-0.59,-0.654,1.89,-1.464,-1.0,-211.0,66.0,0.14
609.0,-0.509,0.641,-0.557,-0.5,0.629,-0.548,1.0,211.0,66.0,0.14
610.0,-0.321,0.745,0.133,-0.079,0.183,0.033,-1.0,-211.0,66.0,0.14
711.0,-0.182,0.081,0.98,-1.583,0.702,8.523,-1.0,-211.0,66.0,0.14
716.0,0.109,0.498,0.848,0.374,1.708,2.912,-1.0,-321.0,66.0,0.494
717.0,0.334,0.253,0.884,0.796,0.604,2.109,1.0,321.0,66.0,0.494
718.0,0.047,0.387,0.911,0.171,1.421,3.346,-1.0,-321.0,66.0,0.494
720.0,0.078,0.682,0.711,0.251,2.208,2.301,-1.0,-321.0,66.0,0.494
726.0,-0.471,0.282,0.834,-3.819,2.287,6.76,1.0,321.0,66.0,0.494
728.0,-0.349,0.353,0.861,-1.632,1.649,4.024,-1.0,-321.0,66.0,0.494
825.0,0.168,0.104,0.975,0.842,0.52,4.886,-1.0,-321.0,66.0,0.494
856.0,0.121,0.163,0.978,0.334,0.452,2.706,1.0,211.0,66.0,0.14
867.0,0.272,0.358,0.891,2.288,3.017,7.512,1.0,321.0,66.0,0.494
871.0,0.092,0.371,0.922,0.193,0.777,1.932,1.0,211.0,66.0,0.14
883.0,-0.847,0.504,-0.056,-0.739,0.44,-0.049,1.0,211.0,66.0,0.14
889.0,-0.488,0.197,0.849,-1.67,0.673,2.902,-1.0,-211.0,66.0,0.14
892.0,0.799,0.579,0.026,0.697,0.506,0.023,1.0,211.0,66.0,0.14
906.0,-0.318,-0.297,0.869,-0.189,-0.176,0.516,1.0,211.0,66.0,0.14
909.0,-0.001,0.254,0.967,-0.003,1.412,5.367,1.0,211.0,66.0,0.14
912.0,0.257,0.6,0.743,0.858,2.008,2.485,1.0,321.0,66.0,0.494
918.0,-0.703,0.459,0.466,-0.351,0.229,0.232,-1.0,-211.0,66.0,0.14
920.0,-0.391,0.586,0.705,-0.619,0.927,1.116,-1.0,-211.0,66.0,0.14
922.0,-0.378,0.369,0.813,-0.752,0.735,1.619,1.0,321.0,66.0,0.494
923.0,-0.27,0.41,0.841,-0.585,0.889,1.822,-1.0,-321.0,66.0,0.494
975.0,0.2,0.303,0.931,0.64,0.972,2.984,1.0,211.0,66.0,0.14
976.0,0.359,0.363,0.859,1.707,1.728,4.087,-1.0,-211.0,66.0,0.14
978.0,0.229,0.357,0.903,0.446,0.694,1.756,1.0,211.0,66.0,0.14
979.0,0.105,0.145,0.982,0.217,0.3,2.036,-1.0,-211.0,66.0,0.14
981.0,0.43,0.209,0.809,0.175,0.085,0.329,-1.0,-211.0,66.0,0.14
987.0,0.055,-0.677,0.617,0.019,-0.238,0.217,1.0,211.0,66.0,0.14
990.0,-0.734,-0.388,0.5,-0.415,-0.219,0.283,-1.0,-211.0,66.0,0.14
991.0,-0.307,0.429,0.845,-0.479,0.671,1.321,1.0,211.0,66.0,0.14
993.0,-0.204,0.787,0.541,-0.134,0.514,0.354,1.0,211.0,66.0,0.14
994.0,-0.648,0.39,0.348,-0.164,0.098,0.088,-1.0,-211.0,66.0,0.14
1000.0,0.189,0.567,0.797,0.304,0.913,1.283,1.0,211.0,66.0,0.14
1001.0,0.227,0.246,0.909,0.127,0.138,0.508,-1.0,-211.0,66.0,0.14
1024.0,-0.109,0.788,0.55,-0.06,0.435,0.303,-1.0,-211.0,66.0,0.14
1061.0,0.296,0.337,0.894,4.877,5.558,14.749,1.0,211.0,66.0,0.14
1062.0,0.284,0.378,0.88,0.915,1.217,2.838,-1.0,-211.0,66.0,0.14
1102.0,0.067,-0.242,0.695,50.107,-179.489,516.34,1.0,-15.0,66.0,500.0
1103.0,-0.078,0.138,0.737,-59.377,104.888,561.36,-1.0,15.0,66.0,500.0
