particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
450.0,0.13,-0.152,0.974,0.169,-0.198,1.268,-1.0,-211.0,94.0,0.14
460.0,-0.148,-0.181,0.967,-0.21,-0.258,1.373,-1.0,-211.0,94.0,0.14
489.0,0.174,-0.028,-0.984,1.043,-0.167,-5.886,1.0,211.0,94.0,0.14
622.0,0.233,0.53,0.801,0.213,0.483,0.729,-1.0,-211.0,94.0,0.14
625.0,-0.245,-0.104,0.958,-0.328,-0.138,1.28,-1.0,-211.0,94.0,0.14
711.0,-0.19,0.65,0.119,-0.037,0.125,0.023,1.0,211.0,94.0,0.14
712.0,-0.408,0.094,-0.905,-0.754,0.174,-1.675,-1.0,-211.0,94.0,0.14
715.0,0.633,0.616,0.338,0.271,0.263,0.144,1.0,211.0,94.0,0.14
831.0,0.361,-0.28,-0.889,1.365,-1.057,-3.36,-1.0,-211.0,94.0,0.14
832.0,0.332,-0.353,-0.874,1.111,-1.182,-2.922,1.0,211.0,94.0,0.14
834.0,0.349,0.229,-0.894,0.303,0.199,-0.778,-1.0,-211.0,94.0,0.14
944.0,-0.213,0.338,0.916,-1.262,2.005,5.433,-1.0,-211.0,94.0,0.14
950.0,0.244,0.141,0.946,0.759,0.439,2.939,1.0,321.0,94.0,0.494
956.0,0.286,0.268,-0.842,0.107,0.1,-0.316,1.0,211.0,94.0,0.14
957.0,0.177,0.065,-0.962,0.126,0.046,-0.68,-1.0,-211.0,94.0,0.14
963.0,-0.258,0.133,0.953,-0.424,0.219,1.566,1.0,211.0,94.0,0.14
997.0,-0.378,-0.074,-0.923,-4.478,-0.879,-10.938,1.0,211.0,94.0,0.14
999.0,-0.055,-0.204,-0.964,-0.047,-0.174,-0.82,-1.0,-211.0,94.0,0.14
1002.0,-0.58,-0.141,-0.791,-0.596,-0.145,-0.812,-1.0,-211.0,94.0,0.14
1022.0,0.647,-0.148,-0.738,0.744,-0.171,-0.849,1.0,211.0,94.0,0.14
1026.0,0.483,-0.854,-0.045,1.272,-2.248,-0.117,1.0,321.0,94.0,0.494
1027.0,0.426,-0.878,-0.204,0.756,-1.557,-0.361,-1.0,-211.0,94.0,0.14
1028.0,0.535,-0.75,-0.382,3.499,-4.909,-2.497,-1.0,-321.0,94.0,0.494
1029.0,0.632,-0.716,-0.292,1.957,-2.216,-0.902,1.0,211.0,94.0,0.14
1030.0,0.555,-0.791,-0.255,1.756,-2.504,-0.807,-1.0,-211.0,94.0,0.14
1032.0,0.603,-0.609,-0.508,0.914,-0.923,-0.77,1.0,211.0,94.0,0.14
1033.0,0.784,-0.561,-0.15,0.495,-0.354,-0.095,-1.0,-211.0,94.0,0.14
1037.0,0.203,-0.776,-0.563,0.142,-0.54,-0.392,1.0,211.0,94.0,0.14
