particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
120.0,-0.203,-0.695,-0.654,-0.129,-0.444,-0.417,-1.0,-211.0,36.0,0.14
121.0,-0.23,0.741,-0.588,-0.141,0.453,-0.36,1.0,211.0,36.0,0.14
389.0,0.172,0.208,0.953,0.173,0.208,0.955,-1.0,-211.0,36.0,0.14
392.0,0.119,0.182,0.975,0.385,0.586,3.142,-1.0,-211.0,36.0,0.14
393.0,0.328,0.106,0.933,0.442,0.143,1.259,1.0,211.0,36.0,0.14
412.0,0.672,-0.619,0.371,0.56,-0.516,0.309,1.0,211.0,36.0,0.14
427.0,0.265,0.512,0.692,0.302,0.584,0.789,1.0,321.0,36.0,0.494
464.0,0.445,0.0,-0.856,0.237,0.0,-0.456,-1.0,-211.0,36.0,0.14
466.0,-0.444,-0.522,-0.11,-0.086,-0.101,-0.021,1.0,211.0,36.0,0.14
467.0,-0.039,0.165,0.983,-0.078,0.328,1.948,1.0,211.0,36.0,0.14
481.0,0.23,-0.119,0.96,0.297,-0.154,1.237,1.0,211.0,36.0,0.14
482.0,-0.247,0.36,0.892,-0.302,0.44,1.092,-1.0,-211.0,36.0,0.14
573.0,0.494,0.06,0.739,0.152,0.018,0.227,1.0,211.0,36.0,0.14
574.0,0.24,0.301,0.885,0.128,0.16,0.473,-1.0,-211.0,36.0,0.14
576.0,-0.178,0.349,0.91,-0.182,0.357,0.931,1.0,211.0,36.0,0.14
580.0,0.17,-0.064,0.983,0.806,-0.304,4.666,-1.0,-211.0,36.0,0.14
589.0,0.169,-0.115,0.961,0.447,-0.306,2.547,-1.0,-321.0,36.0,0.494
593.0,0.161,0.122,0.977,0.295,0.223,1.791,-1.0,-211.0,36.0,0.14
600.0,0.057,0.189,0.978,0.107,0.353,1.829,1.0,211.0,36.0,0.14
606.0,0.374,0.179,-0.888,0.264,0.126,-0.626,-1.0,-211.0,36.0,0.14
621.0,0.298,0.376,0.798,0.114,0.144,0.305,-1.0,-211.0,36.0,0.14
630.0,-0.127,-0.228,-0.959,-0.157,-0.281,-1.18,1.0,211.0,36.0,0.14
631.0,0.236,-0.329,-0.823,0.083,-0.115,-0.288,-1.0,-211.0,36.0,0.14
666.0,0.184,0.038,-0.961,0.127,0.026,-0.667,1.0,211.0,36.0,0.14
667.0,-0.057,0.259,-0.962,-0.112,0.513,-1.905,-1.0,-211.0,36.0,0.14
827.0,-0.42,0.631,0.649,-1.013,1.522,1.564,1.0,211.0,36.0,0.14
828.0,-0.561,0.688,0.433,-0.497,0.609,0.384,-1.0,-211.0,36.0,0.14
837.0,0.064,0.301,0.95,0.168,0.793,2.504,1.0,211.0,36.0,0.14
838.0,0.204,0.108,0.963,0.203,0.107,0.956,-1.0,-211.0,36.0,0.14
925.0,-0.187,-0.581,-0.157,-0.034,-0.105,-0.028,1.0,211.0,36.0,0.14
