hit_id,r,phi,z,layer_id,particle_id
1,3.1,-2.3629032258064515,4.04,1,189
2,5.05,-2.3514851485148514,6.6000000000000005,2,189
3,8.85,-2.328813559322034,11.56,3,189
4,12.25,-2.3085714285714283,16.,4,189
5,29.9,-2.2026086956521738,39.28,5,189
6,37.1,-2.1589541778975736,48.88,6,189
7,44.3,-2.1147539503386,58.56,7,189
8,51.4,-2.070626459143969,68.24,8,189
9,3.1,2.291935483870968,6.96,1,191
10,5.05,2.2811881188118814,11.36,2,191
11,8.85,2.2598870056497176,19.88,3,191
12,12.25,2.240816326530612,27.52,4,191
13,29.9,2.1407491638795983,67.48,5,191
14,37.1,2.0995687331536383,83.92,6,191
15,44.3,2.057959367945824,100.56,7,191
16,51.4,2.0165175097276262,117.08,8,191
17,3.1,0.5951612903225807,-3.44,1,371
18,5.05,0.6089108910891089,-5.6000000000000005,2,371
19,8.85,0.635593220338983,-9.8,3,371
20,12.25,0.6591836734693877,-13.6,4,371
21,29.9,0.7849565217391303,-33.36,5,371
22,37.1,0.8368948787061994,-41.6,6,371
23,44.3,0.8899097065462753,-49.92,7,371
24,51.4,0.9430038910505836,-58.28,8,371
25,3.1,0.34838709677419355,-9.6,1,372
26,5.05,0.34653465346534656,-15.64,2,372
27,8.85,0.34011299435028247,-27.44,3,372
28,12.25,0.3351020408163265,-37.96,4,372
29,29.9,0.3075919732441471,-92.68,5,372
30,37.1,0.29646900269541776,-115.04,6,372
31,44.3,0.28527765237020314,-137.36,7,372
32,51.4,0.27424902723735406,-159.44,8,372
33,3.1,-2.4048387096774193,-6.76,1,373
34,5.05,-2.384158415841584,-11.,2,373
35,8.85,-2.3451977401129946,-19.28,3,373
36,12.25,-2.3093877551020405,-26.72,4,373
37,29.9,-2.1215317725752505,-66.12,5,373
38,37.1,-2.042016172506738,-82.84,6,373
39,44.3,-1.9594130925507898,-100.12,7,373
40,51.4,-1.8742334630350193,-117.92,8,373
41,3.1,0.3258064516129032,-3.7600000000000002,1,374
42,5.05,0.31386138613861386,-6.12,2,374
43,8.85,0.29265536723163843,-10.76,3,374
44,12.25,0.273469387755102,-14.88,4,374
45,29.9,0.17363879598662207,-36.480000000000004,5,374
46,37.1,0.13242587601078165,-45.36,6,374
47,44.3,0.09079458239277652,-54.36,7,374
48,51.4,0.049214007782101166,-63.32,8,374
49,3.1,-3.140322580645161,17.2,1,381
50,5.05,-3.1386138613861387,28.,2,381
51,8.85,-3.132768361581921,49.120000000000005,3,381
52,12.25,-3.128163265306122,67.96000000000001,4,381
53,29.9,-3.1037792642140465,165.92000000000002,5,381
54,37.1,-3.093816711590296,205.92000000000002,6,381
55,44.3,-3.0837155756207673,245.92000000000002,7,381
56,51.4,-3.0738910505836574,285.40000000000003,8,381
57,3.1,-2.6306451612903228,4.48,1,473
58,5.05,-2.611881188118812,7.32,2,473
59,8.85,-2.5768361581920907,12.84,3,473
60,12.25,-2.544489795918367,17.8,4,473
61,29.9,-2.3753377926421404,43.92,5,473
62,37.1,-2.3042102425876005,54.92,6,473
63,44.3,-2.2311060948081263,66.24,7,473
64,51.4,-2.1562217898832685,77.76,8,473
65,3.1,-2.6306451612903228,-0.84,1,475
66,5.05,-2.632673267326733,-1.36,2,475
67,8.85,-2.635593220338983,-2.4,3,475
68,12.25,-2.638367346938775,-3.3200000000000003,4,475
69,29.9,-2.653364548494983,-8.16,5,475
70,37.1,-2.659514824797843,-10.120000000000001,6,475
71,44.3,-2.6657381489841985,-12.08,7,475
72,51.4,-2.6717782101167313,-14.,8,475
73,3.1,-0.7096774193548387,-6.,1,478
74,5.05,-0.7158415841584158,-9.76,2,478
75,8.85,-0.7271186440677966,-17.12,3,478
76,12.25,-0.7379591836734694,-23.72,4,478
77,29.9,-0.7933712374581939,-57.96,5,478
78,37.1,-0.8159999999999998,-72.,6,478
79,44.3,-0.8387178329571106,-86.04,7,478
80,51.4,-0.8611789883268482,-99.96000000000001,8,478
81,3.1,-1.5,-16.64,1,479
82,5.05,-1.49009900990099,-27.080000000000002,2,479
83,8.85,-1.4700564971751413,-47.52,3,479
84,12.25,-1.4526530612244897,-65.76,4,479
85,29.9,-1.3611371237458194,-161.08,5,479
86,37.1,-1.3236172506738542,-200.28,6,479
87,44.3,-1.2854762979683971,-239.8,7,479
88,51.4,-1.2479455252918288,-279.12,8,479
89,3.1,3.111290322580645,-5.6000000000000005,1,480
90,5.05,3.100990099009901,-9.16,2,480
91,8.85,3.082485875706215,-16.04,3,480
92,12.25,3.0653061224489795,-22.2,4,480
93,29.9,2.9766488294314377,-54.32,5,480
94,37.1,2.9403126684636116,-67.52,6,480
95,44.3,2.9035079006772007,-80.84,7,480
96,51.4,2.867046692607004,-94.08,8,480
97,3.1,-1.2193548387096773,-17.6,1,504
98,5.05,-1.2089108910891089,-28.64,2,504
99,8.85,-1.1898305084745764,-50.24,3,504
100,12.25,-1.1722448979591835,-69.56,4,504
101,29.9,-1.08038127090301,-170.36,5,504
102,37.1,-1.042819407008086,-211.84,6,504
103,44.3,-1.0044966139954852,-253.64000000000001,7,504
104,51.4,-0.9668832684824902,-295.2,8,504
105,3.1,1.717741935483871,16.16,1,532
106,5.05,1.7267326732673267,26.32,2,532
107,8.85,1.7440677966101696,46.12,3,532
108,12.25,1.7587755102040814,63.84,4,532
109,29.9,1.837591973244147,156.24,5,532
110,37.1,1.869908355795148,194.20000000000002,6,532
111,44.3,1.9025417607223474,232.32,7,532
112,51.4,1.934692607003891,270.2,8,532
113,3.1,2.7161290322580647,15.120000000000001,1,539
114,5.05,2.728712871287129,24.64,2,539
115,8.85,2.7531073446327685,43.2,3,539
116,12.25,2.77469387755102,59.84,4,539
117,29.9,2.887953177257525,146.8,5,539
118,37.1,2.9346307277628028,182.8,6,539
119,44.3,2.9820993227990966,219.16,7,539
120,51.4,3.029373540856031,255.52,8,539
121,3.1,-2.2870967741935484,2.44,1,540
122,5.05,-2.3099009900990097,3.96,2,540
123,8.85,-2.3548022598870055,6.96,3,540
124,12.25,-2.3951020408163264,9.64,4,540
125,29.9,-2.6100401337792642,24.,5,540
126,37.1,-2.702495956873315,30.16,6,540
127,44.3,-2.7988984198645595,36.6,7,540
128,51.4,-2.9005836575875485,43.36,8,540
129,3.1,-1.5016129032258065,8.120000000000001,1,542
130,5.05,-1.5128712871287129,13.24,2,542
131,8.85,-1.536723163841808,23.2,3,542
132,12.25,-1.5579591836734692,32.12,4,542
133,29.9,-1.667933110367893,78.76,5,542
134,37.1,-1.7137466307277625,98.,6,542
135,44.3,-1.7595575620767492,117.48,7,542
136,51.4,-1.8059027237354084,136.96,8,542
137,3.1,-0.7209677419354839,2.4,1,547
138,5.05,-0.7425742574257426,3.92,2,547
139,8.85,-0.784180790960452,6.88,3,547
140,12.25,-0.8216326530612245,9.56,4,547
141,29.9,-1.02,23.64,5,547
142,37.1,-1.1047708894878705,29.68,6,547
143,44.3,-1.1923792325056433,35.92,7,547
144,51.4,-1.2838638132295719,42.4,8,547
145,3.1,0.27419354838709675,1.8800000000000001,1,548
146,5.05,0.2891089108910891,3.04,2,548
147,8.85,0.3169491525423729,5.36,3,548
148,12.25,0.3420408163265306,7.4,4,548
149,29.9,0.47429431438127084,18.2,5,548
150,37.1,0.5291536388140161,22.68,6,548
151,44.3,0.5849841986455981,27.240000000000002,7,548
152,51.4,0.6411050583657587,31.84,8,548
153,3.1,1.3370967741935484,-4.5200000000000005,1,576
154,5.05,1.312871287128713,-7.4,2,576
155,8.85,1.2649717514124295,-12.96,3,576
156,12.25,1.2220408163265304,-18.,4,576
157,29.9,0.991344481605351,-44.84,5,576
158,37.1,0.8915148247978435,-56.480000000000004,6,576
159,44.3,0.7861444695259593,-68.76,7,576
160,51.4,0.6743112840466926,-81.8,8,576
161,3.1,2.7241935483870967,0.32,1,577
162,5.05,2.743564356435644,0.52,2,577
163,8.85,2.780225988700565,0.92,3,577
164,12.25,2.8126530612244895,1.24,4,577
165,29.9,2.985745819397993,3.12,5,577
166,37.1,3.058716981132075,3.88,6,577
167,44.3,3.1335259593679456,4.68,7,577
168,51.4,-3.072700389105058,5.5200000000000005,8,577
169,3.1,0.32741935483870965,-4.88,1,580
170,5.05,0.33861386138613864,-7.96,2,580
171,8.85,0.3632768361581921,-13.96,3,580
172,12.25,0.3848979591836734,-19.32,4,580
173,29.9,0.49749163879598657,-47.44,5,580
174,37.1,0.5441832884097034,-59.04,6,580
175,44.3,0.5914311512415349,-70.8,7,580
176,51.4,0.6386575875486381,-82.56,8,580
177,3.1,-2.943548387096774,3.64,1,584
178,5.05,-2.9217821782178217,5.92,2,584
179,8.85,-2.8790960451977403,10.4,3,584
180,12.25,-2.841224489795918,14.4,4,584
181,29.9,-2.638923076923077,35.72,5,584
182,37.1,-2.552566037735849,44.84,6,584
183,44.3,-2.4631196388261847,54.28,7,584
184,51.4,-2.369284046692607,64.12,8,584
185,3.1,2.8629032258064515,1.92,1,586
186,5.05,2.8485148514851484,3.16,2,586
187,8.85,2.8220338983050848,5.5200000000000005,3,586
188,12.25,2.7983673469387753,7.640000000000001,4,586
189,29.9,2.6732642140468226,18.8,5,586
190,37.1,2.6217574123989213,23.400000000000002,6,586
191,44.3,2.5688036117381485,28.080000000000002,7,586
192,51.4,2.5161984435797664,32.8,8,586
193,3.1,1.8080645161290323,18.72,1,588
194,5.05,1.7772277227722773,30.52,2,588
195,8.85,1.7175141242937855,53.56,3,588
196,12.25,1.6636734693877548,74.36,4,588
197,29.9,1.3701204013377926,187.72,5,588
198,37.1,1.2377466307277627,238.8,6,588
199,44.3,1.0917607223476298,295.24,7,588
200,51.4,0.9230272373540855,360.16,8,588
201,3.1,2.293548387096774,3.64,1,589
202,5.05,2.3524752475247523,5.92,2,589
203,8.85,2.468361581920904,10.44,3,589
204,12.25,2.5755102040816324,14.64,4,589
205,29.9,-2.9756254180602006,43.2,5,589
206,3.1,3.041935483870968,8.64,1,592
207,5.05,3.0643564356435644,14.08,2,592
208,8.85,3.1062146892655367,24.68,3,592
209,12.25,-3.1387755102040815,34.2,4,592
210,29.9,-2.9373043478260867,84.88,5,592
211,37.1,-2.851417789757412,106.48,6,592
212,44.3,-2.7622121896162524,128.96,7,592
213,51.4,-2.6688677042801556,152.28,8,592
214,3.1,-2.5612903225806454,0.44,1,621
215,5.05,-2.5544554455445545,0.72,2,621
216,8.85,-2.543502824858757,1.28,3,621
217,12.25,-2.533469387755102,1.76,4,621
218,29.9,-2.481772575250836,4.32,5,621
219,37.1,-2.4605552560646897,5.36,6,621
220,44.3,-2.4392505643340856,6.4,7,621
221,51.4,-2.418167315175097,7.44,8,621
222,3.1,-2.496774193548387,2.16,1,622
223,5.05,-2.510891089108911,3.52,2,622
224,8.85,-2.5361581920903955,6.16,3,622
225,12.25,-2.5595918367346937,8.52,4,622
226,29.9,-2.6804280936454847,20.88,5,622
227,37.1,-2.730539083557951,26.04,6,622
228,44.3,-2.7813227990970653,31.240000000000002,7,622
229,51.4,-2.8321867704280153,36.44,8,622
230,3.1,-1.8290322580645162,2.52,1,625
231,5.05,-1.8366336633663367,4.12,2,625
232,8.85,-1.8514124293785312,7.2,3,625
233,12.25,-1.8653061224489793,9.96,4,625
234,29.9,-1.9358394648829431,24.32,5,625
235,37.1,-1.964576819407008,30.240000000000002,6,625
236,44.3,-1.9937968397291195,36.160000000000004,7,625
237,51.4,-2.0224708171206225,42.04,8,625
238,3.1,-2.087096774193548,-0.6,1,626
