hit_id,r,phi,z,layer_id,particle_id
1,3.1,1.8338709677419356,-2.48,1,129
2,5.05,1.8287128712871288,-4.04,2,129
3,8.85,1.8180790960451978,-7.08,3,129
4,12.25,1.8077551020408162,-9.8,4,129
5,29.9,1.7562876254180602,-23.92,5,129
6,37.1,1.735374663072776,-29.72,6,129
7,44.3,1.714121896162528,-35.52,7,129
8,51.4,1.6932529182879377,-41.24,8,129
9,3.1,-1.0838709677419356,-0.92,1,130
10,5.05,-1.0633663366336634,-1.48,2,130
11,8.85,-1.0231638418079096,-2.6,3,130
12,12.25,-0.9873469387755102,-3.56,4,130
13,29.9,-0.7966688963210702,-8.88,5,130
14,37.1,-0.7155579514824797,-11.120000000000001,6,130
15,44.3,-0.6319548532731376,-13.44,7,130
16,51.4,-0.545124513618677,-15.84,8,130
17,3.1,2.8870967741935485,-1.48,1,131
18,5.05,2.873267326732673,-2.44,2,131
19,8.85,2.8440677966101697,-4.28,3,131
20,12.25,2.817959183673469,-5.92,4,131
21,29.9,2.682133779264214,-14.52,5,131
22,37.1,2.6255148247978433,-18.12,6,131
23,44.3,2.5679593679458237,-21.76,7,131
24,51.4,2.5099805447470818,-25.44,8,131
25,3.1,2.661290322580645,1.6,1,226
26,5.05,2.6356435643564358,2.64,2,226
27,8.85,2.5858757062146895,4.64,3,226
28,12.25,2.540816326530612,6.44,4,226
29,29.9,2.3010836120401335,16.04,5,226
30,37.1,2.1964366576819403,20.2,6,226
31,44.3,2.0860496613995485,24.64,7,226
32,51.4,1.9669066147859922,29.400000000000002,8,226
33,3.1,-0.45806451612903226,-5.6000000000000005,1,239
34,5.05,-0.4495049504950495,-9.16,2,239
35,8.85,-0.4305084745762712,-16.04,3,239
36,12.25,-0.41387755102040813,-22.2,4,239
37,29.9,-0.32680936454849496,-54.4,5,239
38,37.1,-0.2910619946091644,-67.6,6,239
39,44.3,-0.25496162528216704,-80.92,7,239
40,51.4,-0.21914785992217897,-94.16,8,239
41,3.1,-2.3161290322580643,-8.48,1,241
42,5.05,-2.3336633663366335,-13.8,2,241
43,8.85,-2.3677966101694916,-24.2,3,241
44,12.25,-2.3983673469387754,-33.52,4,241
45,29.9,-2.558869565217391,-82.60000000000001,5,241
46,37.1,-2.6258814016172503,-103.24000000000001,6,241
47,44.3,-2.6951331828442435,-124.32000000000001,7,241
48,51.4,-2.7649805447470817,-145.76,8,241
49,3.1,2.9338709677419357,-17.2,1,304
50,5.05,2.9188118811881187,-28.04,2,304
51,8.85,2.889265536723164,-49.2,3,304
52,12.25,2.863265306122449,-68.12,4,304
53,29.9,2.725230769230769,-167.6,5,304
54,37.1,2.6676711590296494,-208.96,6,304
55,44.3,2.6094040632054174,-251.12,7,304
56,51.4,2.5500661478599222,-293.56,8,304
57,3.1,-1.7241935483870967,-9.,1,308
58,5.05,-1.7613861386138614,-14.64,2,308
59,8.85,-1.8333333333333335,-25.76,3,308
60,12.25,-1.8991836734693877,-35.84,4,308
61,29.9,-2.2656053511705685,-92.08,5,308
62,37.1,-2.441951482479784,-119.16,6,308
63,44.3,-2.6568352144469523,-152.12,7,308
64,3.1,-1.729032258064516,-13.64,1,309
65,5.05,-1.7108910891089109,-22.2,2,309
66,8.85,-1.6751412429378532,-38.96,3,309
67,12.25,-1.643673469387755,-54.,4,309
68,29.9,-1.4766688963210701,-133.24,5,309
69,37.1,-1.4068301886792451,-166.52,6,309
70,44.3,-1.3344424379232505,-200.72,7,309
71,51.4,-1.2613735408560312,-235.56,8,309
72,3.1,-1.2225806451612904,15.68,1,311
73,5.05,-1.2485148514851485,25.560000000000002,2,311
74,8.85,-1.3,44.88,3,311
75,12.25,-1.3461224489795918,62.24,4,311
76,29.9,-1.5929966555183945,155.64000000000001,5,311
77,37.1,-1.7012830188679242,196.4,6,311
78,44.3,-1.816198645598194,239.92000000000002,7,311
79,51.4,-1.940645914396887,286.8,8,311
80,3.1,0.3370967741935484,8.44,1,312
81,5.05,0.3485148514851485,13.76,2,312
82,8.85,0.3700564971751413,24.16,3,312
83,12.25,0.38938775510204077,33.44,4,312
84,29.9,0.4895317725752508,81.92,5,312
85,37.1,0.5308032345013476,101.92,6,312
86,44.3,0.5727042889390519,122.12,7,312
87,51.4,0.6143151750972762,142.24,8,312
88,3.1,3.1241935483870966,-2.6,1,341
89,5.05,3.11980198019802,-4.2,2,341
90,8.85,3.111299435028249,-7.36,3,341
91,12.25,3.104081632653061,-10.200000000000001,4,341
92,29.9,3.0656856187290966,-24.92,5,341
93,37.1,3.049919137466307,-30.92,6,341
94,44.3,3.0342889390519185,-36.96,7,341
95,51.4,3.0187237354085603,-42.92,8,341
96,3.1,2.6129032258064515,-3.7600000000000002,1,342
97,5.05,2.617821782178218,-6.12,2,342
98,8.85,2.6271186440677967,-10.72,3,342
99,12.25,2.6346938775510202,-14.8,4,342
100,29.9,2.6759933110367893,-36.2,5,342
101,37.1,2.692873315363881,-44.92,6,342
102,44.3,2.709715575620767,-53.68,7,342
103,51.4,2.7263501945525292,-62.32,8,342
104,3.1,3.1048387096774195,15.56,1,347
105,5.05,3.092079207920792,25.36,2,347
106,8.85,3.0689265536723167,44.480000000000004,3,347
107,12.25,3.048163265306122,61.6,4,347
108,29.9,2.9392374581939795,151.04,5,347
109,37.1,2.894307277628032,188.,6,347
110,44.3,2.8487855530474038,225.36,7,347
111,51.4,2.8033463035019452,262.68,8,347
112,3.1,-2.890322580645161,5.64,1,348
113,5.05,-2.881188118811881,9.200000000000001,2,348
114,8.85,-2.8649717514124293,16.16,3,348
115,12.25,-2.850204081632653,22.36,4,348
116,29.9,-2.773899665551839,54.72,5,348
117,37.1,-2.7425444743935308,68.,6,348
118,44.3,-2.7109435665914217,81.36,7,348
119,51.4,-2.679649805447471,94.60000000000001,8,348
120,3.1,2.359677419354839,14.64,1,352
121,5.05,2.382178217821782,23.88,2,352
