hit_id,r,phi,z,layer_id,particle_id
1,3.1,2.8725806451612903,3.88,1,348
2,5.05,2.867326732673267,6.32,2,348
3,8.85,2.8581920903954803,11.08,3,348
4,12.25,2.8493877551020406,15.32,4,348
5,29.9,2.8036923076923075,37.44,5,348
6,37.1,2.784975741239892,46.480000000000004,6,348
7,44.3,2.766356659142212,55.52,7,348
8,51.4,2.7479143968871593,64.48,8,348
9,3.1,-2.017741935483871,-0.32,1,384
10,5.05,-2.011881188118812,-0.52,2,384
11,8.85,-1.9994350282485875,-0.92,3,384
12,12.25,-1.9885714285714284,-1.28,4,384
13,29.9,-1.9312909698996654,-3.12,5,384
14,37.1,-1.907940700808625,-3.88,6,384
15,44.3,-1.8842753950338598,-4.64,7,384
16,51.4,-1.8610700389105057,-5.4,8,384
17,3.1,-3.0919354838709676,-2.36,1,387
18,5.05,-3.096039603960396,-3.84,2,387
19,8.85,-3.1050847457627118,-6.76,3,387
20,12.25,-3.1126530612244894,-9.36,4,387
21,29.9,3.129478260869565,-22.84,5,387
22,37.1,3.1127870619946085,-28.36,6,387
23,44.3,3.0959954853273133,-33.88,7,387
24,51.4,3.0794474708171204,-39.32,8,387
25,3.1,-2.3096774193548386,-2.52,1,388
26,5.05,-2.2673267326732676,-4.12,2,388
27,8.85,-2.1841807909604523,-7.24,3,388
28,12.25,-2.1085714285714285,-10.120000000000001,4,388
29,29.9,-1.6727090301003342,-26.52,5,388
30,37.1,-1.4453207547169808,-35.12,6,388
31,44.3,-1.0939864559819412,-48.36,7,388
32,3.1,0.635483870967742,-3.92,1,401
33,5.05,0.601980198019802,-6.4,2,401
34,8.85,0.5344632768361582,-11.200000000000001,3,401
35,12.25,0.4738775510204081,-15.56,4,401
36,29.9,0.13907023411371236,-39.72,5,401
37,37.1,-0.017595687331536387,-51.,6,401
38,44.3,-0.19770654627539502,-63.96,7,401
39,51.4,-0.43135019455252915,-80.84,8,401
40,3.1,2.520967741935484,-10.08,1,402
41,5.05,2.5623762376237624,-16.44,2,402
42,8.85,2.643502824858757,-28.92,3,402
43,12.25,2.717142857142857,-40.28,4,402
44,29.9,3.138688963210702,-105.2,5,402
45,37.1,-2.927940700808625,-138.56,6,402
46,44.3,-2.6189977426636566,-186.20000000000002,7,402
47,3.1,-0.6935483870967742,1.16,1,403
48,5.05,-0.7099009900990099,1.8800000000000001,2,403
49,8.85,-0.7429378531073446,3.2800000000000002,3,403
50,12.25,-0.7730612244897959,4.5600000000000005,4,403
51,29.9,-0.9292575250836119,11.24,5,403
52,37.1,-0.9947061994609163,14.040000000000001,6,403
53,44.3,-1.0616749435665913,16.88,7,403
54,51.4,-1.1296070038910506,19.8,8,403
55,3.1,-1.0161290322580645,-2.24,1,427
56,5.05,-1.003960396039604,-3.6,2,427
57,8.85,-0.9785310734463277,-6.36,3,427
58,12.25,-0.9563265306122448,-8.8,4,427
59,29.9,-0.8396521739130434,-21.56,5,427
60,37.1,-0.7912560646900269,-26.84,6,427
61,44.3,-0.7423972911963882,-32.2,7,427
62,51.4,-0.6933618677042801,-37.56,8,427
63,3.1,1.770967741935484,-16.44,1,428
64,5.05,1.7564356435643564,-26.8,2,428
65,8.85,1.7299435028248589,-46.96,3,428
66,12.25,1.7061224489795916,-65.04,4,428
67,29.9,1.5812842809364547,-159.72,5,428
68,37.1,1.529541778975741,-199.04,6,428
69,44.3,1.477042889390519,-238.84,7,428
70,51.4,1.4240972762645914,-278.8,8,428
71,3.1,-1.4548387096774194,-6.6000000000000005,1,429
72,5.05,-1.4475247524752475,-10.76,2,429
73,8.85,-1.432768361581921,-18.84,3,429
74,12.25,-1.4191836734693877,-26.080000000000002,4,429
75,29.9,-1.3497658862876254,-63.76,5,429
76,37.1,-1.3212345013477087,-79.24,6,429
77,44.3,-1.292690744920993,-94.76,7,429
78,51.4,-1.2642178988326847,-110.12,8,429
79,3.1,-0.8403225806451613,4.6000000000000005,1,449
80,5.05,-0.8554455445544554,7.48,2,449
81,8.85,-0.8847457627118644,13.120000000000001,3,449
82,12.25,-0.9110204081632652,18.16,4,449
83,29.9,-1.0492240802675585,44.68,5,449
84,37.1,-1.1065121293800537,55.72,6,449
85,44.3,-1.1652099322799097,66.92,7,449
86,51.4,-1.2241322957198444,78.24,8,449
87,3.1,-0.8258064516129032,17.8,1,472
88,5.05,-0.802970297029703,29.,2,472
89,8.85,-0.7598870056497176,50.84,3,472
90,12.25,-0.7204081632653061,70.48,4,472
91,29.9,-0.5122742474916387,175.04,5,472
92,37.1,-0.42312129380053903,219.76,6,472
93,44.3,-0.3301760722347629,266.44,7,472
94,51.4,-0.2331712062256809,315.16,8,472
95,3.1,2.182258064516129,-6.44,1,479
96,5.05,2.1534653465346536,-10.52,2,479
97,8.85,2.0977401129943503,-18.48,3,479
98,12.25,2.04734693877551,-25.64,4,479
99,29.9,1.7749364548494981,-64.44,5,479
100,37.1,1.653353099730458,-81.68,6,479
101,44.3,1.5220948081264107,-100.36,7,479
102,51.4,1.3753463035019455,-121.16,8,479
103,3.1,2.920967741935484,6.12,1,526
104,5.05,2.9306930693069306,9.92,2,526
105,8.85,2.949717514124294,17.44,3,526
106,12.25,2.966938775510204,24.12,4,526
107,29.9,3.0568160535117053,59.08,5,526
108,37.1,3.0937250673854444,73.44,6,526
109,44.3,3.1308397291196384,87.92,7,526
110,51.4,-3.1153657587548635,102.32000000000001,8,526
111,3.1,0.7564516129032258,5.96,1,527
112,5.05,0.7277227722772277,9.72,2,527
113,8.85,0.6711864406779662,17.080000000000002,3,527
114,12.25,0.6195918367346939,23.72,4,527
115,29.9,0.3423879598662207,59.64,5,527
116,37.1,0.21847978436657678,75.64,6,527
117,44.3,0.08419413092550788,93.08,7,527
118,51.4,-0.0673385214007782,112.64,8,527
119,3.1,2.817741935483871,3.6,1,528
120,5.05,2.8118811881188117,5.88,2,528
121,8.85,2.801694915254237,10.32,3,528
122,12.25,2.7922448979591836,14.280000000000001,4,528
123,29.9,2.744107023411371,34.88,5,528
124,37.1,2.7243989218328837,43.32,6,528
125,44.3,2.704650112866817,51.76,7,528
126,51.4,2.685206225680934,60.120000000000005,8,528
127,3.1,2.6048387096774195,9.48,1,529
128,5.05,2.616831683168317,15.44,2,529
129,8.85,2.640112994350283,27.080000000000002,3,529
130,12.25,2.6612244897959183,37.480000000000004,4,529
131,29.9,2.7713979933110364,91.96000000000001,5,529
132,37.1,2.8168679245283017,114.44,6,529
133,44.3,2.8627539503386,137.20000000000002,7,529
134,51.4,2.908852140077821,159.92000000000002,8,529
135,3.1,1.7048387096774194,13.72,1,534
136,5.05,1.7089108910891089,22.400000000000002,2,534
137,8.85,1.716949152542373,39.24,3,534
138,12.25,1.724081632653061,54.28,4,534
139,29.9,1.7614046822742473,132.6,5,534
140,37.1,1.7766145552560644,164.6,6,534
141,44.3,1.7917923250564332,196.64000000000001,7,534
142,51.4,1.8068949416342412,228.24,8,534
143,3.1,2.367741935483871,7.6000000000000005,1,552
144,5.05,2.378217821782178,12.36,2,552
145,8.85,2.4,21.68,3,552
146,12.25,2.4195918367346936,30.,4,552
147,29.9,2.521230769230769,73.56,5,552
148,37.1,2.5632884097035036,91.52,6,552
149,44.3,2.6054898419864556,109.68,7,552
150,51.4,2.647964980544747,127.76,8,552
151,3.1,2.0596774193548386,14.72,1,556
152,5.05,2.0346534653465347,24.,2,556
153,8.85,1.9870056497175141,42.160000000000004,3,556
154,12.25,1.9436734693877549,58.44,4,556
155,29.9,1.7128494983277591,145.68,5,556
156,37.1,1.6132129380053906,183.44,6,556
157,44.3,1.5077426636568847,223.28,7,556
158,51.4,1.3954552529182878,265.6,8,556
159,3.1,-2.282258064516129,17.64,1,558
160,5.05,-2.2544554455445547,28.76,2,558
161,8.85,-2.2005649717514126,50.52,3,558
162,12.25,-2.1514285714285712,70.08,4,558
163,29.9,-1.888648829431438,175.76,5,558
164,37.1,-1.772765498652291,222.36,6,558
165,44.3,-1.6478103837471783,272.6,7,558
166,51.4,-1.5099571984435798,327.76,8,558
167,3.1,-1.8612903225806452,3.7600000000000002,1,568
168,5.05,-1.8584158415841585,6.12,2,568
169,8.85,-1.8502824858757063,10.72,3,568
170,12.25,-1.8432653061224489,14.84,4,568
171,29.9,-1.8071170568561872,36.2,5,568
172,37.1,-1.792285714285714,44.96,6,568
173,44.3,-1.7775169300225733,53.68,7,568
174,51.4,-1.76284046692607,62.32,8,568
175,3.1,2.0258064516129033,11.56,1,571
176,5.05,2.0633663366336634,18.84,2,571
177,8.85,2.137853107344633,33.160000000000004,3,571
178,12.25,2.2057142857142855,46.08,4,571
179,29.9,2.5866153846153845,118.96000000000001,5,571
180,37.1,2.77232884097035,154.52,6,571
181,44.3,3.0071196388261847,199.28,7,571
182,3.1,-0.8709677419354839,8.6,1,574
183,5.05,-0.9287128712871288,14.040000000000001,2,574
184,8.85,-1.0440677966101695,24.8,3,574
185,12.25,-1.1502040816326529,34.72,4,574
186,29.9,-1.867839464882943,101.8,5,574
187,3.1,2.7838709677419353,2.6,1,581
188,5.05,2.7584158415841586,4.2,2,581
189,8.85,2.7073446327683617,7.4,3,581
190,12.25,2.661632653061224,10.28,4,581
191,29.9,2.4162742474916388,25.68,5,581
192,37.1,2.3087924528301884,32.4,6,581
193,44.3,2.195264108352144,39.56,7,581
194,51.4,2.0717509727626457,47.28,8,581
195,3.1,1.8306451612903225,-0.36,1,582
196,5.05,1.8425742574257427,-0.6,2,582
197,8.85,1.8661016949152542,-1.04,3,582
198,12.25,1.8869387755102038,-1.4000000000000001,4,582
199,29.9,1.9950836120401336,-3.48,5,582
200,37.1,2.0397250673854446,-4.32,6,582
201,44.3,2.0848984198645595,-5.2,7,582
202,51.4,2.1299610894941634,-6.04,8,582
203,3.1,1.1822580645161291,-0.72,1,584
204,5.05,1.1584158415841583,-1.2,2,584
205,8.85,1.111864406779661,-2.08,3,584
206,12.25,1.0706122448979591,-2.88,4,584
207,29.9,0.8486354515050166,-7.2,5,584
208,37.1,0.7526738544474393,-9.040000000000001,6,584
209,44.3,0.6526772009029345,-10.96,7,584
210,51.4,0.546249027237354,-13.040000000000001,8,584
211,3.1,-2.029032258064516,7.640000000000001,1,585
212,5.05,-1.995049504950495,12.48,2,585
213,8.85,-1.9271186440677968,21.88,3,585
214,12.25,-1.8653061224489793,30.44,4,585
