particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
101.0,-0.28,0.21,-0.858,-0.104,0.078,-0.318,-1.0,-211.0,91.0,0.14
206.0,-0.235,0.055,-0.959,-0.224,0.053,-0.917,-1.0,-211.0,91.0,0.14
290.0,0.182,0.057,-0.982,1.59,0.496,-8.59,-1.0,-211.0,91.0,0.14
293.0,-0.17,0.543,-0.815,-0.213,0.68,-1.021,-1.0,-211.0,91.0,0.14
294.0,0.584,-0.073,0.735,0.242,-0.03,0.304,1.0,211.0,91.0,0.14
295.0,0.051,0.279,-0.953,0.067,0.368,-1.257,-1.0,-211.0,91.0,0.14
298.0,0.434,0.328,-0.837,1.074,0.812,-2.069,1.0,211.0,91.0,0.14
304.0,0.325,-0.046,-0.94,0.51,-0.072,-1.477,-1.0,-211.0,91.0,0.14
310.0,0.132,-0.179,-0.968,0.153,-0.207,-1.121,1.0,211.0,91.0,0.14
384.0,-0.045,0.182,0.978,-0.232,0.946,5.066,-1.0,-321.0,91.0,0.494
393.0,0.217,-0.103,0.97,0.792,-0.377,3.546,-1.0,-211.0,91.0,0.14
394.0,-0.432,0.465,0.739,-0.266,0.286,0.455,1.0,211.0,91.0,0.14
396.0,0.802,0.118,0.354,0.239,0.035,0.106,1.0,211.0,91.0,0.14
399.0,-0.354,0.49,-0.786,-0.374,0.517,-0.83,1.0,211.0,91.0,0.14
444.0,-0.162,-0.045,-0.901,-0.201,-0.056,-1.113,1.0,321.0,91.0,0.494
450.0,-0.224,-0.031,0.341,-0.121,-0.017,0.184,1.0,321.0,91.0,0.494
482.0,-0.485,0.385,0.103,-0.308,0.244,0.066,-1.0,-321.0,91.0,0.494
483.0,-0.255,-0.659,-0.515,-0.073,-0.19,-0.148,1.0,211.0,91.0,0.14
503.0,-0.162,0.146,-0.975,-0.422,0.382,-2.548,-1.0,-211.0,91.0,0.14
519.0,0.235,0.11,-0.966,1.679,0.789,-6.908,1.0,211.0,91.0,0.14
523.0,-0.241,-0.497,-0.809,-0.167,-0.345,-0.562,1.0,211.0,91.0,0.14
524.0,0.432,-0.382,-0.755,0.193,-0.171,-0.338,-1.0,-211.0,91.0,0.14
528.0,0.379,-0.392,-0.185,0.229,-0.237,-0.112,1.0,321.0,91.0,0.494
529.0,0.472,0.334,-0.782,0.285,0.201,-0.472,-1.0,-211.0,91.0,0.14
