hit_id,r,phi,z,layer_id,particle_id
1,3.1,1.1629032258064516,-13.4,1,193
2,5.05,1.1544554455445544,-21.84,2,193
3,8.85,1.1395480225988701,-38.28,3,193
4,12.25,1.1257142857142857,-52.96,4,193
5,29.9,1.0545685618729097,-129.56,5,193
6,37.1,1.025498652291105,-160.96,6,193
7,44.3,0.9962076749435664,-192.52,7,193
8,51.4,0.9670817120622568,-223.8,8,193
9,3.1,1.7096774193548387,0.8,1,200
10,5.05,1.7158415841584158,1.32,2,200
11,8.85,1.7271186440677966,2.2800000000000002,3,200
12,12.25,1.7371428571428569,3.16,4,200
13,29.9,1.788695652173913,7.76,5,200
14,37.1,1.8098814016172504,9.64,6,200
15,44.3,1.8310880361173814,11.52,7,200
16,51.4,1.8521400778210115,13.36,8,200
17,3.1,1.5193548387096774,0.76,1,202
18,5.05,1.5188118811881188,1.28,2,202
19,8.85,1.5163841807909606,2.24,3,202
20,12.25,1.5142857142857142,3.08,4,202
21,29.9,1.503391304347826,7.5200000000000005,5,202
22,37.1,1.4991159029649594,9.32,6,202
23,44.3,1.4946952595936793,11.120000000000001,7,202
24,51.4,1.4903774319066148,12.88,8,202
25,3.1,1.232258064516129,0.88,1,204
26,5.05,1.2356435643564356,1.4000000000000001,2,204
27,8.85,1.2418079096045198,2.44,3,204
28,12.25,1.246938775510204,3.4,4,204
29,29.9,1.274715719063545,8.32,5,204
30,37.1,1.286043126684636,10.32,6,204
31,44.3,1.297372460496614,12.32,7,204
32,51.4,1.3085369649805447,14.280000000000001,8,204
33,3.1,1.7467741935483871,2.68,1,206
34,5.05,1.7514851485148515,4.36,2,206
35,8.85,1.761581920903955,7.640000000000001,3,206
36,12.25,1.770204081632653,10.56,4,206
37,29.9,1.815076923076923,25.76,5,206
38,37.1,1.8334339622641507,32.,6,206
39,44.3,1.8518871331828441,38.24,7,206
40,51.4,1.870066147859922,44.4,8,206
41,3.1,1.3564516129032258,2.7600000000000002,1,207
42,5.05,1.3504950495049506,4.48,2,207
43,8.85,1.3384180790960452,7.84,3,207
44,12.25,1.3277551020408163,10.84,4,207
45,29.9,1.2717591973244147,26.52,5,207
46,37.1,1.2488355795148247,32.92,6,207
47,44.3,1.2258419864559817,39.36,7,207
48,51.4,1.2030972762645913,45.72,8,207
49,3.1,0.5419354838709678,1.4000000000000001,1,209
50,5.05,0.5524752475247525,2.32,2,209
51,8.85,0.5734463276836158,4.04,3,209
52,12.25,0.5922448979591837,5.6000000000000005,4,209
53,29.9,0.6897792642140468,13.68,5,209
54,37.1,0.7297628032345013,17.,6,209
55,44.3,0.7704108352144469,20.400000000000002,7,209
56,51.4,0.8107743190661478,23.72,8,209
57,3.1,0.7725806451612903,6.8,1,211
58,5.05,0.7712871287128713,11.040000000000001,2,211
59,8.85,0.7694915254237289,19.36,3,211
60,12.25,0.7681632653061223,26.84,4,211
61,29.9,0.7609632107023411,65.48,5,211
62,37.1,0.7579892183288408,81.24,6,211
63,44.3,0.755060948081264,97.,7,211
64,51.4,0.7521011673151751,112.56,8,211
65,3.1,0.05967741935483871,6.92,1,214
66,5.05,0.039603960396039604,11.28,2,214
67,8.85,0.0016949152542372883,19.8,3,214
68,12.25,-0.03306122448979591,27.44,4,214
69,29.9,-0.21514381270903007,67.84,5,214
70,37.1,-0.2925283018867924,84.96000000000001,6,214
71,44.3,-0.3716975169300225,102.60000000000001,7,214
72,51.4,-0.45403891050583656,120.72,8,214
73,3.1,-1.1629032258064516,12.120000000000001,1,227
74,5.05,-1.1574257425742573,19.76,2,227
75,8.85,-1.1480225988700565,34.64,3,227
76,12.25,-1.1391836734693876,47.96,4,227
77,29.9,-1.093458193979933,117.12,5,227
78,37.1,-1.0748032345013476,145.4,6,227
79,44.3,-1.0560722347629796,173.76,7,227
80,51.4,-1.0376614785992218,201.76,8,227
81,3.1,-0.2870967741935484,11.92,1,228
82,5.05,-0.29108910891089107,19.44,2,228
83,8.85,-0.29887005649717513,34.04,3,228
84,12.25,-0.3053061224489796,47.160000000000004,4,228
85,29.9,-0.33931772575250835,115.12,5,228
86,37.1,-0.3531051212938005,142.88,6,228
87,44.3,-0.36701580135440176,170.68,7,228
88,51.4,-0.3806809338521401,198.12,8,228
89,3.1,1.0951612903225807,-1.8,1,291
90,5.05,1.0881188118811882,-2.92,2,291
91,8.85,1.0717514124293785,-5.16,3,291
92,12.25,1.057142857142857,-7.12,4,291
93,29.9,0.9819063545150502,-17.44,5,291
94,37.1,0.9512668463611859,-21.64,6,291
95,44.3,0.9201489841986455,-25.92,7,291
96,51.4,0.8893579766536964,-30.12,8,291
97,3.1,1.7306451612903226,1.32,1,292
98,5.05,1.7445544554455445,2.16,2,292
99,8.85,1.7706214689265538,3.8000000000000003,3,292
100,12.25,1.793877551020408,5.28,4,292
101,29.9,1.9154849498327757,12.96,5,292
102,37.1,1.9661347708894876,16.12,6,292
103,44.3,2.0169751693002254,19.36,7,292
104,51.4,2.068575875486381,22.6,8,292
105,3.1,2.1983870967741934,-7.5200000000000005,1,293
106,5.05,2.1683168316831685,-12.280000000000001,2,293
107,8.85,2.107909604519774,-21.56,3,293
108,12.25,2.053469387755102,-29.92,4,293
109,29.9,1.7567424749163878,-75.60000000000001,5,293
110,37.1,1.6223773584905659,-96.2,6,293
