particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass
184.0,0.664,-0.14,-0.726,0.817,-0.172,-0.894,-1.0,-211.0,83.0,0.14
267.0,0.1,-0.166,0.979,0.209,-0.347,2.044,1.0,211.0,83.0,0.14
275.0,0.622,-0.395,-0.024,0.128,-0.082,-0.005,1.0,211.0,83.0,0.14
278.0,-0.691,-0.191,-0.003,-0.138,-0.038,-0.001,1.0,211.0,83.0,0.14
279.0,0.357,0.46,-0.788,0.25,0.322,-0.551,-1.0,-211.0,83.0,0.14
607.0,-0.419,0.22,0.875,-0.576,0.302,1.202,-1.0,-211.0,83.0,0.14
613.0,0.297,-0.52,0.712,0.113,-0.198,0.271,1.0,211.0,83.0,0.14
615.0,0.359,-0.409,0.807,0.22,-0.25,0.494,1.0,211.0,83.0,0.14
618.0,0.824,-0.449,0.264,0.517,-0.281,0.166,-1.0,-211.0,83.0,0.14
619.0,0.345,0.227,0.897,0.301,0.198,0.782,1.0,211.0,83.0,0.14
621.0,0.013,0.648,0.736,0.01,0.463,0.526,1.0,211.0,83.0,0.14
624.0,0.499,0.487,0.674,0.286,0.279,0.386,-1.0,-211.0,83.0,0.14
632.0,0.625,-0.726,0.2,1.487,-1.729,0.477,-1.0,-321.0,83.0,0.494
636.0,0.57,0.342,-0.745,1.493,0.897,-1.953,1.0,211.0,83.0,0.14
639.0,0.521,0.391,-0.757,1.296,0.972,-1.884,1.0,211.0,83.0,0.14
640.0,0.611,0.23,-0.741,0.54,0.203,-0.655,-1.0,-211.0,83.0,0.14
642.0,0.256,0.27,-0.91,0.194,0.205,-0.692,1.0,211.0,83.0,0.14
646.0,-0.207,0.079,-0.959,-0.164,0.062,-0.76,-1.0,-211.0,83.0,0.14
647.0,-0.1,0.539,-0.788,-0.177,0.953,-1.392,1.0,321.0,83.0,0.494
784.0,-0.201,0.155,-0.966,-0.6,0.462,-2.885,-1.0,-211.0,83.0,0.14
883.0,0.119,-0.121,0.985,1.549,-1.576,12.791,-1.0,-211.0,83.0,0.14
898.0,0.568,-0.24,0.249,0.376,-0.159,0.164,1.0,321.0,83.0,0.494
899.0,-0.359,0.198,0.208,-0.199,0.11,0.115,-1.0,-321.0,83.0,0.494
900.0,-0.117,0.931,-0.125,-0.051,0.404,-0.054,1.0,211.0,83.0,0.14
912.0,0.181,0.047,-0.981,0.466,0.12,-2.518,1.0,211.0,83.0,0.14
953.0,0.456,0.714,0.037,0.12,0.188,0.01,1.0,211.0,83.0,0.14
954.0,-0.327,0.235,0.907,-0.368,0.264,1.018,-1.0,-211.0,83.0,0.14
959.0,-0.188,0.69,0.64,-0.093,0.34,0.316,1.0,211.0,83.0,0.14
960.0,-0.447,0.471,0.734,-0.312,0.329,0.513,-1.0,-211.0,83.0,0.14
962.0,-0.406,0.548,0.712,-0.339,0.458,0.596,-1.0,-211.0,83.0,0.14
964.0,0.334,0.832,0.395,0.234,0.583,0.277,1.0,211.0,83.0,0.14
965.0,0.029,0.352,0.885,0.013,0.162,0.408,-1.0,-211.0,83.0,0.14
969.0,0.498,0.617,0.598,0.595,0.738,0.715,-1.0,-211.0,83.0,0.14
980.0,0.814,-0.49,0.289,0.965,-0.581,0.343,1.0,211.0,83.0,0.14
984.0,0.398,-0.028,0.693,0.327,-0.023,0.57,1.0,321.0,83.0,0.494
988.0,0.343,-0.057,-0.917,0.247,-0.041,-0.661,-1.0,-211.0,83.0,0.14
990.0,0.519,0.067,-0.847,0.791,0.102,-1.29,-1.0,-211.0,83.0,0.14
994.0,0.342,0.247,-0.904,0.727,0.526,-1.921,1.0,211.0,83.0,0.14
995.0,0.178,0.63,-0.745,0.188,0.668,-0.791,-1.0,-211.0,83.0,0.14
997.0,0.446,0.407,-0.791,0.636,0.58,-1.129,-1.0,-211.0,83.0,0.14
998.0,0.184,0.409,-0.889,0.281,0.624,-1.356,1.0,211.0,83.0,0.14
999.0,-0.205,0.427,-0.869,-0.195,0.407,-0.828,-1.0,-211.0,83.0,0.14
1004.0,0.18,-0.091,-0.953,0.11,-0.056,-0.584,-1.0,-211.0,83.0,0.14
1007.0,0.173,0.286,-0.931,0.165,0.273,-0.889,1.0,211.0,83.0,0.14
1047.0,0.159,0.29,0.942,0.437,0.794,2.584,-1.0,-211.0,83.0,0.14
1048.0,0.23,0.152,0.959,0.443,0.292,1.847,1.0,211.0,83.0,0.14
1051.0,-0.15,0.241,0.958,-0.535,0.862,3.418,1.0,211.0,83.0,0.14
1190.0,-0.456,0.109,0.866,-0.359,0.086,0.683,1.0,211.0,83.0,0.14
1211.0,-0.006,-0.747,0.626,-0.004,-0.464,0.389,1.0,211.0,83.0,0.14
1212.0,-0.292,-0.634,0.587,-0.099,-0.216,0.2,-1.0,-211.0,83.0,0.14
1216.0,-0.495,-0.382,-0.767,-0.472,-0.364,-0.731,1.0,211.0,83.0,0.14
1217.0,-0.062,-0.46,-0.737,-0.018,-0.131,-0.21,-1.0,-211.0,83.0,0.14
