PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,680.421,296.467,-3.225,-353.652,500.0,1.0,1.0,872.0,2284.0
15.0,1525.541,-275.931,68.255,1412.968,500.0,-1.0,1.0,872.0,2285.0
