PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,589.44,296.95,82.276,-49.913,500.0,1.0,1.0,684.0,1675.0
15.0,695.592,-408.697,39.662,255.425,500.0,-1.0,1.0,684.0,1676.0
