PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,714.618,20.141,233.716,453.486,500.0,1.0,1.0,170.0,538.0
15.0,896.231,-6.788,-150.886,728.297,500.0,-1.0,1.0,170.0,539.0
