particle_id,vx,vy,vz,px,py,pz,charge,PID,Event#,Mass,particle_id
110.0,0.11,0.136,0.974,0.106,0.13,0.931,1.0,211.0,476.0,0.14,110.0
113.0,0.247,-0.417,0.863,0.241,-0.407,0.842,1.0,211.0,476.0,0.14,113.0
114.0,-0.429,0.512,0.702,-0.241,0.288,0.395,-1.0,-211.0,476.0,0.14,114.0
181.0,-0.206,0.07,0.963,-0.179,0.06,0.835,-1.0,-211.0,476.0,0.14,181.0
185.0,-0.275,0.163,0.761,-0.241,0.142,0.666,1.0,321.0,476.0,0.494,185.0
254.0,-0.88,-0.323,0.044,-0.355,-0.13,0.018,1.0,211.0,476.0,0.14,254.0
255.0,0.318,0.521,-0.108,0.057,0.093,-0.019,-1.0,-211.0,476.0,0.14,255.0
326.0,-0.925,-0.218,0.31,-19.427,-4.578,6.504,1.0,211.0,476.0,0.14,326.0
330.0,0.853,0.416,-0.313,6.726,3.281,-2.469,-1.0,-211.0,476.0,0.14,330.0
415.0,-0.25,-0.866,0.384,-0.176,-0.608,0.27,1.0,211.0,476.0,0.14,415.0
416.0,0.588,-0.507,0.554,0.273,-0.236,0.257,-1.0,-211.0,476.0,0.14,416.0
418.0,-0.399,-0.069,0.911,-0.701,-0.122,1.601,1.0,211.0,476.0,0.14,418.0
476.0,0.41,0.631,-0.423,0.113,0.175,-0.117,-1.0,-211.0,476.0,0.14,476.0
478.0,0.323,0.312,0.057,0.179,0.173,0.032,1.0,321.0,476.0,0.494,478.0
479.0,0.433,-0.093,0.514,0.291,-0.063,0.346,-1.0,-321.0,476.0,0.494,479.0
480.0,0.226,0.922,0.298,0.305,1.245,0.402,1.0,211.0,476.0,0.14,480.0
514.0,-0.709,-0.682,-0.122,-2.663,-2.558,-0.458,1.0,321.0,476.0,0.494,514.0
515.0,-0.829,-0.548,0.035,-1.068,-0.707,0.044,-1.0,-211.0,476.0,0.14,515.0
540.0,-0.332,0.204,-0.803,-0.363,0.223,-0.879,-1.0,-321.0,476.0,0.494,540.0
541.0,0.424,0.072,-0.871,0.249,0.042,-0.513,1.0,211.0,476.0,0.14,541.0
547.0,0.857,-0.453,0.031,0.49,-0.259,0.018,1.0,211.0,476.0,0.14,547.0
548.0,0.704,0.492,0.48,0.542,0.379,0.37,-1.0,-211.0,476.0,0.14,548.0
549.0,0.855,0.432,0.263,1.063,0.537,0.327,-1.0,-211.0,476.0,0.14,549.0
591.0,-0.075,-0.145,-0.977,-0.076,-0.147,-0.993,-1.0,-211.0,476.0,0.14,591.0
592.0,0.284,-0.142,-0.906,0.142,-0.071,-0.452,1.0,211.0,476.0,0.14,592.0
593.0,0.312,-0.489,-0.811,0.612,-0.958,-1.589,-1.0,-211.0,476.0,0.14,593.0
624.0,-0.488,0.259,0.827,-0.65,0.345,1.101,1.0,211.0,476.0,0.14,624.0
