PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,574.089,-11.957,-154.156,-235.949,500.0,1.0,1.0,732.0,2233.0
15.0,1076.457,-21.271,197.644,-932.333,500.0,-1.0,1.0,732.0,2234.0
