PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,519.133,66.283,79.101,94.066,500.0,1.0,1.0,168.0,430.0
15.0,553.033,-109.359,-65.027,199.143,500.0,-1.0,1.0,168.0,431.0
