"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,1.582258064516129,6.68,1,240
2,5.05,1.5722772277227723,10.88,2,240
3,8.85,1.5531073446327683,19.12,3,240
4,12.25,1.5363265306122447,26.44,4,240
5,29.9,1.4474448160535116,64.76,5,240
6,37.1,1.410862533692722,80.52,6,240
7,44.3,1.374198645598194,96.4,7,240
8,51.4,1.337443579766537,112.16,8,240
9,3.1,-1.9967741935483871,-2.96,1,256
10,5.05,-1.991089108910891,-4.84,2,256
11,8.85,-1.9779661016949153,-8.48,3,256
12,12.25,-1.9665306122448978,-11.76,4,256
13,29.9,-1.9061605351170567,-28.68,5,256
14,37.1,-1.8815471698113204,-35.64,6,256
15,44.3,-1.8567223476297967,-42.6,7,256
16,51.4,-1.8322295719844357,-49.52,8,256
17,3.1,-2.1306451612903228,-3.2800000000000002,1,259
18,5.05,-2.1445544554455447,-5.32,2,259
19,8.85,-2.1700564971751413,-9.36,3,259
20,12.25,-2.193061224489796,-12.96,4,259
21,29.9,-2.313364548494983,-31.8,5,259
22,37.1,-2.3632291105121292,-39.6,6,259
23,44.3,-2.413846501128668,-47.52,7,259
24,51.4,-2.464470817120622,-55.44,8,259
25,3.1,2.45,-12.48,1,261
26,5.05,2.4663366336633663,-20.32,2,261
27,8.85,2.4966101694915257,-35.64,3,261
28,12.25,2.524489795918367,-49.36,4,261
29,29.9,2.6697391304347824,-121.44,5,261
30,37.1,2.7303557951482476,-151.56,6,261
31,44.3,2.792144469525959,-182.24,7,261
32,51.4,2.854544747081712,-213.20000000000002,8,261
33,3.1,1.2951612903225806,-11.76,1,279
34,5.05,1.3188118811881189,-19.2,2,279
35,8.85,1.3649717514124293,-33.68,3,279
36,12.25,1.4065306122448977,-46.68,4,279
37,29.9,1.629725752508361,-116.2,5,279
38,37.1,1.7261185983827492,-146.20000000000002,6,279
39,44.3,1.827020316027088,-177.64000000000001,7,279
40,51.4,1.9337003891050584,-210.96,8,279
41,3.1,-1.446774193548387,-12.6,1,280
42,5.05,-1.4524752475247524,-20.52,2,280
43,8.85,-1.463276836158192,-36.,3,280
44,12.25,-1.4730612244897958,-49.800000000000004,4,280
45,29.9,-1.5249966555183945,-121.72,5,280
46,37.1,-1.5463126684636117,-151.12,6,280
47,44.3,-1.567530474040632,-180.6,7,280
48,51.4,-1.5886070038910505,-209.76,8,280
49,3.1,-2.5951612903225807,-3.44,1,281
50,5.05,-2.5841584158415842,-5.6000000000000005,2,281
51,8.85,-2.563276836158192,-9.84,3,281
52,12.25,-2.544897959183673,-13.6,4,281
53,29.9,-2.447658862876254,-33.32,5,281
54,37.1,-2.407584905660377,-41.44,6,281
55,44.3,-2.367182844243792,-49.64,7,281
56,51.4,-2.32688326848249,-57.800000000000004,8,281
57,3.1,-1.864516129032258,-7.76,1,338
58,5.05,-1.8831683168316833,-12.64,2,338
59,8.85,-1.9203389830508475,-22.2,3,338
60,12.25,-1.953469387755102,-30.72,4,338
61,29.9,-2.1296053511705684,-75.96000000000001,5,338
62,37.1,-2.2034016172506736,-95.04,6,338
63,44.3,-2.280302483069977,-114.68,7,338
64,51.4,-2.358303501945525,-134.76,8,338
65,3.1,1.853225806451613,0.16,1,339
66,5.05,1.8603960396039605,0.28,2,339
67,8.85,1.873446327683616,0.48,3,339
68,12.25,1.8853061224489793,0.64,4,339
69,29.9,1.946869565217391,1.56,5,339
70,37.1,1.9719999999999998,1.96,6,339
71,44.3,1.9974040632054173,2.32,7,339
72,51.4,2.0225369649805445,2.72,8,339
73,3.1,0.30806451612903224,1.2,1,358
74,5.05,0.30495049504950494,1.92,2,358
75,8.85,0.2994350282485876,3.4,3,358
76,12.25,0.2946938775510204,4.68,4,358
77,29.9,0.26972575250836117,11.48,5,358
78,37.1,0.25953638814016167,14.24,6,358
79,44.3,0.24928216704288936,17.,7,358
80,51.4,0.2392568093385214,19.72,8,358
81,3.1,-1.1629032258064516,-4.5200000000000005,1,360
82,5.05,-1.1396039603960397,-7.36,2,360
83,8.85,-1.0937853107344633,-12.88,3,360
84,12.25,-1.0530612244897959,-17.88,4,360
85,29.9,-0.8351036789297658,-44.44,5,360
86,37.1,-0.740943396226415,-55.88,6,360
87,44.3,-0.6430067720090292,-67.84,7,360
88,51.4,-0.5392373540856031,-80.44,8,360
89,3.1,1.9193548387096775,-2.56,1,607
90,5.05,1.9316831683168316,-4.2,2,607
91,8.85,1.953672316384181,-7.36,3,607
92,12.25,1.973877551020408,-10.200000000000001,4,607
93,29.9,2.079571906354515,-25.,5,607
94,37.1,2.123121293800539,-31.080000000000002,6,607
95,44.3,2.167020316027088,-37.24,7,607
96,51.4,2.211124513618677,-43.4,8,607
97,3.1,2.458064516129032,-13.48,1,610
98,5.05,2.4455445544554455,-22.,2,610
99,8.85,2.42090395480226,-38.56,3,610
100,12.25,2.3995918367346936,-53.36,4,610
101,29.9,2.2872107023411368,-130.92000000000002,5,610
102,37.1,2.2407924528301884,-163.,6,610
103,44.3,2.1938058690744917,-195.44,7,610
104,51.4,2.146762645914397,-227.84,8,610
105,3.1,-0.3967741935483871,1.04,1,611
106,5.05,-0.3821782178217822,1.72,2,611
107,8.85,-0.3559322033898305,3.,3,611
108,12.25,-0.33183673469387753,4.16,4,611
109,29.9,-0.20729765886287624,10.200000000000001,5,611
110,37.1,-0.15552021563342316,12.68,6,611
111,44.3,-0.10307449209932279,15.24,7,611
112,51.4,-0.05027237354085603,17.76,8,611
113,3.1,2.424193548387097,8.56,1,663
114,5.05,2.4396039603960396,13.92,2,663
115,8.85,2.4706214689265535,24.400000000000002,3,663
116,12.25,2.4983673469387755,33.8,4,663
117,29.9,2.6444949832775917,83.2,5,663
118,37.1,2.7055202156334226,103.84,6,663
119,44.3,2.7675846501128665,124.88000000000001,7,663
120,51.4,2.8304007782101164,146.12,8,663
121,3.1,-2.5661290322580643,-1.4000000000000001,1,664
122,5.05,-2.5316831683168317,-2.2800000000000002,2,664
123,8.85,-2.4661016949152543,-3.96,3,664
124,12.25,-2.406530612244898,-5.5200000000000005,4,664
125,29.9,-2.0785484949832775,-14.040000000000001,5,664
126,37.1,-1.926086253369272,-18.04,6,664
127,44.3,-1.7523431151241533,-22.56,7,664
128,51.4,-1.532579766536965,-28.28,8,664
129,3.1,-0.23870967741935484,0.44,1,665
130,5.05,-0.25643564356435644,0.68,2,665
131,8.85,-0.28983050847457625,1.2,3,665
132,12.25,-0.31999999999999995,1.68,4,665
133,29.9,-0.47907023411371236,4.12,5,665
134,37.1,-0.5460161725067385,5.12,6,665
135,44.3,-0.6140722347629796,6.2,7,665
136,51.4,-0.6839027237354085,7.24,8,665
137,3.1,2.638709677419355,2.2800000000000002,1,668
138,5.05,2.6534653465346536,3.68,2,668
139,8.85,2.68135593220339,6.48,3,668
140,12.25,2.7069387755102037,8.96,4,668
141,29.9,2.8392842809364547,22.04,5,668
142,37.1,2.89421563342318,27.48,6,668
143,44.3,2.9503250564334085,33.04,7,668
144,51.4,3.0066848249027234,38.56,8,668
145,3.1,-2.4290322580645163,-3.8000000000000003,1,687
146,5.05,-2.4376237623762376,-6.16,2,687
147,8.85,-2.455367231638418,-10.8,3,687
148,12.25,-2.471020408163265,-14.96,4,687
149,29.9,-2.5528428093645483,-36.6,5,687
150,37.1,-2.5862911051212936,-45.480000000000004,6,687
151,44.3,-2.6200722347629792,-54.44,7,687
152,51.4,-2.65352140077821,-63.32,8,687
153,3.1,-1.293548387096774,-7.84,1,688
154,5.05,-1.2861386138613862,-12.76,2,688
