val_loss,eff,pur,current_lr,epoch,step,train_loss
0.03221864625811577,1.0,1.0,0.00019999999494757503,0,70,
,,,,0,70,0.11124798655509949
0.01324753649532795,1.0,1.0,0.00039999998989515007,1,141,
,,,,1,141,0.02034713514149189
0.005650799721479416,1.0,1.0,0.0005999999702908099,2,212,
,,,,2,212,0.008709226734936237
0.0026647718623280525,1.0,1.0,0.0007999999797903001,3,283,
,,,,3,283,0.003885730402544141
0.0014231802197173238,1.0,1.0,0.0010000000474974513,4,354,
,,,,4,354,0.0019471619743853807
0.000842870504129678,1.0,1.0,0.0011999999405816197,5,425,
,,,,5,425,0.0010948018170893192
0.0005408389843069017,1.0,1.0,0.00139999995008111,6,496,
,,,,6,496,0.0006748824962414801
0.0003692316240631044,1.0,1.0,0.001120000029914081,7,567,
,,,,7,567,0.000446660298621282
0.0002646271314006299,1.0,1.0,0.0017999998526647687,8,638,
,,,,8,638,0.0003124682407360524
0.00019734122906811535,1.0,1.0,0.0020000000949949026,9,709,
,,,,9,709,0.0002284237853018567
0.0001552938629174605,1.0,1.0,0.0020000000949949026,10,780,
,,,,10,780,0.00017500996182207018
0.00012696877820417285,1.0,1.0,0.0020000000949949026,11,851,
,,,,11,851,0.0001403799105901271
0.0001067043631337583,1.0,1.0,0.0020000000949949026,12,922,
,,,,12,922,0.00011636503040790558
9.162514470517635e-05,1.0,1.0,0.0020000000949949026,13,993,
,,,,13,993,9.885223698802292e-05
7.99878325778991e-05,1.0,1.0,0.0020000000949949026,14,1064,
,,,,14,1064,8.56206170283258e-05
7.088357233442366e-05,1.0,1.0,0.00139999995008111,15,1135,
,,,,15,1135,7.529349386459216e-05
6.559383473359048e-05,1.0,1.0,0.00139999995008111,16,1206,
,,,,16,1206,6.814629159634933e-05
6.09150156378746e-05,1.0,1.0,0.00139999995008111,17,1277,
,,,,17,1277,6.32017690804787e-05
5.6862019846448675e-05,1.0,1.0,0.00139999995008111,18,1348,
,,,,18,1348,5.884648999199271e-05
5.328584666131064e-05,1.0,1.0,0.00139999995008111,19,1419,
,,,,19,1419,5.502525164047256e-05
5.0097070925403386e-05,1.0,1.0,0.00139999995008111,20,1490,
,,,,20,1490,5.164546746527776e-05
4.7236124373739585e-05,1.0,1.0,0.00139999995008111,21,1561,
,,,,21,1561,4.862508285441436e-05
4.468808401725255e-05,1.0,1.0,0.00139999995008111,22,1632,
,,,,22,1632,4.593368066707626e-05
4.2438055970706046e-05,1.0,1.0,0.0009800000116229057,23,1703,
,,,,23,1703,4.350420203991234e-05
4.094797623110935e-05,1.0,1.0,0.0009800000116229057,24,1774,
,,,,24,1774,4.1632127249613404e-05
3.957709122914821e-05,1.0,1.0,0.0009800000116229057,25,1845,
,,,,25,1845,4.020668347948231e-05
3.823601582553238e-05,1.0,1.0,0.0009800000116229057,26,1916,
,,,,26,1916,3.8870224670972675e-05
3.7014138797530904e-05,1.0,1.0,0.0009800000116229057,27,1987,
,,,,27,1987,3.7626152334269136e-05
3.588167601265013e-05,1.0,1.0,0.0009800000116229057,28,2058,
,,,,28,2058,3.644582466222346e-05
3.4808810596587136e-05,1.0,1.0,0.0009800000116229057,29,2129,
,,,,29,2129,3.5324257623869926e-05
