"HitID","r[cm]","phi","z[cm]","layer_id","particle_id"
1,3.1,-1.5548387096774194,5.92,1,352
2,5.05,-1.5594059405940595,9.68,2,352
3,8.85,-1.567231638418079,16.96,3,352
4,12.25,-1.573877551020408,23.48,4,352
5,29.9,-1.6095986622073577,57.32,5,352
6,37.1,-1.6242102425876008,71.16,6,352
7,44.3,-1.6387539503386002,85.,7,352
8,51.4,-1.6531673151750972,98.68,8,352
9,3.1,-1.2451612903225806,0.36,1,353
10,5.05,-1.2306930693069307,0.6,2,353
11,8.85,-1.2050847457627119,1.04,3,353
12,12.25,-1.1812244897959183,1.44,4,353
13,29.9,-1.0587759197324413,3.52,5,353
14,37.1,-1.0081778975741238,4.4,6,353
15,44.3,-0.9562979683972911,5.28,7,353
16,51.4,-0.9048365758754864,6.16,8,353
17,3.1,2.8403225806451613,4.68,1,354
18,5.05,2.8297029702970296,7.6000000000000005,2,354
19,8.85,2.810734463276836,13.32,3,354
20,12.25,2.7938775510204077,18.44,4,354
21,29.9,2.7055585284280936,45.160000000000004,5,354
22,37.1,2.669229110512129,56.160000000000004,6,354
23,44.3,2.6325823927765235,67.2,7,354
24,51.4,2.5961050583657586,78.2,8,354
25,3.1,-1.770967741935484,2.8000000000000003,1,355
26,5.05,-1.7683168316831683,4.5600000000000005,2,355
27,8.85,-1.7638418079096045,8.040000000000001,3,355
28,12.25,-1.7595918367346937,11.120000000000001,4,355
29,29.9,-1.7385484949832775,27.12,5,355
30,37.1,-1.730150943396226,33.64,6,355
31,44.3,-1.7214898419864557,40.160000000000004,7,355
32,51.4,-1.7130972762645913,46.64,8,355
33,3.1,-1.4,-6.36,1,357
34,5.05,-1.3554455445544555,-10.4,2,357
35,8.85,-1.2666666666666666,-18.28,3,357
36,12.25,-1.1861224489795916,-25.48,4,357
37,29.9,-0.7150234113712374,-67.6,5,357
38,37.1,-0.45281401617250666,-91.04,6,357
39,3.1,2.7225806451612904,-0.88,1,359
