PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,754.488,-141.292,217.618,501.927,500.0,1.0,1.0,254.0,1737.0
15.0,571.955,136.513,-121.652,-209.039,500.0,-1.0,1.0,254.0,1738.0
