PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,608.397,-114.493,-97.127,-312.417,500.0,1.0,1.0,38.0,1732.0
15.0,528.598,148.636,-10.782,84.891,500.0,-1.0,1.0,38.0,1733.0
