PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,1331.654,430.923,134.369,-1148.717,500.0,1.0,1.0,930.0,764.0
15.0,1088.71,-606.083,-251.624,-710.378,500.0,-1.0,1.0,930.0,765.0
