PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,606.553,-212.583,-106.484,-247.743,500.0,1.0,1.0,615.0,1963.0
15.0,602.713,133.775,141.895,274.286,500.0,-1.0,1.0,615.0,1964.0
