PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,681.247,95.94,-113.357,-438.228,500.0,1.0,1.0,309.0,1843.0
15.0,523.976,116.564,-11.327,104.094,500.0,-1.0,1.0,309.0,1844.0
