PID,E,px,py,pz,m,q,status,Event#,particle_id
-15.0,754.749,-88.427,-490.236,-267.386,500.0,1.0,1.0,300.0,1620.0
15.0,934.3,92.248,482.786,-617.514,500.0,-1.0,1.0,300.0,1621.0
